PitchNo,Date,Time,UTCDate,UTCTime,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,AutoHitType,PlayResult,OutsOnPlay,RunsScored,Notes,Steal,Runner,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,GameUID,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,ContactPositionX,ContactPositionY,ContactPositionZ,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,season
63,2020/8/13,27:01.0,2020/8/13,27:01.0,1,2,"Kota, Hirayama",1000073931,Right,TOK,"Ginsuke, Kaneko",1000073884,Right,WAS_EDA,Undefined,3,Top,0,1,0,Fastball,Changeup,FoulBall,Undefined,Undefined,,Undefined,0,0,,,,133.34453,-1.271609,-1.149788,2033.650173,220.608559,1:15,1.732447,0.224336,1.58982,-63.572,41.6284,33.0237,0.732161,0.225009,122.98566,-5.89087,1.1554,0.463194,,,,,,,,,,,,-17.3733,22.6029,-0.195132,15.24,1.691019,0.571776,-36.677598,-1.069535,-3.081504,6.579804,-5.79756,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20200813-JinguStadium-2,fdb97cc0-dd2d-11ea-bd47-6906dd4eb628,e706b3c0-8a59-453b-81ef-ccfd7dc961f8,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,130.96013,,,10.35887,,,,16.850327,-36.965355,3.289902,1.732249,-0.815988,-2.89878,-0.223085,0.70654,-1.540752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20S
64,2020/8/13,27:20.0,2020/8/13,27:20.0,1,3,"Kota, Hirayama",1000073931,Right,TOK,"Ginsuke, Kaneko",1000073884,Right,WAS_EDA,Undefined,3,Top,0,1,1,Cutter,Slider,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,,,119.27539,1.117288,-1.51324,2138.495418,130.150019,10:15,1.661798,0.227679,1.630825,-116.1443,13.8432,-12.302,0.819913,-0.328042,111.06924,-7.202217,-2.373695,0.514879,,,,,,,,,,,,5.2838,7.386,-0.185078,15.24,1.682434,0.921822,-32.83213,0.197046,0.756356,4.885971,-8.749372,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20200813-JinguStadium-2,09113c20-dd2e-11ea-bd47-6906dd4eb628,e706b3c0-8a59-453b-81ef-ccfd7dc961f8,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,117.814,,,8.20615,,,,16.809317,-33.064846,2.442986,1.663125,0.613774,-4.374686,-0.228126,0.885797,0.378178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20S
65,2020/8/13,27:32.7,2020/8/13,27:32.7,1,4,"Kota, Hirayama",1000073931,Right,TOK,"Ginsuke, Kaneko",1000073884,Right,WAS_EDA,Undefined,3,Top,0,1,2,Cutter,Changeup,FoulBall,Undefined,Undefined,FlyBall,Undefined,0,0,,,,123.08985,-0.509532,-2.062487,2234.987287,179.02662,12:00,1.642491,0.293565,1.673503,-94.662,26.9054,-0.4004,0.550489,-0.298773,114.54465,-7.325674,-2.090572,0.497924,121.44308,40.164459,48.893635,5289.996729,18.821655,21.299245,27.746558,69.950986,,62.232177,4.431717,-1.0436,14.914,-0.238481,15.24,1.621138,1.221817,-33.878158,-0.657474,-0.158867,5.272181,-7.5363,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20200813-JinguStadium-2,109d2670-dd2e-11ea-bd47-6906dd4eb628,e706b3c0-8a59-453b-81ef-ccfd7dc961f8,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,121.82576,22.240528,,8.5452,,,,16.766648,-34.114911,2.63609,1.643064,-0.319049,-3.76815,-0.293508,1.228951,-0.079434,0.285751,0.533267,0.305298,214.518831,0.285872,16.945373,-5.014548,1.265047,-0.262378,0.050502,-0.008768,0.00105,-5.6e-05,0.533335,21.75673,-6.182188,0.468929,-0.058742,-0.001517,0.002222,-0.000286,1.1e-05,0.305313,19.42447,-2.210308,0.384135,-0.057522,0.008073,-0.001472,0.000198,-1.1e-05,,,,,,,,,,,,,,,,,,,,,,,20S
66,2020/8/13,27:59.9,2020/8/13,27:59.9,1,5,"Kota, Hirayama",1000073931,Right,TOK,"Ginsuke, Kaneko",1000073884,Right,WAS_EDA,Undefined,3,Top,0,1,2,Splitter,Changeup,BallCalled,Undefined,Undefined,,Undefined,0,0,,,,120.69409,-0.248195,-0.842102,1350.048431,258.492042,2:30,1.590285,0.295503,1.536977,-117.3686,15.4002,51.1589,0.345231,0.564957,109.05736,-8.686009,2.722798,0.520358,,,,,,,,,,,,-25.978,9.3443,-0.276132,15.24,1.572032,0.240358,-33.098903,-0.611956,-3.646363,6.900202,-8.495054,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20200813-JinguStadium-2,20d6bec0-dd2e-11ea-bd47-6906dd4eb628,e706b3c0-8a59-453b-81ef-ccfd7dc961f8,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,116.57348,,,11.63674,,,,16.90201,-33.443591,3.450101,1.592002,-0.1876,-4.247527,-0.292688,0.422506,-1.823181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20S
67,2020/8/13,28:17.0,2020/8/13,28:17.0,1,6,"Kota, Hirayama",1000073931,Right,TOK,"Ginsuke, Kaneko",1000073884,Right,WAS_EDA,Undefined,3,Top,0,2,2,Fastball,Changeup,InPlay,Undefined,GroundBall,,Out,1,0,,,,131.79573,-2.506524,-1.921659,1920.237396,211.360925,1:00,1.719074,0.138491,1.693064,-63.9398,42.6146,24.0222,0.364985,-0.168763,121.74186,-7.166964,-0.234502,0.466166,,,,,,,,,,,,-13.4942,24.208,-0.089854,15.24,1.647947,1.102234,-36.227361,-1.826988,-2.334437,6.436847,-5.618762,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20200813-JinguStadium-2,2b0603b0-dd2e-11ea-bd47-6906dd4eb628,e706b3c0-8a59-453b-81ef-ccfd7dc961f8,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,130.1254,,,10.05387,,,,16.747,-36.494141,3.218423,1.718842,-1.594114,-2.809381,-0.137542,1.198987,-1.167218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20S
68,2020/8/13,28:53.8,2020/8/13,28:53.8,2,1,"Kota, Hirayama",1000073931,Right,TOK,"Takuya, Nakagawa",1000074092,Left,WAS_EDA,Undefined,3,Top,1,0,0,Cutter,Curveball,BallCalled,Undefined,Undefined,,Undefined,0,0,,,,120.48446,1.701659,-1.653678,2110.006605,157.416934,11:15,1.644617,0.220724,1.651825,-107.8277,20.7651,-7.0195,1.052526,-0.321744,110.67092,-6.091992,-2.144892,0.51211,,,,,,,,,,,,2.3931,10.5221,-0.175369,15.24,1.681743,0.98778,-33.109435,0.57797,0.344387,5.599628,-8.292409,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20200813-JinguStadium-2,40f31cd0-dd2e-11ea-bd47-6906dd4eb628,e706b3c0-8a59-453b-81ef-ccfd7dc961f8,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,118.4512,,,9.81354,,,,16.787504,-33.370131,2.799814,1.645848,0.96403,-4.146204,-0.220983,0.971747,0.172194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20S
69,2020/8/13,29:06.2,2020/8/13,29:06.2,2,2,"Kota, Hirayama",1000073931,Right,TOK,"Takuya, Nakagawa",1000074092,Left,WAS_EDA,Undefined,3,Top,1,1,0,Splitter,Changeup,BallCalled,Undefined,Undefined,,Undefined,0,0,,,,122.17086,-0.122899,-3.398521,1376.909953,229.92547,1:45,1.61753,0.266566,1.64691,-98.9728,29.4031,29.0683,0.592641,-0.414495,109.76411,-7.345594,-1.366421,0.511678,,,,,,,,,,,,-17.4122,16.3309,-0.176687,15.24,1.606093,1.848836,-33.451133,-0.440066,-2.495307,7.069994,-7.466302,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20200813-JinguStadium-2,48597dc0-dd2e-11ea-bd47-6906dd4eb628,e706b3c0-8a59-453b-81ef-ccfd7dc961f8,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,118.55123,,,12.40675,,,,16.791285,-33.77741,3.534997,1.618451,-0.0955,-3.733151,-0.264668,1.963993,-1.247653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20S
70,2020/8/13,29:20.5,2020/8/13,29:20.5,2,3,"Kota, Hirayama",1000073931,Right,TOK,"Takuya, Nakagawa",1000074092,Left,WAS_EDA,Undefined,3,Top,1,2,0,Fastball,Changeup,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,,,133.43129,-1.402712,-0.639879,1984.37612,209.188205,1:00,1.711375,0.216506,1.634694,-56.868,48.8365,25.3168,0.741682,0.286784,121.61746,-5.596992,1.132025,0.464303,,,,,,,,,,,,-13.1017,26.5515,-0.201195,15.24,1.668271,0.279968,-36.651369,-1.108517,-2.294054,7.335153,-5.15759,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20200813-JinguStadium-2,50de1ff0-dd2e-11ea-bd47-6906dd4eb628,e706b3c0-8a59-453b-81ef-ccfd7dc961f8,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,130.64745,,,11.81384,,,,16.804201,-36.963092,3.667577,1.710723,-0.889334,-2.578795,-0.215165,0.377459,-1.147027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20S
71,2020/8/13,29:32.2,2020/8/13,29:32.2,2,4,"Kota, Hirayama",1000073931,Right,TOK,"Takuya, Nakagawa",1000074092,Left,WAS_EDA,Undefined,3,Top,1,2,1,Fastball,Changeup,BallCalled,Undefined,Undefined,,Undefined,0,0,,,,131.23732,-2.936709,-1.951546,1892.078271,210.468773,1:00,1.708747,0.209184,1.638104,-55.6894,54.4309,29.7085,0.311467,-0.0516,119.14574,-7.055923,0.127359,0.473902,,,,,,,,,,,,-16.3962,30.7356,-0.158495,15.24,1.623917,1.077831,-35.97713,-2.044356,-2.75036,7.433758,-4.650943,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20200813-JinguStadium-2,57d96300-dd2e-11ea-bd47-6906dd4eb628,e706b3c0-8a59-453b-81ef-ccfd7dc961f8,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,128.00121,,,12.09158,,,,16.800843,-36.298205,3.716879,1.707878,-1.843475,-2.325471,-0.207613,1.196623,-1.37518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20S
72,2020/8/13,29:51.2,2020/8/13,29:51.2,2,5,"Kota, Hirayama",1000073931,Right,TOK,"Takuya, Nakagawa",1000074092,Left,WAS_EDA,Undefined,3,Top,1,3,1,Fastball,Changeup,FoulBall,Undefined,Undefined,Popup,Undefined,0,0,,,,132.47489,-0.808866,-2.293405,1938.393974,212.899187,1:00,1.748718,0.181804,1.599589,-55.5827,53.1959,31.8649,0.961013,-0.156779,119.47512,-4.942282,-0.070562,0.471006,105.63061,75.983333,163.235807,,,,,29.885954,,172.134268,4.534985,-17.7826,28.3609,-0.120605,15.24,1.72138,1.292886,-36.332389,-0.715795,-3.029768,7.843297,-4.974571,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20200813-JinguStadium-2,632a1d80-dd2e-11ea-bd47-6906dd4eb628,e706b3c0-8a59-453b-81ef-ccfd7dc961f8,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,128.7882,27.884994,,12.99977,,,,16.839401,-36.676036,3.921649,1.747968,-0.497839,-2.487285,-0.18016,1.425633,-1.514884,0.478323,0.93,0.156844,349.948771,0.478749,-6.816344,-1.483948,0.748512,-0.133533,-0.010916,0.01035,-0.001736,9.7e-05,0.93062,28.453511,-9.282538,1.164157,-0.131707,-0.010811,0.004973,-0.000348,-4e-06,0.157113,2.042785,-1.433735,0.563345,-0.106402,0.00261,0.003381,-0.000594,3.2e-05,,,,,,,,,,,,,,,,,,,,,,,20S
73,2020/8/13,30:24.9,2020/8/13,30:24.9,2,6,"Kota, Hirayama",1000073931,Right,TOK,"Takuya, Nakagawa",1000074092,Left,WAS_EDA,Undefined,3,Top,1,3,2,Fastball,Changeup,BallCalled,Walk,Undefined,,Undefined,0,0,,,,133.49939,-2.389881,0.445051,1868.145842,198.723957,12:30,1.72613,0.159032,1.609452,-56.6382,50.0284,15.679,0.475227,0.44322,121.15491,-6.564342,1.540802,0.466411,,,,,,,,,,,,-7.4221,27.921,-0.172794,15.24,1.654845,-0.366393,-36.615464,-1.738522,-1.289783,7.689629,-4.954635,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20200813-JinguStadium-2,773e7f00-dd2e-11ea-bd47-6906dd4eb628,e706b3c0-8a59-453b-81ef-ccfd7dc961f8,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,130.05692,,,12.34449,,,,16.82883,-36.947629,3.844815,1.725321,-1.5245,-2.477317,-0.15817,-0.310679,-0.644892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20S
74,2020/8/13,30:59.7,2020/8/13,30:59.7,3,1,"Kota, Hirayama",1000073931,Right,TOK,"Kotaro, Takizawa",1000073989,Left,WAS_EDA,Undefined,3,Top,1,0,0,Splitter,Changeup,StrikeSwinging,Undefined,Undefined,,Undefined,0,0,1,,,120.96493,-1.425375,-1.633749,1304.420447,229.681455,1:45,1.653292,0.247646,1.583883,-98.9037,31.2122,31.4455,0.255355,0.093585,110.37793,-8.560807,0.562494,0.515134,,,,,,,,,,,,-16.9974,17.986,-0.20449,15.24,1.60417,0.801438,-33.197549,-1.2027,-2.428381,6.313577,-7.237032,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20200813-JinguStadium-2,8c062af0-dd2e-11ea-bd47-6906dd4eb628,e706b3c0-8a59-453b-81ef-ccfd7dc961f8,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,117.75586,,,10.587,,,,16.855408,-33.503362,3.156789,1.653936,-0.852157,-3.618516,-0.246158,0.919062,-1.214191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20S
75,2020/8/13,31:35.4,2020/8/13,31:35.4,3,2,"Kota, Hirayama",1000073931,Right,TOK,"Kotaro, Takizawa",1000073989,Left,WAS_EDA,Undefined,3,Top,1,0,1,Splitter,Changeup,InPlay,Undefined,LineDrive,LineDrive,Single,0,0,1,,,120.47406,0.089191,-1.445378,1003.624748,250.736581,2:15,1.613064,0.218769,1.61548,-112.5513,19.2149,40.9749,0.51308,0.214843,108.83563,-8.06053,1.421753,0.51839,143.97606,17.278316,10.572225,731.629951,32.92308,5.880234,6.339933,63.078487,,11.448532,2.023569,-21.7573,10.9279,-0.182478,15.24,1.605846,0.645034,-33.052734,-0.376815,-3.050329,6.796072,-8.274584,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20200813-JinguStadium-2,a144dba0-dd2e-11ea-bd47-6906dd4eb628,e706b3c0-8a59-453b-81ef-ccfd7dc961f8,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,117.01614,5.880114,,11.63843,,,,16.823668,-33.376768,3.398036,1.614406,0.017715,-4.137292,-0.2167,0.790473,-1.525165,0.527858,0.508813,-0.224185,316.637042,0.527858,37.540305,-4.403397,0.576113,-0.111596,0.01738,-0.0026,0.000417,-3.7e-05,0.508813,11.878559,-7.218389,0.833467,-0.167958,0.0365,-0.005897,0.000758,-5.9e-05,-0.224185,7.006648,0.051984,-0.288073,0.071299,-0.019336,0.003775,-0.000491,3.5e-05,,,,,,,,,,,,,,,,,,,,,,,20S
76,2020/8/13,32:41.7,2020/8/13,32:41.7,4,1,"Kota, Hirayama",1000073931,Right,TOK,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,Undefined,3,Top,1,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,"1,3",Steal,"Kotaro, Takizawa",132.9904,-2.991705,-3.04265,1990.470815,193.393441,12:30,1.738238,0.142326,1.757426,-57.1325,48.4368,10.6622,0.316294,-0.614964,121.11826,-7.219347,-2.292297,0.464006,,,,,,,,,,,,-7.6836,27.9842,-0.066291,15.24,1.658515,1.885608,-36.452179,-2.104466,-1.326903,7.446229,-4.973958,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20200813-JinguStadium-2,c8c550b0-dd2e-11ea-bd47-6906dd4eb628,e706b3c0-8a59-453b-81ef-ccfd7dc961f8,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,130.73111,,,11.87215,,,,16.681229,-36.745405,3.723115,1.737531,-1.908596,-2.486979,-0.141573,1.93786,-0.663452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20S
77,2020/8/13,33:18.9,2020/8/13,33:18.9,4,2,"Kota, Hirayama",1000073931,Right,TOK,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,Undefined,3,Top,1,1,0,Splitter,Changeup,StrikeCalled,Undefined,Undefined,,Undefined,0,0,"2,3",,,120.58297,0.034908,-2.58481,1365.216338,255.156765,2:30,1.639661,0.230452,1.618917,-113.7177,19.3872,52.6278,0.512481,0.016755,107.69921,-8.233432,1.096022,0.521017,,,,,,,,,,,,-28.4988,11.2981,-0.16365,15.24,1.631015,1.239976,-33.01603,-0.413101,-3.942832,7.358279,-8.243552,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20200813-JinguStadium-2,def7b030-dd2e-11ea-bd47-6906dd4eb628,e706b3c0-8a59-453b-81ef-ccfd7dc961f8,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,116.42619,,,12.88376,,,,16.819397,-33.366173,3.679139,1.64134,-0.020832,-4.121776,-0.227118,1.427595,-1.971416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20S
78,2020/8/13,33:39.9,2020/8/13,33:39.9,4,3,"Kota, Hirayama",1000073931,Right,TOK,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,Undefined,3,Top,1,1,1,Cutter,Slider,FoulBall,Undefined,Undefined,Popup,Undefined,0,0,"2,3",,,125.52288,0.487207,-1.120494,2162.984831,149.388853,11:00,1.647397,0.243183,1.665054,-86.9102,31.2681,-16.37,0.917315,-0.240211,115.29575,-5.827045,-2.267673,0.490935,108.53737,77.26439,158.468579,4794.984311,,,,24.64162,,-174.746726,5.226465,7.535,16.4953,-0.211707,15.24,1.653362,0.750212,-34.522412,-0.034591,1.177578,6.154048,-7.22875,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20200813-JinguStadium-2,eb7bba90-dd2e-11ea-bd47-6906dd4eb628,e706b3c0-8a59-453b-81ef-ccfd7dc961f8,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,123.56025,31.435516,,10.22713,,,,16.774743,-34.794923,3.077024,1.647806,0.28551,-3.614375,-0.243773,0.698067,0.588789,0.550294,0.931188,0.229409,352.364801,0.549368,-6.16475,-1.937611,1.157207,-0.375198,0.084973,-0.010643,0.000622,-1.1e-05,0.930838,29.411065,-8.991964,1.212788,-0.164519,-0.012879,0.010838,-0.001677,8.7e-05,0.22977,2.43096,-0.964684,0.098036,0.041585,-0.026663,0.006108,-0.000655,2.8e-05,,,,,,,,,,,,,,,,,,,,,,,20S
79,2020/8/13,34:15.7,2020/8/13,34:15.7,4,4,"Kota, Hirayama",1000073931,Right,TOK,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,Undefined,3,Top,1,1,2,Fastball,Changeup,BallCalled,Undefined,Undefined,,Undefined,0,0,"2,3",,,132.49311,0.27754,-3.477612,1897.301793,224.535688,1:30,1.77288,0.135056,1.616985,-66.724,40.7297,36.6383,1.185197,-0.494793,120.70848,-4.609657,-0.923194,0.468129,,,,,,,,,,,,-20.6951,21.2135,-0.041988,15.24,1.774876,2.021578,-36.351075,-0.083504,-3.574782,7.027476,-6.142318,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20200813-JinguStadium-2,00c5dcf0-dd2f-11ea-bd47-6906dd4eb628,e706b3c0-8a59-453b-81ef-ccfd7dc961f8,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,129.57973,,,11.78464,,,,16.82217,-36.655667,3.513738,1.772726,0.182723,-3.071159,-0.132968,2.17652,-1.787391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20S
