count,pitchcount,PitchNo,Date,time1,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,Pitcher_romaji,C_romaji,1B_romaji,2B_romaji,3B_romaji,SS_romaji,LF_romaji,CF_romaji,RF_romaji,Batter_romaji,on_1b_romaji,on_2b_romaji,on_3b_romaji,run_person_romaji,scored_person_romaji,error_person_romaji,No,Player ID,Pitcher_rapsodo_pitch,MLB ID,Date_rapsodo_pitch,Pitch ID,TaggedPitchType_rapsodo_pitch,IsStrike,PlateLocSide_rapsodo_pitch,PlateLocHeight_rapsodo_pitch,RelSpeed_rapsodo_pitch,SpinRate,TrueSpin,SpinEfficiency,Tilt,Spin Confidence,Extension,InducedVertBreak,HorzBreak,VB (spin),HB (spin),HorizontalRelAngle,RelAngle,RelHeight,RelSide,GyroDegree,Unique ID,Device Serial Number,HorzApprAngle,VertApprAngle,Session Name,Intent Type,unixtime,No_rapsodo_hit,Player ID_rapsodo_hit,Batter_rapsodo_hit,MLB ID_rapsodo_hit,Date_rapsodo_hit,HitID,ExitSpeed,RelSpeed_rapsodo_hit,Angle,Direction,HitSpinRate,Distance,HitSpinTilt,SpinConfidence,PlateLocSide_rapsodo_hit,PlateLocHeight_rapsodo_hit,ContactDepth,Batname,SerialNumber,Unique ID_rapsodo_hit,Session Name_rapsodo_hit,unixtime_rapsodo_hit,RelSpeed_opensen
206,17.0,204.0,2025/8/22,8464.941158,7364.941165,1755832579,4.0,1.0,真保,Right,東京農業大,9,横井,Right,TOK,8,Bottom,2,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,140.98,0.574,-0.427,,,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,1,青貝,,,Nothing,,,,,,2523300206,ボール,,8462,https://youtu.be/aj-tAgL9dwU&t=8462,4586,https://youtu.be/Lw74doyJ1kY&t=4586,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原,"酒井,樋口,秋元,大原,杉浦,青貝,竹山,門田,横井","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","高橋,横井,秋元,門田,青貝,樋口,大原,酒井,竹山","真保,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,R,R,R","R,L,L,R,L,R,L,R,L,L",,,,,,,,,,"Shuntaro, Yokoi","Naomasa, Aogai",,,,,,127.0,853160.0,Test_pitcher_Right Right,,1755800182.0,1755832582.0,ChangeUp,N,-0.5764,0.4018,140.98,2423.33,2281.5,94.15,00:32,1.0,2.2538242,56.8,10.7,52.4,15.4,-2.8,-3.63,1.75,0.09,19.7,853160@1755832582,V3P4DLKO0850A,-1.9705487,-6.3452773,untitled,,1755832582.0,316.0,972881.0,TokyoBBC Right,,1755800182.0,1755832582.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1755832582,untitled,1755832582.0,
207,18.0,205.0,2025/8/22,8482.356514,7382.356523,1755832596,4.0,2.0,真保,Right,東京農業大,9,横井,Right,TOK,8,Bottom,2,1,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,136.47,1.21,0.056,,,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,1,青貝,,,Nothing,,,,,,2523300207,ボール,,8480,https://youtu.be/aj-tAgL9dwU&t=8480,4603,https://youtu.be/Lw74doyJ1kY&t=4603,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原,"酒井,樋口,秋元,大原,杉浦,青貝,竹山,門田,横井","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","高橋,横井,秋元,門田,青貝,樋口,大原,酒井,竹山","真保,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,R,R,R","R,L,L,R,L,R,L,R,L,L",,,,,,,,,,"Shuntaro, Yokoi","Naomasa, Aogai",,,,,,126.0,853160.0,Test_pitcher_Right Right,,1755800199.0,1755832599.0,ChangeUp,N,-0.1014,1.2004,136.47,2342.01,2284.8,97.56,00:30,1.0,2.2159405,59.7,9.0,54.0,15.4,-1.04,-0.74,1.76,0.09,12.68,853160@1755832599,V3P4DLKO0850A,-0.3412503,-3.503019,untitled,,1755832599.0,315.0,972881.0,TokyoBBC Right,,1755800199.0,1755832599.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1755832599,untitled,1755832599.0,
208,19.0,206.0,2025/8/22,8508.101085,7408.101092,1755832622,4.0,3.0,真保,Right,東京農業大,9,横井,Right,TOK,8,Bottom,2,2,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,141.19,,,,,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,1,青貝,,,StolenBase,青貝,,,,,2523300208,見逃し[盗塁],,8506,https://youtu.be/aj-tAgL9dwU&t=8506,4629,https://youtu.be/Lw74doyJ1kY&t=4629,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原,"酒井,樋口,秋元,大原,杉浦,青貝,竹山,門田,横井","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","高橋,横井,秋元,門田,青貝,樋口,大原,酒井,竹山","真保,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,R,R,R","R,L,L,R,L,R,L,R,L,L",,,,,,,,,,"Shuntaro, Yokoi","Naomasa, Aogai",,,"Naomasa, Aogai",,,125.0,853160.0,Test_pitcher_Right Right,,1755800224.0,1755832624.0,ChangeUp,Y,-0.1661,0.8059999999999999,141.19,2457.78,2188.7,89.05,00:40,1.0,2.2691898,50.1,10.3,53.2,20.0,-1.46,-1.97,1.73,0.13,27.06,853160@1755832624,V3P4DLKO0850A,-0.66834456,-4.9155493,untitled,,1755832624.0,314.0,972881.0,TokyoBBC Right,,1755800223.0,1755832623.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1755832623,untitled,1755832623.0,
209,20.0,207.0,2025/8/22,8539.490276,7439.490283,1755832653,4.0,4.0,真保,Right,東京農業大,9,横井,Right,TOK,8,Bottom,2,2,1,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,120.59,0.337,-0.116,,,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,2,,青貝,,Nothing,,,,,,2523300209,ボール,,8537,https://youtu.be/aj-tAgL9dwU&t=8537,4660,https://youtu.be/Lw74doyJ1kY&t=4660,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原,"酒井,樋口,秋元,大原,杉浦,青貝,竹山,門田,横井","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","高橋,横井,秋元,門田,青貝,樋口,大原,酒井,竹山","真保,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,R,R,R","R,L,L,R,L,R,L,R,L,L",,,,,,,,,,"Shuntaro, Yokoi",,"Naomasa, Aogai",,,,,124.0,853160.0,Test_pitcher_Right Right,,1755800255.0,1755832655.0,Slider,N,-0.1387,0.1821,120.59,2114.04,224.8,10.63,06:04,1.0,,4.4,-5.5,-7.5,-2.8,-0.92,-1.41,1.68,0.16,83.9,853160@1755832655,V3P4DLKO0850A,-1.3592871,-10.185949,untitled,,1755832655.0,313.0,972881.0,TokyoBBC Right,,1755800254.0,1755832654.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1755832654,untitled,1755832654.0,
210,21.0,208.0,2025/8/22,8561.660012,7461.660018,1755832675,4.0,5.0,真保,Right,東京農業大,9,横井,Right,TOK,8,Bottom,2,3,1,Fastball,BallCalled,Walk,Undefined,Undefined,0,0,,137.48,0.397,-0.387,,,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,2,,青貝,,Nothing,,,,,,2523300210,四球,,8559,https://youtu.be/aj-tAgL9dwU&t=8559,4682,https://youtu.be/Lw74doyJ1kY&t=4682,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原,"酒井,樋口,秋元,大原,杉浦,青貝,竹山,門田,横井","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","高橋,横井,秋元,門田,青貝,樋口,大原,酒井,竹山","真保,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,R,R,R","R,L,L,R,L,R,L,R,L,L",,,,,,,,,,"Shuntaro, Yokoi",,"Naomasa, Aogai",,,,,123.0,853160.0,Test_pitcher_Right Right,,1755800279.0,1755832679.0,ChangeUp,N,-0.3268999999999999,0.4184,137.48,2389.13,2351.2,98.41,00:36,1.0,2.2653255,55.6,14.5,54.0,18.3,-2.13,-3.34,1.73,0.11,10.23,853160@1755832679,V3P4DLKO0850A,-0.9997907,-6.38659,untitled,,1755832679.0,312.0,972881.0,TokyoBBC Right,,1755800278.0,1755832678.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1755832678,untitled,1755832678.0,
211,22.0,209.0,2025/8/22,8617.292165,7517.292171,1755832731,5.0,1.0,真保,Right,東京農業大,1,酒井,Left,TOK,8,Bottom,2,0,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,139.69,0.55,-0.232,,,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,"1,2",横井,青貝,,Nothing,,,,,,2523300211,見逃し,,8615,https://youtu.be/aj-tAgL9dwU&t=8615,4712,https://youtu.be/Lw74doyJ1kY&t=4712,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原,"酒井,樋口,秋元,大原,杉浦,青貝,竹山,門田,横井","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","高橋,横井,秋元,門田,青貝,樋口,大原,酒井,竹山","真保,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,R,R,R","R,L,L,R,L,R,L,R,L,L",,,,,,,,,,"Suguru, Sakai","Shuntaro, Yokoi","Naomasa, Aogai",,,,,122.0,853160.0,Test_pitcher_Right Right,,1755800334.0,1755832734.0,ChangeUp,Y,-0.1907999999999999,0.4858,139.69,2443.47,2384.8,97.6,00:32,1.0,2.3237362,56.6,11.4,54.4,15.7,-1.47,-3.3,1.74,0.1,12.58,853160@1755832734,V3P4DLKO0850A,-0.58577216,-5.974307,untitled,,1755832734.0,311.0,972881.0,TokyoBBC Right,,1755800334.0,1755832734.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1755832734,untitled,1755832734.0,
212,23.0,210.0,2025/8/22,8634.40707,7534.407078,1755832748,5.0,2.0,真保,Right,東京農業大,1,酒井,Left,TOK,8,Bottom,2,0,1,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,136.68,0.297,-0.116,,,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,"1,2",横井,青貝,,Nothing,,,,,,2523300212,ボール,,8632,https://youtu.be/aj-tAgL9dwU&t=8632,4729,https://youtu.be/Lw74doyJ1kY&t=4729,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原,"酒井,樋口,秋元,大原,杉浦,青貝,竹山,門田,横井","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","高橋,横井,秋元,門田,青貝,樋口,大原,酒井,竹山","真保,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,R,R,R","R,L,L,R,L,R,L,R,L,L",,,,,,,,,,"Suguru, Sakai","Shuntaro, Yokoi","Naomasa, Aogai",,,,,121.0,853160.0,Test_pitcher_Right Right,,1755800351.0,1755832751.0,ChangeUp,N,-0.1641,0.0661,136.68,2354.68,2301.2,97.73,00:32,1.0,2.241951,57.8,12.6,54.9,16.3,-1.37,-4.66,1.73,0.09,12.24,853160@1755832751,V3P4DLKO0850A,-0.40317369,-7.5715804,untitled,,1755832751.0,310.0,972881.0,TokyoBBC Right,,1755800350.0,1755832750.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1755832750,untitled,1755832750.0,100.0
213,24.0,211.0,2025/8/22,8660.624231,7560.624236,1755832774,5.0,3.0,真保,Right,東京農業大,1,酒井,Left,TOK,8,Bottom,2,1,1,Fastball,FoulBall,Undefined,GroundBall,Undefined,0,0,,140.04,0.558,-0.244,36.59719745,69.22774532,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,"1,2",横井,青貝,,Undefined,,,,,,2523300213,ファール,,8658,https://youtu.be/aj-tAgL9dwU&t=8658,4755,https://youtu.be/Lw74doyJ1kY&t=4755,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原,"酒井,樋口,秋元,大原,杉浦,青貝,竹山,門田,横井","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","高橋,横井,秋元,門田,青貝,樋口,大原,酒井,竹山","真保,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,R,R,R","R,L,L,R,L,R,L,R,L,L",,,,,,,,,,"Suguru, Sakai","Shuntaro, Yokoi","Naomasa, Aogai",,,,,120.0,853160.0,Test_pitcher_Right Right,,1755800377.0,1755832777.0,ChangeUp,N,-0.2673999999999999,0.6898000000000001,140.04,2416.29,2365.9,97.92,00:36,1.0,2.2485962,58.8,14.1,53.1,17.9,-1.93,-2.58,1.73,0.12,11.72,853160@1755832777,V3P4DLKO0850A,-0.83615994,-5.1087246,untitled,,1755832777.0,309.0,972881.0,TokyoBBC Right,,1755800377.0,1755832777.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1755832777,untitled,1755832777.0,
214,25.0,212.0,2025/8/22,8687.277553,7587.277559,1755832801,5.0,4.0,真保,Right,東京農業大,1,酒井,Left,TOK,8,Bottom,2,1,2,Splitter,BallCalled,Undefined,Undefined,Undefined,0,0,,129.7,0.35,0.04,,,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,"1,2",横井,青貝,,Nothing,,,,,,2523300214,ボール,,8685,https://youtu.be/aj-tAgL9dwU&t=8685,4782,https://youtu.be/Lw74doyJ1kY&t=4782,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原,"酒井,樋口,秋元,大原,杉浦,青貝,竹山,門田,横井","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","高橋,横井,秋元,門田,青貝,樋口,大原,酒井,竹山","真保,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,R,R,R","R,L,L,R,L,R,L,R,L,L",,,,,,,,,,"Suguru, Sakai","Shuntaro, Yokoi","Naomasa, Aogai",,,,,119.0,853160.0,Test_pitcher_Right Right,,1755800404.0,1755832804.0,ChangeUp,N,0.1336999999999999,0.3253,129.7,1367.54,1319.5,96.49,00:42,1.0,2.2432098,32.9,25.5,39.0,15.2,-0.82,-2.56,1.73,0.1,15.23,853160@1755832804,V3P4DLKO0850A,1.1263006,-7.893487,untitled,,1755832804.0,308.0,972881.0,TokyoBBC Right,,1755800403.0,1755832803.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1755832803,untitled,1755832803.0,
215,26.0,213.0,2025/8/22,8705.033981,7605.033987,1755832819,5.0,5.0,真保,Right,東京農業大,1,酒井,Left,TOK,8,Bottom,2,2,2,Splitter,BallCalled,Undefined,Undefined,Undefined,0,0,,127.5,0.343,-0.36,,,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,"1,2",横井,青貝,,Nothing,,,,,,2523300215,ボール,,8703,https://youtu.be/aj-tAgL9dwU&t=8703,4799,https://youtu.be/Lw74doyJ1kY&t=4799,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原,"酒井,樋口,秋元,大原,杉浦,青貝,竹山,門田,横井","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","高橋,横井,秋元,門田,青貝,樋口,大原,酒井,竹山","真保,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,R,R,R","R,L,L,R,L,R,L,R,L,L",,,,,,,,,,"Suguru, Sakai","Shuntaro, Yokoi","Naomasa, Aogai",,,,,118.0,853160.0,Test_pitcher_Right Right,,1755800422.0,1755832822.0,ChangeUp,,,,127.5,1389.03,1215.2,87.49,00:56,1.0,2.2312508,,,35.0,18.6,-1.78,-3.82,1.74,0.08,28.97,853160@1755832822,V3P4DLKO0850A,,,untitled,,1755832822.0,307.0,972881.0,TokyoBBC Right,,1755800421.0,1755832821.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1755832821,untitled,1755832821.0,
216,27.0,214.0,2025/8/22,8745.126548,7645.126554,1755832859,5.0,6.0,真保,Right,東京農業大,1,酒井,Left,TOK,8,Bottom,2,3,2,Fastball,FoulBall,Undefined,FlyBall,Undefined,0,0,,139.42,,,11.56477627,-127.7468054,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,"1,2",横井,青貝,,Undefined,,,,,,2523300216,ファール,,8743,https://youtu.be/aj-tAgL9dwU&t=8743,4839,https://youtu.be/Lw74doyJ1kY&t=4839,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原,"酒井,樋口,秋元,大原,杉浦,青貝,竹山,門田,横井","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","高橋,横井,秋元,門田,青貝,樋口,大原,酒井,竹山","真保,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,R,R,R","R,L,L,R,L,R,L,R,L,L",,,,,,,,,,"Suguru, Sakai","Shuntaro, Yokoi","Naomasa, Aogai",,,,,117.0,853160.0,Test_pitcher_Right Right,,1755800462.0,1755832862.0,ChangeUp,N,-0.2986,0.8499,139.42,2316.88,2293.4,98.99,00:34,1.0,1.3933239,54.0,13.0,66.4,21.7,-2.07,-1.38,1.75,0.17,8.17,853160@1755832862,V3P4DLKO0850A,-1.1067522,-5.0877647,untitled,,1755832862.0,306.0,972881.0,TokyoBBC Right,,1755800462.0,1755832862.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1755832862,untitled,1755832862.0,
217,28.0,215.0,2025/8/22,8757.57369,7657.573696,1755832871,5.0,7.0,真保,Right,東京農業大,1,酒井,Left,TOK,8,Bottom,2,3,2,Fastball,FoulBall,Undefined,FlyBall,Undefined,0,0,,,0.774,-0.192,48.03520861,56.39532105,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,"1,2",横井,青貝,,Undefined,,,,,,2523300217,ファール,,8755,https://youtu.be/aj-tAgL9dwU&t=8755,4852,https://youtu.be/Lw74doyJ1kY&t=4852,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原,"酒井,樋口,秋元,大原,杉浦,青貝,竹山,門田,横井","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","高橋,横井,秋元,門田,青貝,樋口,大原,酒井,竹山","真保,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,R,R,R","R,L,L,R,L,R,L,R,L,L",,,,,,,,,,"Suguru, Sakai","Shuntaro, Yokoi","Naomasa, Aogai",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,29.0,216.0,2025/8/22,8809.521186,7709.521193,1755832923,5.0,8.0,真保,Right,東京農業大,1,酒井,Left,TOK,8,Bottom,2,3,2,Fastball,BallCalled,Walk,Undefined,Undefined,0,0,,140.22,0.75,-0.413,,,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,"1,2",横井,青貝,,Nothing,,,,,,2523300218,四球,,8807,https://youtu.be/aj-tAgL9dwU&t=8807,4894,https://youtu.be/Lw74doyJ1kY&t=4894,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原,"酒井,樋口,秋元,大原,杉浦,青貝,竹山,門田,横井","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","高橋,横井,秋元,門田,青貝,樋口,大原,酒井,竹山","真保,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,R,R,R","R,L,L,R,L,R,L,R,L,L",,,,,,,,,,"Suguru, Sakai","Shuntaro, Yokoi","Naomasa, Aogai",,,,,115.0,853160.0,Test_pitcher_Right Right,,1755800526.0,1755832926.0,ChangeUp,N,-0.4006,0.8005,140.22,2377.63,2309.1,97.12,00:38,1.0,0.8902683,57.4,10.6,68.4,24.4,-2.23,-1.4,1.74,0.16,13.79,853160@1755832926,V3P4DLKO0850A,-1.4694973,-5.19166,untitled,,1755832926.0,304.0,972881.0,TokyoBBC Right,,1755800526.0,1755832926.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1755832926,untitled,1755832926.0,
219,30.0,217.0,2025/8/22,8865.377093,7765.3771,1755832979,6.0,1.0,真保,Right,東京農業大,2,樋口,Right,TOK,8,Bottom,2,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,135.77,0.283,-0.112,,,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,"1,2,3",酒井,横井,青貝,Nothing,,,,,,2523300219,ボール,,8863,https://youtu.be/aj-tAgL9dwU&t=8863,4910,https://youtu.be/Lw74doyJ1kY&t=4910,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原,"酒井,樋口,秋元,大原,杉浦,青貝,竹山,門田,横井","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","高橋,横井,秋元,門田,青貝,樋口,大原,酒井,竹山","真保,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,R,R,R","R,L,L,R,L,R,L,R,L,L",,,,,,,,,,"Kosuke, Higuchi","Suguru, Sakai","Shuntaro, Yokoi","Naomasa, Aogai",,,,114.0,853160.0,Test_pitcher_Right Right,,1755800582.0,1755832982.0,ChangeUp,N,-0.2833,0.192,135.77,2285.91,2257.6,98.76,00:38,1.0,2.3892078,54.6,13.7,58.2,21.2,-1.92,-4.13,1.72,0.1,9.02,853160@1755832982,V3P4DLKO0850A,-0.85293716,-7.2360215,untitled,,1755832982.0,303.0,972881.0,TokyoBBC Right,,1755800581.0,1755832981.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1755832981,untitled,1755832981.0,
220,31.0,218.0,2025/8/22,8882.617367,7782.617373,1755832996,6.0,2.0,真保,Right,東京農業大,2,樋口,Right,TOK,8,Bottom,2,1,0,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,139.78,1.15,0.072,,,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,"1,2,3",酒井,横井,青貝,Nothing,,,,,,2523300220,空振り,,8880,https://youtu.be/aj-tAgL9dwU&t=8880,4927,https://youtu.be/Lw74doyJ1kY&t=4927,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原,"酒井,樋口,秋元,大原,杉浦,青貝,竹山,門田,横井","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","高橋,横井,秋元,門田,青貝,樋口,大原,酒井,竹山","真保,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,R,R,R","R,L,L,R,L,R,L,R,L,L",,,,,,,,,,"Kosuke, Higuchi","Suguru, Sakai","Shuntaro, Yokoi","Naomasa, Aogai",,,,113.0,853160.0,Test_pitcher_Right Right,,1755800600.0,1755833000.0,ChangeUp,N,-0.0666,1.1166,139.78,2441.96,2178.0,89.19,00:44,1.0,,58.0,7.7,45.0,18.6,-1.06,-1.1,1.71,0.14,26.89,853160@1755833000,V3P4DLKO0850A,-0.45003042,-3.4587903,untitled,,1755833000.0,302.0,972881.0,TokyoBBC Right,,1755800599.0,1755832999.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1755832999,untitled,1755832999.0,
221,32.0,219.0,2025/8/22,8895.477515,7795.477523,1755833009,6.0,3.0,真保,Right,東京農業大,2,樋口,Right,TOK,8,Bottom,2,1,1,Fastball,FoulBall,Undefined,FlyBall,Undefined,0,0,,139.12,0.762,-0.284,46.34891216,58.43430423,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,"1,2,3",酒井,横井,青貝,Undefined,,,,,,2523300221,ファール,,8893,https://youtu.be/aj-tAgL9dwU&t=8893,4940,https://youtu.be/Lw74doyJ1kY&t=4940,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原,"酒井,樋口,秋元,大原,杉浦,青貝,竹山,門田,横井","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","高橋,横井,秋元,門田,青貝,樋口,大原,酒井,竹山","真保,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,R,R,R","R,L,L,R,L,R,L,R,L,L",,,,,,,,,,"Kosuke, Higuchi","Suguru, Sakai","Shuntaro, Yokoi","Naomasa, Aogai",,,,112.0,853160.0,Test_pitcher_Right Right,,1755800613.0,1755833013.0,ChangeUp,Y,-0.1641,0.7859,139.12,2404.1,2339.0,97.29,00:36,1.0,,56.8,10.9,51.6,17.1,-1.37,-2.19,1.7,0.1,13.36,853160@1755833013,V3P4DLKO0850A,-0.50876343,-4.743816,untitled,,1755833013.0,301.0,972881.0,TokyoBBC Right,,1755800612.0,1755833012.0,113.8,,59.2,40.7,1928.4011,59.3,10:30,1.0,11.6,108.2,-38.6,,V3P4DLKO0850A,972881@1755833012,untitled,1755833012.0,
