count,pitchcount,PitchNo,Date,time1,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,Pitcher_romaji,C_romaji,1B_romaji,2B_romaji,3B_romaji,SS_romaji,LF_romaji,CF_romaji,RF_romaji,Batter_romaji,on_1b_romaji,on_2b_romaji,on_3b_romaji,run_person_romaji,scored_person_romaji,error_person_romaji,No,Player ID,Pitcher_rapsodo_pitch,MLB ID,Date_rapsodo_pitch,Pitch ID,TaggedPitchType_rapsodo_pitch,IsStrike,PlateLocSide_rapsodo_pitch,PlateLocHeight_rapsodo_pitch,RelSpeed_rapsodo_pitch,SpinRate,TrueSpin,SpinEfficiency,Tilt,Spin Confidence,Extension,InducedVertBreak,HorzBreak,VB (spin),HB (spin),HorizontalRelAngle,RelAngle,RelHeight,RelSide,GyroDegree,Unique ID,Device Serial Number,HorzApprAngle,VertApprAngle,Session Name,Intent Type,unixtime,No_rapsodo_hit,Player ID_rapsodo_hit,Batter_rapsodo_hit,MLB ID_rapsodo_hit,Date_rapsodo_hit,HitID,ExitSpeed,RelSpeed_rapsodo_hit,Angle,Direction,HitSpinRate,Distance,HitSpinTilt,SpinConfidence,PlateLocSide_rapsodo_hit,PlateLocHeight_rapsodo_hit,ContactDepth,Batname,SerialNumber,Unique ID_rapsodo_hit,Session Name_rapsodo_hit,unixtime_rapsodo_hit,RelSpeed_opensen
136,61.0,134.0,2025/8/22,5879.699178,4779.699181,1755829993,4.0,4.0,大場,Right,東京農業大,8,井之口,Left,TOK,5,Bottom,2,0,2,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,141.11,-0.077,-0.74,,,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,2,,青貝,,Nothing,,,,,,2523300136,ボール,,5877,https://youtu.be/aj-tAgL9dwU&t=5877,3161,https://youtu.be/Lw74doyJ1kY&t=3161,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原,"酒井,樋口,秋元,大原,工藤,青貝,伊藤,井之口,明石","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","江口,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤","大場,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,L,L,L","R,L,L,R,L,R,L,R,L,L",,,,,,,,,,"Koji, Inokuchi",,"Naomasa, Aogai",,,,,181.0,853160.0,Test_pitcher_Right Right,,1755797597.0,1755829997.0,ChangeUp,N,-0.5041,0.3217,141.11,2375.95,2351.7,98.98,00:46,1.0,1.8041344,55.1,21.9,59.6,25.7,-2.3,-3.94,1.86,-0.07,8.2,853160@1755829997,V3P4DLKO0850A,-0.6324381,-7.0846925,untitled,,1755829997.0,408.0,972881.0,TokyoBBC Right,,1755797596.0,1755829996.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1755829996,untitled,1755829996.0,
137,62.0,135.0,2025/8/22,5900.252064,4800.252067,1755830014,4.0,5.0,大場,Right,東京農業大,8,井之口,Left,TOK,5,Bottom,2,1,2,Splitter,BallCalled,Undefined,Undefined,Undefined,0,0,,132.39,-0.057,0.0,,,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,2,,青貝,,Nothing,,,,,,2523300137,ボール,,5898,https://youtu.be/aj-tAgL9dwU&t=5898,3182,https://youtu.be/Lw74doyJ1kY&t=3182,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原,"酒井,樋口,秋元,大原,工藤,青貝,伊藤,井之口,明石","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","江口,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤","大場,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,L,L,L","R,L,L,R,L,R,L,R,L,L",,,,,,,,,,"Koji, Inokuchi",,"Naomasa, Aogai",,,,,180.0,853160.0,Test_pitcher_Right Right,,1755797617.0,1755830017.0,ChangeUp,N,0.0997,0.0871,132.39,1054.57,1048.9,99.46,01:12,1.0,1.8047695,27.6,23.2,34.5,25.4,-0.53,-3.35,1.82,0.02,5.94,853160@1755830017,V3P4DLKO0850A,1.2040794,-9.1556,untitled,,1755830017.0,407.0,972881.0,TokyoBBC Right,,1755797616.0,1755830016.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1755830016,untitled,1755830016.0,
138,63.0,136.0,2025/8/22,5924.652775,4824.652778,1755830038,4.0,6.0,大場,Right,東京農業大,8,井之口,Left,TOK,5,Bottom,2,2,2,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,110.44,1.523,0.587,,,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,2,,青貝,,Nothing,,,,,,2523300138,ボール,,5922,https://youtu.be/aj-tAgL9dwU&t=5922,3206,https://youtu.be/Lw74doyJ1kY&t=3206,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原,"酒井,樋口,秋元,大原,工藤,青貝,伊藤,井之口,明石","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","江口,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤","大場,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,L,L,L","R,L,L,R,L,R,L,R,L,L",,,,,,,,,,"Koji, Inokuchi",,"Naomasa, Aogai",,,,,179.0,853160.0,Test_pitcher_Right Right,,1755797642.0,1755830042.0,Undefined,N,,,110.44,,,,,,,,,,,,,,,,853160@1755830042,V3P4DLKO0850A,1.499059,-7.904431,untitled,,1755830042.0,406.0,972881.0,TokyoBBC Right,,1755797641.0,1755830041.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1755830041,untitled,1755830041.0,
139,64.0,137.0,2025/8/22,5953.991114,4853.991116,1755830068,4.0,7.0,大場,Right,東京農業大,8,井之口,Left,TOK,5,Bottom,2,3,2,Splitter,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,128.96,0.41,0.5,,,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,2,,青貝,,Nothing,,,,,,2523300139,空三振,,5951,https://youtu.be/aj-tAgL9dwU&t=5951,3235,https://youtu.be/Lw74doyJ1kY&t=3235,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原,"酒井,樋口,秋元,大原,工藤,青貝,伊藤,井之口,明石","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","江口,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤","大場,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,L,L,L","R,L,L,R,L,R,L,R,L,L",,,,,,,,,,"Koji, Inokuchi",,"Naomasa, Aogai",,,,,178.0,853160.0,Test_pitcher_Right Right,,1755797672.0,1755830072.0,ChangeUp,N,0.3768,0.5065,128.96,1006.27,938.7,93.28,01:24,1.0,1.8348541,27.6,31.0,27.4,25.5,0.08,-1.63,1.81,0.04,21.12,853160@1755830072,V3P4DLKO0850A,2.4130769,-7.8833685,untitled,,1755830072.0,405.0,972881.0,TokyoBBC Right,,1755797671.0,1755830071.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1755830071,untitled,1755830071.0,
140,1.0,138.0,2025/8/22,6470.285774,5370.285782,1755830584,1.0,1.0,高橋,Right,TOK,7,山田愼,Right,東京農業大,6,Top,0,0,0,Cutter,StrikeCalled,Undefined,Undefined,Undefined,0,0,,127.7,0.482,0.068,,,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523300140,見逃し,,6468,https://youtu.be/aj-tAgL9dwU&t=6468,3354,https://youtu.be/Lw74doyJ1kY&t=3354,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤,"酒井,樋口,秋元,大原,工藤,青貝,伊藤,井之口,明石","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","高橋,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤","大場,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,L,L,L","R,L,L,R,L,R,L,R,L,L","Naoto, Takahashi","Ken, Akashi","Ryo, Akimoto","Koji, Inokuchi","Naomasa, Aogai","Kosuke, Higuchi","Kaiki, Ohara","Suguru, Sakai","Koichiro, Ito",,,,,,,,1396.0,1182274.0,Naoto Takahashi,,1755798187.0,1755830587.0,Cutter,N,-0.0812,0.4021,127.7,2438.61,612.9,25.13,00:40,1.0,1.5663948,14.6,-5.0,13.8,3.6,-0.78,-1.7,1.91,0.19,75.44,1182274@1755830587,V3P4DLKO0850A,-1.1471372,-9.110075,untitled,,1755830587.0,396.0,972881.0,TokyoBBC Right,,1755798187.0,1755830587.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1755830587,untitled,1755830587.0,
141,2.0,139.0,2025/8/22,6480.558887,5380.558894,1755830594,1.0,2.0,高橋,Right,TOK,7,山田愼,Right,東京農業大,6,Top,0,0,1,Cutter,BallCalled,Undefined,Undefined,Undefined,0,0,,127.14,0.894,0.373,,,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523300141,ボール,,6478,https://youtu.be/aj-tAgL9dwU&t=6478,3364,https://youtu.be/Lw74doyJ1kY&t=3364,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤,"酒井,樋口,秋元,大原,工藤,青貝,伊藤,井之口,明石","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","高橋,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤","大場,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,L,L,L","R,L,L,R,L,R,L,R,L,L","Naoto, Takahashi","Ken, Akashi","Ryo, Akimoto","Koji, Inokuchi","Naomasa, Aogai","Kosuke, Higuchi","Kaiki, Ohara","Suguru, Sakai","Koichiro, Ito",,,,,,,,1395.0,1182274.0,Naoto Takahashi,,1755798197.0,1755830597.0,Slider,N,0.2306,1.1666,127.14,2420.55,556.1,22.97,11:36,1.0,2.315977,20.0,-4.4,12.6,-4.9,0.42,0.44,1.9,0.16,76.72,1182274@1755830597,V3P4DLKO0850A,0.07935879,-6.0956125,untitled,,1755830597.0,395.0,972881.0,TokyoBBC Right,,1755798197.0,1755830597.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1755830597,untitled,1755830597.0,
142,3.0,140.0,2025/8/22,6490.712731,5390.712738,1755830604,1.0,3.0,高橋,Right,TOK,7,山田愼,Right,東京農業大,6,Top,0,1,1,Fastball,FoulBall,Undefined,GroundBall,Undefined,0,0,,137.97,0.598,0.353,35.82947734,-67.23499089,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Undefined,,,,,,2523300142,ファール,,6488,https://youtu.be/aj-tAgL9dwU&t=6488,3374,https://youtu.be/Lw74doyJ1kY&t=3374,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤,"酒井,樋口,秋元,大原,工藤,青貝,伊藤,井之口,明石","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","高橋,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤","大場,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,L,L,L","R,L,L,R,L,R,L,R,L,L","Naoto, Takahashi","Ken, Akashi","Ryo, Akimoto","Koji, Inokuchi","Naomasa, Aogai","Kosuke, Higuchi","Kaiki, Ohara","Suguru, Sakai","Koichiro, Ito",,,,,,,,1394.0,1182274.0,Naoto Takahashi,,1755798207.0,1755830607.0,ChangeUp,Y,0.0016,0.6404000000000001,137.97,2175.16,1971.3,90.63,00:50,1.0,1.5861969,48.2,20.4,48.7,23.2,-1.25,-2.61,1.91,0.15,25.0,1182274@1755830607,V3P4DLKO0850A,0.25831637,-6.4042616,untitled,,1755830607.0,394.0,972881.0,TokyoBBC Right,,1755798206.0,1755830606.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1755830606,untitled,1755830606.0,
143,4.0,141.0,2025/8/22,6508.734266,5408.734274,1755830622,1.0,4.0,高橋,Right,TOK,7,山田愼,Right,東京農業大,6,Top,0,1,2,Slider,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,,0.85,-0.244,,,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523300143,見三振,,6506,https://youtu.be/aj-tAgL9dwU&t=6506,3392,https://youtu.be/Lw74doyJ1kY&t=3392,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤,"酒井,樋口,秋元,大原,工藤,青貝,伊藤,井之口,明石","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","高橋,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤","大場,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,L,L,L","R,L,L,R,L,R,L,R,L,L","Naoto, Takahashi","Ken, Akashi","Ryo, Akimoto","Koji, Inokuchi","Naomasa, Aogai","Kosuke, Higuchi","Kaiki, Ohara","Suguru, Sakai","Koichiro, Ito",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.0,972881.0,TokyoBBC Right,,1755798225.0,1755830625.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1755830625,untitled,1755830625.0,
144,5.0,142.0,2025/8/22,6537.521153,5437.521162,1755830651,2.0,1.0,高橋,Right,TOK,8,村山,Left,東京農業大,6,Top,1,0,0,ChangeUp,FoulBall,Undefined,GroundBall,Undefined,0,0,,133.92,0.71,0.256,19.03740743,102.5288077,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Undefined,,,,,,2523300144,ファール,,6535,https://youtu.be/aj-tAgL9dwU&t=6535,3415,https://youtu.be/Lw74doyJ1kY&t=3415,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤,"酒井,樋口,秋元,大原,工藤,青貝,伊藤,井之口,明石","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","高橋,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤","大場,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,L,L,L","R,L,L,R,L,R,L,R,L,L","Naoto, Takahashi","Ken, Akashi","Ryo, Akimoto","Koji, Inokuchi","Naomasa, Aogai","Kosuke, Higuchi","Kaiki, Ohara","Suguru, Sakai","Koichiro, Ito",,,,,,,,1392.0,1182274.0,Naoto Takahashi,,1755798254.0,1755830654.0,ChangeUp,Y,0.2085,0.6177,133.92,1679.99,1653.1,98.4,01:18,1.0,1.8989944,42.2,23.8,38.7,32.5,-1.2,-2.31,1.87,0.31,10.26,1182274@1755830654,V3P4DLKO0850A,0.5896203,-6.806278,untitled,,1755830654.0,13.0,972671.0,TokyoBBC Left,,1755798253.0,1755830653.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972671@1755830653,untitled,1755830653.0,
145,6.0,143.0,2025/8/22,6552.204061,5452.204069,1755830666,2.0,2.0,高橋,Right,TOK,8,村山,Left,東京農業大,6,Top,1,0,1,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,138.56,1.097,0.32,,,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523300145,ボール,,6550,https://youtu.be/aj-tAgL9dwU&t=6550,3422,https://youtu.be/Lw74doyJ1kY&t=3422,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤,"酒井,樋口,秋元,大原,工藤,青貝,伊藤,井之口,明石","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","高橋,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤","大場,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,L,L,L","R,L,L,R,L,R,L,R,L,L","Naoto, Takahashi","Ken, Akashi","Ryo, Akimoto","Koji, Inokuchi","Naomasa, Aogai","Kosuke, Higuchi","Kaiki, Ohara","Suguru, Sakai","Koichiro, Ito",,,,,,,,1391.0,1182274.0,Naoto Takahashi,,1755798269.0,1755830669.0,ChangeUp,N,0.2208,1.3048,138.56,2210.43,2091.2,94.61,01:28,1.0,1.7783909,47.3,20.8,38.2,38.4,-0.75,-0.18,1.85,0.23,18.9,1182274@1755830669,V3P4DLKO0850A,0.79404455,-3.8489978,untitled,,1755830669.0,12.0,972671.0,TokyoBBC Left,,1755798268.0,1755830668.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972671@1755830668,untitled,1755830668.0,
146,7.0,144.0,2025/8/22,6561.353026,5461.353034,1755830675,2.0,3.0,高橋,Right,TOK,8,村山,Left,東京農業大,6,Top,1,1,1,ChangeUp,InPlay,Undefined,GroundBall,Out,1,0,,134.98,0.922,0.248,43.71458479,-13.66115371,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Undefined,,,,"6,3","6,3A",2523300146,遊ゴ,,6559,https://youtu.be/aj-tAgL9dwU&t=6559,3431,https://youtu.be/Lw74doyJ1kY&t=3431,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤,"酒井,樋口,秋元,大原,工藤,青貝,伊藤,井之口,明石","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","高橋,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤","大場,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,L,L,L","R,L,L,R,L,R,L,R,L,L","Naoto, Takahashi","Ken, Akashi","Ryo, Akimoto","Koji, Inokuchi","Naomasa, Aogai","Kosuke, Higuchi","Kaiki, Ohara","Suguru, Sakai","Koichiro, Ito",,,,,,,,1390.0,1182274.0,Naoto Takahashi,,1755798278.0,1755830678.0,ChangeUp,Y,0.2155999999999999,0.9992,134.98,1697.34,1600.3,94.28,01:02,1.0,1.8276749,51.2,27.1,41.0,25.5,-1.13,-1.16,1.85,0.26,19.47,1182274@1755830678,V3P4DLKO0850A,0.921233,-5.0791974,untitled,,1755830678.0,11.0,972671.0,TokyoBBC Left,,1755798278.0,1755830678.0,194.0,135.0,,0.0,2309.983,68.6,00:16,1.0,-32.5,67.0,0.0,,V3P4DLKO0850A,972671@1755830678,untitled,1755830678.0,
147,8.0,145.0,2025/8/22,6590.490568,5490.490575,1755830704,3.0,1.0,高橋,Right,TOK,9,小野原,Left,東京農業大,6,Top,2,0,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,A2B,142.63,,,,,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523300147,見逃し,,6588,https://youtu.be/aj-tAgL9dwU&t=6588,3451,https://youtu.be/Lw74doyJ1kY&t=3451,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤,"酒井,樋口,秋元,大原,工藤,青貝,伊藤,井之口,明石","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","高橋,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤","大場,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,L,L,L","R,L,L,R,L,R,L,R,L,L","Naoto, Takahashi","Ken, Akashi","Ryo, Akimoto","Koji, Inokuchi","Naomasa, Aogai","Kosuke, Higuchi","Kaiki, Ohara","Suguru, Sakai","Koichiro, Ito",,,,,,,,1389.0,1182274.0,Naoto Takahashi,,1755798307.0,1755830707.0,ChangeUp,Y,0.1898999999999999,0.5992000000000001,142.63,2225.99,2079.9,93.44,01:10,1.0,1.6114368,54.8,21.2,47.8,34.3,-0.78,-3.22,1.91,0.2,20.87,1182274@1755830707,V3P4DLKO0850A,0.78092235,-6.048551,untitled,,1755830707.0,10.0,972671.0,TokyoBBC Left,,1755798306.0,1755830706.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972671@1755830706,untitled,1755830706.0,
148,9.0,146.0,2025/8/22,6601.908152,5501.908159,1755830716,3.0,2.0,高橋,Right,TOK,9,小野原,Left,東京農業大,6,Top,2,0,1,Fastball,InPlay,Undefined,Bunt,Out,1,0,A2B,136.69,0.906,-0.192,18.98247852,32.94921512,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Undefined,,,,3,3T,2523300148,一ゴ[バ],,6599,https://youtu.be/aj-tAgL9dwU&t=6599,3463,https://youtu.be/Lw74doyJ1kY&t=3463,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤,"酒井,樋口,秋元,大原,工藤,青貝,伊藤,井之口,明石","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","高橋,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤","大場,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,L,L,L","R,L,L,R,L,R,L,R,L,L","Naoto, Takahashi","Ken, Akashi","Ryo, Akimoto","Koji, Inokuchi","Naomasa, Aogai","Kosuke, Higuchi","Kaiki, Ohara","Suguru, Sakai","Koichiro, Ito",,,,,,,,1388.0,1182274.0,Naoto Takahashi,,1755798319.0,1755830719.0,ChangeUp,Y,-0.1873,0.5824,136.69,1802.98,1765.7,97.93,01:04,1.0,1.7830582,,,44.1,28.7,-1.77,-2.84,1.87,0.26,11.67,1182274@1755830719,V3P4DLKO0850A,-1.3784134,-6.4205813,untitled,,1755830719.0,9.0,972671.0,TokyoBBC Left,,1755798318.0,1755830718.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972671@1755830718,untitled,1755830718.0,
149,1.0,147.0,2025/8/22,6789.973625,5689.973632,1755830904,1.0,1.0,三上,Right,東京農業大,9,明石,Left,TOK,6,Bottom,0,0,0,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,112.86,,,,,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523300149,ボール,,6787,https://youtu.be/aj-tAgL9dwU&t=6787,3511,https://youtu.be/Lw74doyJ1kY&t=3511,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原,"酒井,樋口,秋元,大原,工藤,青貝,伊藤,井之口,明石","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","高橋,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤","三上,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,L,L,L","R,L,L,R,L,R,L,R,L,L",,,,,,,,,,"Ken, Akashi",,,,,,,171.0,853160.0,Test_pitcher_Right Right,,1755798507.0,1755830907.0,Slider,N,-0.0083,0.3906,112.86,2305.78,955.2,41.43,07:26,1.0,2.2812538,,,-22.2,-22.1,-0.49,-0.01,1.73,0.42,65.53,853160@1755830907,V3P4DLKO0850A,-2.7477412,-10.118694,untitled,,1755830907.0,2.0,972671.0,TokyoBBC Left,,1755798506.0,1755830906.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972671@1755830906,untitled,1755830906.0,100.0
150,2.0,148.0,2025/8/22,6801.586916,5701.586924,1755830915,1.0,2.0,三上,Right,東京農業大,9,明石,Left,TOK,6,Bottom,0,1,0,Fastball,FoulBall,Undefined,GroundBall,Undefined,0,0,,136.93,0.363,-0.152,19.90440166,83.19094982,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Undefined,,,,,,2523300150,ファール,,6799,https://youtu.be/aj-tAgL9dwU&t=6799,3523,https://youtu.be/Lw74doyJ1kY&t=3523,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原,"酒井,樋口,秋元,大原,工藤,青貝,伊藤,井之口,明石","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","高橋,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤","三上,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,L,L,L","R,L,L,R,L,R,L,R,L,L",,,,,,,,,,"Ken, Akashi",,,,,,,170.0,853160.0,Test_pitcher_Right Right,,1755798518.0,1755830918.0,ChangeUp,N,0.2832,0.6644,136.93,2038.68,2038.2,99.98,00:54,1.0,2.1889267,58.5,19.6,48.0,25.4,-0.89,-2.76,1.78,0.33,-1.2,853160@1755830918,V3P4DLKO0850A,0.6046611,-5.4192705,untitled,,1755830918.0,1.0,972671.0,TokyoBBC Left,,1755798517.0,1755830917.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972671@1755830917,untitled,1755830917.0,
151,3.0,149.0,2025/8/22,6819.377467,5719.377473,1755830933,1.0,3.0,三上,Right,東京農業大,9,明石,Left,TOK,6,Bottom,0,1,1,Fastball,InPlay,Undefined,FlyBall,Out,1,0,,,,,12.80725271,104.6763931,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Undefined,,,,,N,2523300151,ネット飛,,6817,https://youtu.be/aj-tAgL9dwU&t=6817,3533,https://youtu.be/Lw74doyJ1kY&t=3533,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原,"酒井,樋口,秋元,大原,工藤,青貝,伊藤,井之口,明石","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","高橋,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤","三上,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,L,L,L","R,L,L,R,L,R,L,R,L,L",,,,,,,,,,"Ken, Akashi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
