count,pitchcount,PitchNo,Date,time1,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa
251,25.0,236.0,2025/2/18,10561.70516,10336.70516,1739862513,7.0,3.0,pos1_3,Right,福岡大,5,松本康,Right,TOK,8,Top,2,1,1,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,nan,,0.894,-0.008,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,1,大原,nan,nan,Nothing,nan,nan,nan,nan,nan,2504810251,見逃し,,10559.0,https://youtu.be/6fvRWZlnXt4&t=10559,5720.0,https://youtu.be/Pf4AXbC6-x8&t=5720,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7_2,batter8,batter9","酒井,堀端,堀部,大原,松本康,秋元,荒井慶,佐渡島,井之口","pos1_3,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4","近藤,松本康,堀部,秋元,佐渡島,井之口,大原,酒井,堀端","L,R,L,L,R,R,L,L,R,R","R,L,L,R,R,R,R,R,L,L"
252,26.0,237.0,2025/2/18,10579.49068,10354.49068,1739862531,7.0,4.0,pos1_3,Right,福岡大,5,松本康,Right,TOK,8,Top,2,1,2,Fastball,FoulBall,Undefined,FlyBall,Undefined,0,0,nan,,0.598,-0.08,59.39760777,65.34410126,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,1,大原,nan,nan,Undefined,nan,nan,nan,nan,nan,2504810252,ファール,,10577.0,https://youtu.be/6fvRWZlnXt4&t=10577,5737.0,https://youtu.be/Pf4AXbC6-x8&t=5737,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7_2,batter8,batter9","酒井,堀端,堀部,大原,松本康,秋元,荒井慶,佐渡島,井之口","pos1_3,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4","近藤,松本康,堀部,秋元,佐渡島,井之口,大原,酒井,堀端","L,R,L,L,R,R,L,L,R,R","R,L,L,R,R,R,R,R,L,L"
253,27.0,238.0,2025/2/18,10605.62652,10380.62652,1739862557,7.0,5.0,pos1_3,Right,福岡大,5,松本康,Right,TOK,8,Top,2,1,2,Slider,FoulBall,Undefined,GroundBall,Undefined,0,0,nan,,0.598,-0.012,31.90753341,70.55996517,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,1,大原,nan,nan,Undefined,nan,nan,nan,nan,nan,2504810253,ファール,,10603.0,https://youtu.be/6fvRWZlnXt4&t=10603,5755.0,https://youtu.be/Pf4AXbC6-x8&t=5755,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7_2,batter8,batter9","酒井,堀端,堀部,大原,松本康,秋元,荒井慶,佐渡島,井之口","pos1_3,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4","近藤,松本康,堀部,秋元,佐渡島,井之口,大原,酒井,堀端","L,R,L,L,R,R,L,L,R,R","R,L,L,R,R,R,R,R,L,L"
254,28.0,239.0,2025/2/18,10636.47461,10411.47461,1739862588,7.0,6.0,pos1_3,Right,福岡大,5,松本康,Right,TOK,8,Top,2,1,2,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,nan,,0.117,0.18,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,1,大原,nan,nan,Nothing,nan,nan,nan,nan,nan,2504810254,ボール,,10634.0,https://youtu.be/6fvRWZlnXt4&t=10634,5772.0,https://youtu.be/Pf4AXbC6-x8&t=5772,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7_2,batter8,batter9","酒井,堀端,堀部,大原,松本康,秋元,荒井慶,佐渡島,井之口","pos1_3,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4","近藤,松本康,堀部,秋元,佐渡島,井之口,大原,酒井,堀端","L,R,L,L,R,R,L,L,R,R","R,L,L,R,R,R,R,R,L,L"
255,29.0,240.0,2025/2/18,10668.45729,10443.4573,1739862620,7.0,7.0,pos1_3,Right,福岡大,5,松本康,Right,TOK,8,Top,2,2,2,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,nan,,0.466,-0.36,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,1,大原,nan,nan,Nothing,nan,nan,nan,nan,nan,2504810255,ボール,,10666.0,https://youtu.be/6fvRWZlnXt4&t=10666,5804.0,https://youtu.be/Pf4AXbC6-x8&t=5804,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7_2,batter8,batter9","酒井,堀端,堀部,大原,松本康,秋元,荒井慶,佐渡島,井之口","pos1_3,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4","近藤,松本康,堀部,秋元,佐渡島,井之口,大原,酒井,堀端","L,R,L,L,R,R,L,L,R,R","R,L,L,R,R,R,R,R,L,L"
256,30.0,241.0,2025/2/18,10689.34324,10464.34324,1739862641,7.0,8.0,pos1_3,Right,福岡大,5,松本康,Right,TOK,8,Top,2,3,2,Fastball,StrikeCalled,Strikeout,Undefined,Undefined,0,0,nan,,0.558,-0.164,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,1,大原,nan,nan,Nothing,nan,nan,nan,nan,nan,2504810256,見三振,,10687.0,https://youtu.be/6fvRWZlnXt4&t=10687,5825.0,https://youtu.be/Pf4AXbC6-x8&t=5825,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7_2,batter8,batter9","酒井,堀端,堀部,大原,松本康,秋元,荒井慶,佐渡島,井之口","pos1_3,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4","近藤,松本康,堀部,秋元,佐渡島,井之口,大原,酒井,堀端","L,R,L,L,R,R,L,L,R,R","R,L,L,R,R,R,R,R,L,L"
257,1.0,242.0,2025/2/18,10851.72386,10626.72387,1739862803,1.0,1.0,武田,Right,TOK,3,batter3,Left,福岡大,8,Bottom,0,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,nan,,0.646,-0.54,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,nan,nan,nan,nan,Nothing,nan,nan,nan,nan,nan,2504810257,ボール,,10849.0,https://youtu.be/6fvRWZlnXt4&t=10849,5948.0,https://youtu.be/Pf4AXbC6-x8&t=5948,松本康,堀部,秋元,佐渡島,井之口,大原,酒井,堀端,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7_2,batter8,batter9","酒井,堀端,堀部,大原,松本康,秋元,荒井慶,佐渡島,井之口","pos1_3,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4","武田,松本康,堀部,秋元,佐渡島,井之口,大原,酒井,堀端","R,R,L,L,R,R,L,L,R,R","R,L,L,R,R,R,R,R,L,L"
258,2.0,243.0,2025/2/18,10862.64037,10637.64037,1739862814,1.0,2.0,武田,Right,TOK,3,batter3,Left,福岡大,8,Bottom,0,1,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,nan,,0.558,0.092,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,nan,nan,nan,nan,Nothing,nan,nan,nan,nan,nan,2504810258,見逃し,,10860.0,https://youtu.be/6fvRWZlnXt4&t=10860,5959.0,https://youtu.be/Pf4AXbC6-x8&t=5959,松本康,堀部,秋元,佐渡島,井之口,大原,酒井,堀端,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7_2,batter8,batter9","酒井,堀端,堀部,大原,松本康,秋元,荒井慶,佐渡島,井之口","pos1_3,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4","武田,松本康,堀部,秋元,佐渡島,井之口,大原,酒井,堀端","R,R,L,L,R,R,L,L,R,R","R,L,L,R,R,R,R,R,L,L"
259,3.0,244.0,2025/2/18,10873.27487,10648.27487,1739862825,1.0,3.0,武田,Right,TOK,3,batter3,Left,福岡大,8,Bottom,0,1,1,ChangeUp,BallCalled,Undefined,Undefined,Undefined,0,0,nan,,-0.097,0.024,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,nan,nan,nan,nan,Nothing,nan,nan,nan,nan,nan,2504810259,ボール,,10871.0,https://youtu.be/6fvRWZlnXt4&t=10871,5969.0,https://youtu.be/Pf4AXbC6-x8&t=5969,松本康,堀部,秋元,佐渡島,井之口,大原,酒井,堀端,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7_2,batter8,batter9","酒井,堀端,堀部,大原,松本康,秋元,荒井慶,佐渡島,井之口","pos1_3,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4","武田,松本康,堀部,秋元,佐渡島,井之口,大原,酒井,堀端","R,R,L,L,R,R,L,L,R,R","R,L,L,R,R,R,R,R,L,L"
260,4.0,245.0,2025/2/18,10890.54186,10665.54186,1739862842,1.0,4.0,武田,Right,TOK,3,batter3,Left,福岡大,8,Bottom,0,2,1,Fastball,InPlay,Undefined,GroundBall,Single,0,0,nan,,0.69,-0.072,46.36150969,18.55023193,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,nan,nan,nan,nan,Undefined,nan,nan,nan,4,4,2504810260,二安,,10888.0,https://youtu.be/6fvRWZlnXt4&t=10888,5987.0,https://youtu.be/Pf4AXbC6-x8&t=5987,松本康,堀部,秋元,佐渡島,井之口,大原,酒井,堀端,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7_2,batter8,batter9","酒井,堀端,堀部,大原,松本康,秋元,荒井慶,佐渡島,井之口","pos1_3,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4","武田,松本康,堀部,秋元,佐渡島,井之口,大原,酒井,堀端","R,R,L,L,R,R,L,L,R,R","R,L,L,R,R,R,R,R,L,L"
261,5.0,246.0,2025/2/18,10935.55812,10710.55812,1739862887,2.0,1.0,武田,Right,TOK,4,batter4,Right,福岡大,8,Bottom,0,0,0,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,nan,,0.602,0.132,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,1,batter3,nan,nan,Nothing,nan,nan,nan,nan,nan,2504810261,見逃し,,10933.0,https://youtu.be/6fvRWZlnXt4&t=10933,6016.0,https://youtu.be/Pf4AXbC6-x8&t=6016,松本康,堀部,秋元,佐渡島,井之口,大原,酒井,堀端,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7_2,batter8,batter9","酒井,堀端,堀部,大原,松本康,秋元,荒井慶,佐渡島,井之口","pos1_3,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4","武田,松本康,堀部,秋元,佐渡島,井之口,大原,酒井,堀端","R,R,L,L,R,R,L,L,R,R","R,L,L,R,R,R,R,R,L,L"
262,6.0,247.0,2025/2/18,10951.18258,10726.18258,1739862903,2.0,2.0,武田,Right,TOK,4,batter4,Right,福岡大,8,Bottom,0,0,1,Fastball,FoulBall,Undefined,FlyBall,Undefined,0,0,nan,,0.934,0.216,20.64053768,149.0362435,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,1,batter3,nan,nan,Undefined,nan,nan,nan,nan,nan,2504810262,ファール,,10949.0,https://youtu.be/6fvRWZlnXt4&t=10949,6031.0,https://youtu.be/Pf4AXbC6-x8&t=6031,松本康,堀部,秋元,佐渡島,井之口,大原,酒井,堀端,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7_2,batter8,batter9","酒井,堀端,堀部,大原,松本康,秋元,荒井慶,佐渡島,井之口","pos1_3,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4","武田,松本康,堀部,秋元,佐渡島,井之口,大原,酒井,堀端","R,R,L,L,R,R,L,L,R,R","R,L,L,R,R,R,R,R,L,L"
263,7.0,248.0,2025/2/18,11035.63869,10810.63869,1739862987,2.0,3.0,武田,Right,TOK,4,batter4,Right,福岡大,8,Bottom,0,0,2,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,nan,,,,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,1,batter3,nan,nan,Nothing,nan,nan,nan,nan,nan,2504810263,ボール,,11033.0,https://youtu.be/6fvRWZlnXt4&t=11033,6102.0,https://youtu.be/Pf4AXbC6-x8&t=6102,松本康,堀部,秋元,佐渡島,井之口,大原,酒井,堀端,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7_2,batter8,batter9","酒井,堀端,堀部,大原,松本康,秋元,荒井慶,佐渡島,井之口","pos1_3,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4","武田,松本康,堀部,秋元,佐渡島,井之口,大原,酒井,堀端","R,R,L,L,R,R,L,L,R,R","R,L,L,R,R,R,R,R,L,L"
264,8.0,249.0,2025/2/18,11039.93761,10814.93761,1739862991,2.0,4.0,武田,Right,TOK,4,batter4,Right,福岡大,8,Bottom,0,1,2,Fastball,InPlay,Undefined,FlyBall,Out,1,0,nan,,,,81.15579836,27.9622322,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,1,batter3,nan,nan,Undefined,nan,nan,nan,9,9,2504810264,右飛,,11037.0,https://youtu.be/6fvRWZlnXt4&t=11037,6106.0,https://youtu.be/Pf4AXbC6-x8&t=6106,松本康,堀部,秋元,佐渡島,井之口,大原,酒井,堀端,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7_2,batter8,batter9","酒井,堀端,堀部,大原,松本康,秋元,荒井慶,佐渡島,井之口","pos1_3,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4","武田,松本康,堀部,秋元,佐渡島,井之口,大原,酒井,堀端","R,R,L,L,R,R,L,L,R,R","R,L,L,R,R,R,R,R,L,L"
265,9.0,250.0,2025/2/18,11071.93133,10846.93133,1739863023,3.0,1.0,武田,Right,TOK,5,batter5_2,Right,福岡大,8,Bottom,1,0,0,Fastball,InPlay,Undefined,GroundBall,Out,1,0,nan,,0.522,-0.068,18.52544952,9.162347046,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,1,batter3,nan,nan,Undefined,nan,nan,nan,"1,3","1,3A",2504810265,投ゴ,,11069.0,https://youtu.be/6fvRWZlnXt4&t=11069,6125.0,https://youtu.be/Pf4AXbC6-x8&t=6125,松本康,堀部,秋元,佐渡島,井之口,大原,酒井,堀端,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7_2,batter8,batter9","酒井,堀端,堀部,大原,松本康,秋元,荒井慶,佐渡島,井之口","pos1_3,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4","武田,松本康,堀部,秋元,佐渡島,井之口,大原,酒井,堀端","R,R,L,L,R,R,L,L,R,R","R,L,L,R,R,R,R,R,L,L"
266,10.0,251.0,2025/2/18,11110.2824,10885.28241,1739863062,4.0,1.0,武田,Right,TOK,6,batter6,Left,福岡大,8,Bottom,2,0,0,Fastball,FoulBall,Undefined,GroundBall,Undefined,0,0,nan,,0.61,0.048,7.011719365,165.379126,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,2,nan,batter3,nan,Undefined,nan,nan,nan,nan,nan,2504810266,ファール,,11108.0,https://youtu.be/6fvRWZlnXt4&t=11108,6141.0,https://youtu.be/Pf4AXbC6-x8&t=6141,松本康,堀部,秋元,佐渡島,井之口,大原,酒井,堀端,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7_2,batter8,batter9","酒井,堀端,堀部,大原,松本康,秋元,荒井慶,佐渡島,井之口","pos1_3,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4","武田,松本康,堀部,秋元,佐渡島,井之口,大原,酒井,堀端","R,R,L,L,R,R,L,L,R,R","R,L,L,R,R,R,R,R,L,L"
267,11.0,252.0,2025/2/18,11136.53055,10911.53055,1739863088,4.0,2.0,武田,Right,TOK,6,batter6,Left,福岡大,8,Bottom,2,0,1,ChangeUp,BallCalled,Undefined,Undefined,Undefined,0,0,nan,,-0.003,0.128,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,2,nan,batter3,nan,WildPitch,batter3,nan,nan,nan,nan,2504810267,ボール[WP],,11134.0,https://youtu.be/6fvRWZlnXt4&t=11134,6159.0,https://youtu.be/Pf4AXbC6-x8&t=6159,松本康,堀部,秋元,佐渡島,井之口,大原,酒井,堀端,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7_2,batter8,batter9","酒井,堀端,堀部,大原,松本康,秋元,荒井慶,佐渡島,井之口","pos1_3,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4","武田,松本康,堀部,秋元,佐渡島,井之口,大原,酒井,堀端","R,R,L,L,R,R,L,L,R,R","R,L,L,R,R,R,R,R,L,L"
268,12.0,253.0,2025/2/18,11178.03551,10953.03551,1739863129,4.0,3.0,武田,Right,TOK,6,batter6,Left,福岡大,8,Bottom,2,1,1,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,nan,101.0,0.13,0.068,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,3,nan,nan,batter3,Nothing,nan,nan,nan,nan,nan,2504810268,ボール,,11176.0,https://youtu.be/6fvRWZlnXt4&t=11176,6200.0,https://youtu.be/Pf4AXbC6-x8&t=6200,松本康,堀部,秋元,佐渡島,井之口,大原,酒井,堀端,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7_2,batter8,batter9","酒井,堀端,堀部,大原,松本康,秋元,荒井慶,佐渡島,井之口","pos1_3,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4","武田,松本康,堀部,秋元,佐渡島,井之口,大原,酒井,堀端","R,R,L,L,R,R,L,L,R,R","R,L,L,R,R,R,R,R,L,L"
269,13.0,254.0,2025/2/18,11196.54428,10971.54429,1739863148,4.0,4.0,武田,Right,TOK,6,batter6,Left,福岡大,8,Bottom,2,2,1,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,nan,108.0,0.558,0.168,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,3,nan,nan,batter3,Nothing,nan,nan,nan,nan,nan,2504810269,見逃し,,11194.0,https://youtu.be/6fvRWZlnXt4&t=11194,6219.0,https://youtu.be/Pf4AXbC6-x8&t=6219,松本康,堀部,秋元,佐渡島,井之口,大原,酒井,堀端,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7_2,batter8,batter9","酒井,堀端,堀部,大原,松本康,秋元,荒井慶,佐渡島,井之口","pos1_3,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4","武田,松本康,堀部,秋元,佐渡島,井之口,大原,酒井,堀端","R,R,L,L,R,R,L,L,R,R","R,L,L,R,R,R,R,R,L,L"
270,14.0,255.0,2025/2/18,11217.64522,10992.64522,1739863169,4.0,5.0,武田,Right,TOK,6,batter6,Left,福岡大,8,Bottom,2,2,2,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,nan,,0.083,0.096,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,3,nan,nan,batter3,Nothing,nan,nan,nan,nan,nan,2504810270,ボール,,11215.0,https://youtu.be/6fvRWZlnXt4&t=11215,6240.0,https://youtu.be/Pf4AXbC6-x8&t=6240,松本康,堀部,秋元,佐渡島,井之口,大原,酒井,堀端,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7_2,batter8,batter9","酒井,堀端,堀部,大原,松本康,秋元,荒井慶,佐渡島,井之口","pos1_3,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4","武田,松本康,堀部,秋元,佐渡島,井之口,大原,酒井,堀端","R,R,L,L,R,R,L,L,R,R","R,L,L,R,R,R,R,R,L,L"
271,15.0,256.0,2025/2/18,11243.08632,11018.08633,1739863194,4.0,6.0,武田,Right,TOK,6,batter6,Left,福岡大,8,Bottom,2,3,2,Fastball,BallCalled,Walk,Undefined,Undefined,0,0,nan,,1.042,-0.487,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,3,nan,nan,batter3,Nothing,nan,nan,nan,nan,nan,2504810271,四球,,11241.0,https://youtu.be/6fvRWZlnXt4&t=11241,6265.0,https://youtu.be/Pf4AXbC6-x8&t=6265,松本康,堀部,秋元,佐渡島,井之口,大原,酒井,堀端,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7_2,batter8,batter9","酒井,堀端,堀部,大原,松本康,秋元,荒井慶,佐渡島,井之口","pos1_3,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4","武田,松本康,堀部,秋元,佐渡島,井之口,大原,酒井,堀端","R,R,L,L,R,R,L,L,R,R","R,L,L,R,R,R,R,R,L,L"
272,,,2025/2/18,11281.20928,11056.20928,1739863233,,,武田,Right,TOK,7,batter7_2,Left,福岡大,8,Bottom,2,0,0,nan,nan,nan,nan,nan,0,0,nan,,,,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,"1,3",batter6,nan,batter3,PickOff,nan,nan,nan,"1,3","1,3",2504810272,牽制,,11279.0,https://youtu.be/6fvRWZlnXt4&t=11279,6284.0,https://youtu.be/Pf4AXbC6-x8&t=6284,松本康,堀部,秋元,佐渡島,井之口,大原,酒井,堀端,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7_2,batter8,batter9","酒井,堀端,堀部,大原,松本康,秋元,荒井慶,佐渡島,井之口","pos1_3,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4","武田,松本康,堀部,秋元,佐渡島,井之口,大原,酒井,堀端","R,R,L,L,R,R,L,L,R,R","R,L,L,R,R,R,R,R,L,L"
273,16.0,257.0,2025/2/18,11292.61542,11067.61542,1739863244,5.0,1.0,武田,Right,TOK,7,batter7_2,Left,福岡大,8,Bottom,2,0,0,ChangeUp,InPlay,Undefined,FlyBall,Out,1,0,nan,105.0,0.538,-0.016,47.38256545,-21.93388504,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,"1,3",batter6,nan,batter3,Undefined,nan,nan,nan,6,6,2504810273,遊飛,,11290.0,https://youtu.be/6fvRWZlnXt4&t=11290,6295.0,https://youtu.be/Pf4AXbC6-x8&t=6295,松本康,堀部,秋元,佐渡島,井之口,大原,酒井,堀端,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7_2,batter8,batter9","酒井,堀端,堀部,大原,松本康,秋元,荒井慶,佐渡島,井之口","pos1_3,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4","武田,松本康,堀部,秋元,佐渡島,井之口,大原,酒井,堀端","R,R,L,L,R,R,L,L,R,R","R,L,L,R,R,R,R,R,L,L"
274,1.0,258.0,2025/2/18,11463.32628,11238.32628,1739863415,1.0,1.0,pos1_4,Left,福岡大,6,秋元,Right,TOK,9,Top,0,0,0,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,nan,,0.526,-0.128,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,nan,nan,nan,nan,Nothing,nan,nan,nan,nan,nan,2504810274,見逃し,,11461.0,https://youtu.be/6fvRWZlnXt4&t=11461,6322.0,https://youtu.be/Pf4AXbC6-x8&t=6322,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7_2,batter8,batter9","酒井,堀端,堀部,大原,松本康,秋元,荒井慶,佐渡島,井之口","pos1_4,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4","武田,松本康,堀部,秋元,佐渡島,井之口,大原,酒井,堀端","R,R,L,L,R,R,L,L,R,R","L,L,L,R,R,R,R,R,L,L"
275,2.0,259.0,2025/2/18,11475.81322,11250.81323,1739863427,1.0,2.0,pos1_4,Left,福岡大,6,秋元,Right,TOK,9,Top,0,0,1,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,nan,,0.654,-0.092,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,nan,nan,nan,nan,Nothing,nan,nan,nan,nan,nan,2504810275,空振り,,11473.0,https://youtu.be/6fvRWZlnXt4&t=11473,6334.0,https://youtu.be/Pf4AXbC6-x8&t=6334,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7_2,batter8,batter9","酒井,堀端,堀部,大原,松本康,秋元,荒井慶,佐渡島,井之口","pos1_4,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4","武田,松本康,堀部,秋元,佐渡島,井之口,大原,酒井,堀端","R,R,L,L,R,R,L,L,R,R","L,L,L,R,R,R,R,R,L,L"
276,3.0,260.0,2025/2/18,11495.48251,11270.48251,1739863447,1.0,3.0,pos1_4,Left,福岡大,6,秋元,Right,TOK,9,Top,0,0,2,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,nan,,1.063,-0.38,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,nan,nan,nan,nan,Nothing,nan,nan,nan,nan,nan,2504810276,ボール,,11493.0,https://youtu.be/6fvRWZlnXt4&t=11493,6354.0,https://youtu.be/Pf4AXbC6-x8&t=6354,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7_2,batter8,batter9","酒井,堀端,堀部,大原,松本康,秋元,荒井慶,佐渡島,井之口","pos1_4,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4","武田,松本康,堀部,秋元,佐渡島,井之口,大原,酒井,堀端","R,R,L,L,R,R,L,L,R,R","L,L,L,R,R,R,R,R,L,L"
