count,pitchcount,PitchNo,Date,time1,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,Batter_romaji,on_1b_romaji,on_2b_romaji,on_3b_romaji,runevent_romaji,scored_person_romaji,Pitcher_romaji,C_romaji,1B_romaji,2B_romaji,3B_romaji,SS_romaji,LF_romaji,CF_romaji,RF_romaji,error_person_romaji,run_person_romaji
70,8.0,69.0,2025/2/26,3770.681822,3260.681823015213,1740535246.748824,2.0,5.0,pos1_2,Left,芝浦工業大,2,安田,Left,TOK,2,Top,0,2,2,Slider,InPlay,Undefined,FlyBall,Double,0,1,,106.0,0.91,0.132,86.47144326456392,-28.75085198,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,2,,伊藤,,Undefined,,,伊藤,7,7,2505620070,左2①,,3768.0,https://youtu.be/AuszmHT4JtQ&t=3768,2064.0,https://youtu.be/-Er63jcmUXQ&t=2064,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,横井,深見,大田,小田,藤尾,荒井孝","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","高橋,深見,横井,荒井孝,大田,小田,岡林,伊藤,安田","R,L,L,L,R,R,R,R,R,R","L,L,L,L,R,L,R,R,R,R","Ken, Yasuda",,"Koichiro, Ito",,,"Koichiro, Ito",,,,,,,,,,,
71,9.0,70.0,2025/2/26,3824.054298877716,3314.0542998313904,1740535300.121301,3.0,1.0,pos1_2,Left,芝浦工業大,3,岡林,Left,TOK,2,Top,0,0,0,Slider,FoulBall,Undefined,GroundBall,Undefined,0,0,,,0.826,0.104,31.43634994905703,71.39503452619769,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,2,,安田,,Undefined,,,,,,2505620071,ファール,,3822.0,https://youtu.be/AuszmHT4JtQ&t=3822,2102.0,https://youtu.be/-Er63jcmUXQ&t=2102,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,横井,深見,大田,小田,藤尾,荒井孝","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","高橋,深見,横井,荒井孝,大田,小田,岡林,伊藤,安田","R,L,L,L,R,R,R,R,R,R","L,L,L,L,R,L,R,R,R,R","Yuna, Okabayashi",,"Ken, Yasuda",,,,,,,,,,,,,,
72,10.0,71.0,2025/2/26,3853.892170906067,3343.892172,1740535329.9591732,3.0,2.0,pos1_2,Left,芝浦工業大,3,岡林,Left,TOK,2,Top,0,0,1,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,97.0,0.263,0.184,,,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,2,,安田,,Nothing,,,,,,2505620072,ボール,,3851.0,https://youtu.be/AuszmHT4JtQ&t=3851,2124.0,https://youtu.be/-Er63jcmUXQ&t=2124,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,横井,深見,大田,小田,藤尾,荒井孝","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","高橋,深見,横井,荒井孝,大田,小田,岡林,伊藤,安田","R,L,L,L,R,R,R,R,R,R","L,L,L,L,R,L,R,R,R,R","Yuna, Okabayashi",,"Ken, Yasuda",,,,,,,,,,,,,,
73,11.0,72.0,2025/2/26,3880.993763923645,3370.99376487732,1740535357.060766,3.0,3.0,pos1_2,Left,芝浦工業大,3,岡林,Left,TOK,2,Top,0,1,1,Curveball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,97.0,0.598,0.096,,,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,2,,安田,,Nothing,,,,,,2505620073,空振り,,3878.0,https://youtu.be/AuszmHT4JtQ&t=3878,2151.0,https://youtu.be/-Er63jcmUXQ&t=2151,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,横井,深見,大田,小田,藤尾,荒井孝","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","高橋,深見,横井,荒井孝,大田,小田,岡林,伊藤,安田","R,L,L,L,R,R,R,R,R,R","L,L,L,L,R,L,R,R,R,R","Yuna, Okabayashi",,"Ken, Yasuda",,,,,,,,,,,,,,
74,12.0,73.0,2025/2/26,3902.700983762741,3392.700983762741,1740535378.7679858,3.0,4.0,pos1_2,Left,芝浦工業大,3,岡林,Left,TOK,2,Top,0,1,2,Slider,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,,0.826,0.208,,,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,2,,安田,,Nothing,,,,,,2505620074,見三振,,3900.0,https://youtu.be/AuszmHT4JtQ&t=3900,2172.0,https://youtu.be/-Er63jcmUXQ&t=2172,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,横井,深見,大田,小田,藤尾,荒井孝","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","高橋,深見,横井,荒井孝,大田,小田,岡林,伊藤,安田","R,L,L,L,R,R,R,R,R,R","L,L,L,L,R,L,R,R,R,R","Yuna, Okabayashi",,"Ken, Yasuda",,,,,,,,,,,,,,
75,13.0,74.0,2025/2/26,3931.766809940338,3421.7668108940125,1740535407.833812,4.0,1.0,pos1_2,Left,芝浦工業大,4,塗師,Right,TOK,2,Top,1,0,0,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,102.0,0.598,0.4529999999999999,,,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,2,,安田,,Nothing,,,,,,2505620075,ボール,,3929.0,https://youtu.be/AuszmHT4JtQ&t=3929,2192.0,https://youtu.be/-Er63jcmUXQ&t=2192,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,塗師,深見,大田,小田,藤尾,荒井孝","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","高橋,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田","R,L,L,L,R,R,R,R,R,R","L,L,L,L,R,L,R,R,R,R","Takuma, Nushi",,"Ken, Yasuda",,,,,,,,,,,,,,
76,14.0,75.0,2025/2/26,3950.625512838363,3440.6255140304565,1740535426.6925151,4.0,2.0,pos1_2,Left,芝浦工業大,4,塗師,Right,TOK,2,Top,1,1,0,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,97.0,0.638,-0.192,,,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,2,,安田,,Nothing,,,,,,2505620076,見逃し,,3948.0,https://youtu.be/AuszmHT4JtQ&t=3948,2211.0,https://youtu.be/-Er63jcmUXQ&t=2211,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,塗師,深見,大田,小田,藤尾,荒井孝","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","高橋,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田","R,L,L,L,R,R,R,R,R,R","L,L,L,L,R,L,R,R,R,R","Takuma, Nushi",,"Ken, Yasuda",,,,,,,,,,,,,,
77,15.0,76.0,2025/2/26,3969.153877019882,3459.1538779735565,1740535445.220879,4.0,3.0,pos1_2,Left,芝浦工業大,4,塗師,Right,TOK,2,Top,1,1,1,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,94.0,0.5660000000000001,0.0559999999999999,,,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,2,,安田,,Nothing,,,,,,2505620077,見逃し,,3967.0,https://youtu.be/AuszmHT4JtQ&t=3967,2229.0,https://youtu.be/-Er63jcmUXQ&t=2229,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,塗師,深見,大田,小田,藤尾,荒井孝","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","高橋,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田","R,L,L,L,R,R,R,R,R,R","L,L,L,L,R,L,R,R,R,R","Takuma, Nushi",,"Ken, Yasuda",,,,,,,,,,,,,,
78,16.0,77.0,2025/2/26,3990.6699237823486,3480.669924736023,1740535466.7369258,4.0,4.0,pos1_2,Left,芝浦工業大,4,塗師,Right,TOK,2,Top,1,1,2,Curveball,InPlay,Undefined,GroundBall,Out,1,0,,93.0,0.8740000000000001,-0.18,31.319877539268184,-29.94568344,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,2,,安田,,Undefined,,,,"5,3","5,3",2505620078,三ゴ,,3988.0,https://youtu.be/AuszmHT4JtQ&t=3988,2251.0,https://youtu.be/-Er63jcmUXQ&t=2251,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,塗師,深見,大田,小田,藤尾,荒井孝","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","高橋,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田","R,L,L,L,R,R,R,R,R,R","L,L,L,L,R,L,R,R,R,R","Takuma, Nushi",,"Ken, Yasuda",,,,,,,,,,,,,,
79,17.0,78.0,2025/2/26,4028.667000770569,3518.667000770569,1740535504.734002,5.0,1.0,pos1_2,Left,芝浦工業大,5,深見,Left,TOK,2,Top,2,0,0,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,93.0,0.31,0.108,,,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,3,,,安田,Nothing,,,,,,2505620079,ボール,,4026.0,https://youtu.be/AuszmHT4JtQ&t=4026,2278.0,https://youtu.be/-Er63jcmUXQ&t=2278,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,塗師,深見,大田,小田,藤尾,荒井孝","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","高橋,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田","R,L,L,L,R,R,R,R,R,R","L,L,L,L,R,L,R,R,R,R","Yuto, Fukami",,,"Ken, Yasuda",,,,,,,,,,,,,
80,18.0,79.0,2025/2/26,4045.9954130649567,3535.9954130649567,1740535522.0624142,5.0,2.0,pos1_2,Left,芝浦工業大,5,深見,Left,TOK,2,Top,2,1,0,Slider,InPlay,Undefined,GroundBall,Out,1,0,,103.0,0.906,-0.204,34.644130822109226,38.43123587817888,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,3,,,安田,Undefined,,,,3,3A,2505620080,一ゴ,,4043.0,https://youtu.be/AuszmHT4JtQ&t=4043,2295.0,https://youtu.be/-Er63jcmUXQ&t=2295,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,塗師,深見,大田,小田,藤尾,荒井孝","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","高橋,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田","R,L,L,L,R,R,R,R,R,R","L,L,L,L,R,L,R,R,R,R","Yuto, Fukami",,,"Ken, Yasuda",,,,,,,,,,,,,
81,20.0,80.0,2025/2/26,4171.025851964951,3661.025852918625,1740535647.092854,1.0,1.0,高橋,Right,TOK,5,batter5,Left,芝浦工業大,2,Bottom,0,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,128.0,0.482,0.473,,,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2505620081,ボール,,4169.0,https://youtu.be/AuszmHT4JtQ&t=4169,2329.0,https://youtu.be/-Er63jcmUXQ&t=2329,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,塗師,深見,大田,小田,藤尾,荒井孝","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","高橋,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田","R,L,L,L,R,L,R,R,R,R","L,L,L,L,R,L,R,R,R,R",,,,,,,"Naoto, Takahashi","Yuto, Fukami","Takuma, Nushi","Kota, Arai","Eisuke, Ohta","Shu, Oda","Yuna, Okabayashi","Koichiro, Ito","Ken, Yasuda",,
82,21.0,81.0,2025/2/26,4180.089849948883,3670.089849948883,1740535656.156852,1.0,2.0,高橋,Right,TOK,5,batter5,Left,芝浦工業大,2,Bottom,0,1,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,129.0,0.303,-0.084,,,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2505620082,ボール,,4178.0,https://youtu.be/AuszmHT4JtQ&t=4178,2338.0,https://youtu.be/-Er63jcmUXQ&t=2338,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,塗師,深見,大田,小田,藤尾,荒井孝","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","高橋,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田","R,L,L,L,R,L,R,R,R,R","L,L,L,L,R,L,R,R,R,R",,,,,,,"Naoto, Takahashi","Yuto, Fukami","Takuma, Nushi","Kota, Arai","Eisuke, Ohta","Shu, Oda","Yuna, Okabayashi","Koichiro, Ito","Ken, Yasuda",,
83,22.0,82.0,2025/2/26,4192.221399784088,3682.2214007377625,1740535668.2884018,1.0,3.0,高橋,Right,TOK,5,batter5,Left,芝浦工業大,2,Bottom,0,2,0,Fastball,FoulBall,Undefined,FlyBall,Undefined,0,0,,130.0,0.942,0.104,34.51327433628319,-67.38013505,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,,,,,Undefined,,,,,,2505620083,ファール,,4190.0,https://youtu.be/AuszmHT4JtQ&t=4190,2351.0,https://youtu.be/-Er63jcmUXQ&t=2351,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,塗師,深見,大田,小田,藤尾,荒井孝","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","高橋,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田","R,L,L,L,R,L,R,R,R,R","L,L,L,L,R,L,R,R,R,R",,,,,,,"Naoto, Takahashi","Yuto, Fukami","Takuma, Nushi","Kota, Arai","Eisuke, Ohta","Shu, Oda","Yuna, Okabayashi","Koichiro, Ito","Ken, Yasuda",,
84,23.0,83.0,2025/2/26,4211.113243818283,3701.113243818283,1740535687.180246,1.0,4.0,高橋,Right,TOK,5,batter5,Left,芝浦工業大,2,Bottom,0,2,1,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,128.0,1.183,0.244,,,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2505620084,ボール,,4209.0,https://youtu.be/AuszmHT4JtQ&t=4209,2362.0,https://youtu.be/-Er63jcmUXQ&t=2362,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,塗師,深見,大田,小田,藤尾,荒井孝","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","高橋,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田","R,L,L,L,R,L,R,R,R,R","L,L,L,L,R,L,R,R,R,R",,,,,,,"Naoto, Takahashi","Yuto, Fukami","Takuma, Nushi","Kota, Arai","Eisuke, Ohta","Shu, Oda","Yuna, Okabayashi","Koichiro, Ito","Ken, Yasuda",,
85,24.0,84.0,2025/2/26,4221.195906877518,3711.195907831192,1740535697.262909,1.0,5.0,高橋,Right,TOK,5,batter5,Left,芝浦工業大,2,Bottom,0,3,1,Cutter,InPlay,Undefined,LineDrive,Single,0,0,,125.0,0.8340000000000001,0.22,81.34856774712493,-30.7499673,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,,,,,Undefined,,,,7,7,2505620085,左安,,4219.0,https://youtu.be/AuszmHT4JtQ&t=4219,2372.0,https://youtu.be/-Er63jcmUXQ&t=2372,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,塗師,深見,大田,小田,藤尾,荒井孝","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","高橋,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田","R,L,L,L,R,L,R,R,R,R","L,L,L,L,R,L,R,R,R,R",,,,,,,"Naoto, Takahashi","Yuto, Fukami","Takuma, Nushi","Kota, Arai","Eisuke, Ohta","Shu, Oda","Yuna, Okabayashi","Koichiro, Ito","Ken, Yasuda",,
86,25.0,85.0,2025/2/26,4254.738056898117,3744.738057851792,1740535730.805059,2.0,1.0,高橋,Right,TOK,6,batter6,Right,芝浦工業大,2,Bottom,0,0,0,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,114.0,0.8340000000000001,-0.228,,,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,1,batter5,,,Nothing,,,,,,2505620086,見逃し,,4252.0,https://youtu.be/AuszmHT4JtQ&t=4252,2393.0,https://youtu.be/-Er63jcmUXQ&t=2393,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,塗師,深見,大田,小田,藤尾,荒井孝","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","高橋,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田","R,L,L,L,R,L,R,R,R,R","L,L,L,L,R,L,R,R,R,R",,,,,,,"Naoto, Takahashi","Yuto, Fukami","Takuma, Nushi","Kota, Arai","Eisuke, Ohta","Shu, Oda","Yuna, Okabayashi","Koichiro, Ito","Ken, Yasuda",,
87,26.0,86.0,2025/2/26,4271.411750793457,3761.411752,1740535747.478753,2.0,2.0,高橋,Right,TOK,6,batter6,Right,芝浦工業大,2,Bottom,0,0,1,Cutter,BallCalled,Undefined,Undefined,Undefined,0,0,,126.0,0.966,-0.453,,,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,1,batter5,,,Nothing,,,,,,2505620087,ボール,,4269.0,https://youtu.be/AuszmHT4JtQ&t=4269,2409.0,https://youtu.be/-Er63jcmUXQ&t=2409,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,塗師,深見,大田,小田,藤尾,荒井孝","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","高橋,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田","R,L,L,L,R,L,R,R,R,R","L,L,L,L,R,L,R,R,R,R",,,,,,,"Naoto, Takahashi","Yuto, Fukami","Takuma, Nushi","Kota, Arai","Eisuke, Ohta","Shu, Oda","Yuna, Okabayashi","Koichiro, Ito","Ken, Yasuda",,
88,27.0,87.0,2025/2/26,4286.317589044571,3776.317589044571,1740535762.384591,2.0,3.0,高橋,Right,TOK,6,batter6,Right,芝浦工業大,2,Bottom,0,1,1,Fastball,FoulBall,Undefined,GroundBall,Undefined,0,0,,,0.866,0.208,31.839281924665045,-76.60750225,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,1,batter5,,,Undefined,,,,,,2505620088,ファール,,4284.0,https://youtu.be/AuszmHT4JtQ&t=4284,2424.0,https://youtu.be/-Er63jcmUXQ&t=2424,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,塗師,深見,大田,小田,藤尾,荒井孝","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","高橋,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田","R,L,L,L,R,L,R,R,R,R","L,L,L,L,R,L,R,R,R,R",,,,,,,"Naoto, Takahashi","Yuto, Fukami","Takuma, Nushi","Kota, Arai","Eisuke, Ohta","Shu, Oda","Yuna, Okabayashi","Koichiro, Ito","Ken, Yasuda",,
89,28.0,88.0,2025/2/26,4306.573528766632,3796.573528766632,1740535782.64053,2.0,4.0,高橋,Right,TOK,6,batter6,Right,芝浦工業大,2,Bottom,0,1,2,Cutter,FoulBall,Undefined,GroundBall,Undefined,0,0,,,0.942,-0.092,27.26180849690153,-76.86597769,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,1,batter5,,,Undefined,,,,,,2505620089,ファール,,4304.0,https://youtu.be/AuszmHT4JtQ&t=4304,2444.0,https://youtu.be/-Er63jcmUXQ&t=2444,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,塗師,深見,大田,小田,藤尾,荒井孝","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","高橋,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田","R,L,L,L,R,L,R,R,R,R","L,L,L,L,R,L,R,R,R,R",,,,,,,"Naoto, Takahashi","Yuto, Fukami","Takuma, Nushi","Kota, Arai","Eisuke, Ohta","Shu, Oda","Yuna, Okabayashi","Koichiro, Ito","Ken, Yasuda",,
90,29.0,89.0,2025/2/26,4324.527716875076,3814.527716875076,1740535800.594719,2.0,5.0,高橋,Right,TOK,6,batter6,Right,芝浦工業大,2,Bottom,0,1,2,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,110.0,0.674,-0.46,,,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,1,batter5,,,Nothing,,,,,,2505620090,ボール,,4322.0,https://youtu.be/AuszmHT4JtQ&t=4322,2454.0,https://youtu.be/-Er63jcmUXQ&t=2454,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,塗師,深見,大田,小田,藤尾,荒井孝","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","高橋,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田","R,L,L,L,R,L,R,R,R,R","L,L,L,L,R,L,R,R,R,R",,,,,,,"Naoto, Takahashi","Yuto, Fukami","Takuma, Nushi","Kota, Arai","Eisuke, Ohta","Shu, Oda","Yuna, Okabayashi","Koichiro, Ito","Ken, Yasuda",,
91,30.0,90.0,2025/2/26,4341.19605088234,3831.196050882339,1740535817.263053,2.0,6.0,高橋,Right,TOK,6,batter6,Right,芝浦工業大,2,Bottom,0,2,2,Cutter,InPlay,Undefined,GroundBall,Single,0,0,,123.0,0.562,-0.116,81.13435126533962,-26.09924209,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,1,batter5,,,Undefined,,,,7,7,2505620091,左安,,4339.0,https://youtu.be/AuszmHT4JtQ&t=4339,2469.0,https://youtu.be/-Er63jcmUXQ&t=2469,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,塗師,深見,大田,小田,藤尾,荒井孝","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","高橋,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田","R,L,L,L,R,L,R,R,R,R","L,L,L,L,R,L,R,R,R,R",,,,,,,"Naoto, Takahashi","Yuto, Fukami","Takuma, Nushi","Kota, Arai","Eisuke, Ohta","Shu, Oda","Yuna, Okabayashi","Koichiro, Ito","Ken, Yasuda",,
92,31.0,91.0,2025/2/26,4402.256889820099,3892.256889820099,1740535878.323891,3.0,1.0,高橋,Right,TOK,7,batter7,Left,芝浦工業大,2,Bottom,0,0,0,Fastball,FoulBall,Undefined,Bunt,Undefined,0,0,A2B,,0.87,0.1159999999999999,27.196296334197307,-102.5288077,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,"1,2",batter6,batter5,,Undefined,,,,,,2505620092,ファール,,4400.0,https://youtu.be/AuszmHT4JtQ&t=4400,2513.0,https://youtu.be/-Er63jcmUXQ&t=2513,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,塗師,深見,大田,小田,藤尾,荒井孝","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","高橋,深見,塗師,荒井孝,大田,小田,岡林,伊藤,安田","R,L,L,L,R,L,R,L,R,R","L,L,L,L,R,L,R,R,R,R",,,,,,,"Naoto, Takahashi","Yuto, Fukami","Takuma, Nushi","Kota, Arai","Eisuke, Ohta","Shu, Oda","Yuna, Okabayashi","Koichiro, Ito","Ken, Yasuda",,
