count,pitchcount,PitchNo,Date,time1,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,Batter_romaji,on_1b_romaji,on_2b_romaji,on_3b_romaji,Pitcher_romaji,C_romaji,1B_romaji,2B_romaji,3B_romaji,SS_romaji,LF_romaji,CF_romaji,RF_romaji,error_person_romaji,scored_person_romaji,run_person_romaji
23,10.0,24.0,2025/8/19,2310.875794,810.8757977,1755567139,2.0,6.0,栗林,Right,TOK,2,batter2,Left,立正大,1,Bottom,1,3,2,Fastball,HitByPitch,Undefined,Undefined,Undefined,0,0,,,0.994,-0.64,,,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523020023,死球,,2308.0,https://youtu.be/NGnaMlDQ-sM&t=2308,626.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=626,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大沼,長谷川,スタンリー,矢田貝,堀端,山本,田崎,内海,塗師","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","栗林,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","R,R,L,R,R,R,R,R,R,R",,,,,"Kazuki, Kuribayashi","Uchiumi, Noboru","Kai, Stanley","Takuma, Nushi","Onuma, Atomu","Tasaki, Shu","Akira, Yamamoto","Taiki, Horibata","Hasegawa, Yu",,,
24,11.0,25.0,2025/8/19,2354.90552,854.9055245,1755567183,3.0,1.0,栗林,Right,TOK,3,batter3,Left,立正大,1,Bottom,1,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,125.0,1.217,0.48,,,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,1,batter2,,,Nothing,,,,,,2523020024,ボール,,2352.0,https://youtu.be/NGnaMlDQ-sM&t=2352,653.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=653,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大沼,長谷川,スタンリー,矢田貝,堀端,山本,田崎,内海,塗師","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","栗林,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","R,R,L,R,R,R,R,R,R,R",,,,,"Kazuki, Kuribayashi","Uchiumi, Noboru","Kai, Stanley","Takuma, Nushi","Onuma, Atomu","Tasaki, Shu","Akira, Yamamoto","Taiki, Horibata","Hasegawa, Yu",,,
25,,,2025/8/19,2374.946323,874.9463274,1755567203,,,栗林,Right,TOK,3,batter3,Left,立正大,1,Bottom,1,1,0,,,,,,0,0,,,,,,,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,1,batter2,,,PickOff,,,,"1,3","1,3",2523020025,牽制,,2372.0,https://youtu.be/NGnaMlDQ-sM&t=2372,673.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=673,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大沼,長谷川,スタンリー,矢田貝,堀端,山本,田崎,内海,塗師","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","栗林,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","R,R,L,R,R,R,R,R,R,R",,,,,"Kazuki, Kuribayashi","Uchiumi, Noboru","Kai, Stanley","Takuma, Nushi","Onuma, Atomu","Tasaki, Shu","Akira, Yamamoto","Taiki, Horibata","Hasegawa, Yu",,,
26,12.0,26.0,2025/8/19,2385.526119,885.5261219,1755567214,3.0,2.0,栗林,Right,TOK,3,batter3,Left,立正大,1,Bottom,1,1,0,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,0.994,0.276,,,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,1,batter2,,,Nothing,,,,,,2523020026,見逃し,,2383.0,https://youtu.be/NGnaMlDQ-sM&t=2383,683.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=683,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大沼,長谷川,スタンリー,矢田貝,堀端,山本,田崎,内海,塗師","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","栗林,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","R,R,L,R,R,R,R,R,R,R",,,,,"Kazuki, Kuribayashi","Uchiumi, Noboru","Kai, Stanley","Takuma, Nushi","Onuma, Atomu","Tasaki, Shu","Akira, Yamamoto","Taiki, Horibata","Hasegawa, Yu",,,
27,13.0,27.0,2025/8/19,2405.419395,905.4193981,1755567233,3.0,3.0,栗林,Right,TOK,3,batter3,Left,立正大,1,Bottom,1,1,1,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,,1.123,0.38,,,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,1,batter2,,,Nothing,,,,,,2523020027,ボール,,2403.0,https://youtu.be/NGnaMlDQ-sM&t=2403,703.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=703,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大沼,長谷川,スタンリー,矢田貝,堀端,山本,田崎,内海,塗師","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","栗林,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","R,R,L,R,R,R,R,R,R,R",,,,,"Kazuki, Kuribayashi","Uchiumi, Noboru","Kai, Stanley","Takuma, Nushi","Onuma, Atomu","Tasaki, Shu","Akira, Yamamoto","Taiki, Horibata","Hasegawa, Yu",,,
28,14.0,28.0,2025/8/19,2423.320634,923.320637,1755567251,3.0,4.0,栗林,Right,TOK,3,batter3,Left,立正大,1,Bottom,1,2,1,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,0.586,0.024,,,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,1,batter2,,,StolenBase,batter2,,,,,2523020028,見逃し[盗塁],,2421.0,https://youtu.be/NGnaMlDQ-sM&t=2421,721.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=721,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大沼,長谷川,スタンリー,矢田貝,堀端,山本,田崎,内海,塗師","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","栗林,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","R,R,L,R,R,R,R,R,R,R",,,,,"Kazuki, Kuribayashi","Uchiumi, Noboru","Kai, Stanley","Takuma, Nushi","Onuma, Atomu","Tasaki, Shu","Akira, Yamamoto","Taiki, Horibata","Hasegawa, Yu",,,
29,15.0,29.0,2025/8/19,2453.640533,953.6405363,1755567282,3.0,5.0,栗林,Right,TOK,3,batter3,Left,立正大,1,Bottom,1,2,2,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.397,-0.447,,,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,2,,batter2,,Nothing,,,,,,2523020029,ボール,,2451.0,https://youtu.be/NGnaMlDQ-sM&t=2451,751.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=751,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大沼,長谷川,スタンリー,矢田貝,堀端,山本,田崎,内海,塗師","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","栗林,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","R,R,L,R,R,R,R,R,R,R",,,,,"Kazuki, Kuribayashi","Uchiumi, Noboru","Kai, Stanley","Takuma, Nushi","Onuma, Atomu","Tasaki, Shu","Akira, Yamamoto","Taiki, Horibata","Hasegawa, Yu",,,
30,16.0,30.0,2025/8/19,2477.380681,977.3806853,1755567305,3.0,6.0,栗林,Right,TOK,3,batter3,Left,立正大,1,Bottom,1,3,2,Slider,InPlay,Undefined,LineDrive,Single,0,0,,,0.558,0.176,52.64722353,27.71368483,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,2,,batter2,,Undefined,,,,9,9,2523020030,右安,,2475.0,https://youtu.be/NGnaMlDQ-sM&t=2475,775.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=775,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大沼,長谷川,スタンリー,矢田貝,堀端,山本,田崎,内海,塗師","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","栗林,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","R,R,L,R,R,R,R,R,R,R",,,,,"Kazuki, Kuribayashi","Uchiumi, Noboru","Kai, Stanley","Takuma, Nushi","Onuma, Atomu","Tasaki, Shu","Akira, Yamamoto","Taiki, Horibata","Hasegawa, Yu",,,
31,17.0,31.0,2025/8/19,2528.875868,1028.875874,1755567357,4.0,1.0,栗林,Right,TOK,4,batter4,Right,立正大,1,Bottom,1,0,0,Fastball,FoulBall,Undefined,FlyBall,Undefined,0,0,,127.0,0.61,-0.22,52.55458419,73.70120362,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,"1,3",batter3,,batter2,Undefined,,,,,,2523020031,ファール,,2526.0,https://youtu.be/NGnaMlDQ-sM&t=2526,808.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=808,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大沼,長谷川,スタンリー,矢田貝,堀端,山本,田崎,内海,塗師","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","栗林,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","R,R,L,R,R,R,R,R,R,R",,,,,"Kazuki, Kuribayashi","Uchiumi, Noboru","Kai, Stanley","Takuma, Nushi","Onuma, Atomu","Tasaki, Shu","Akira, Yamamoto","Taiki, Horibata","Hasegawa, Yu",,,
32,18.0,32.0,2025/8/19,2547.336718,1047.336722,1755567375,4.0,2.0,栗林,Right,TOK,4,batter4,Right,立正大,1,Bottom,1,0,1,Fastball,BallCalled,Undefined,Undefined,Undefined,0,1,,,0.437,-0.447,,,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,"1,3",batter3,,batter2,StolenBase,batter2,,batter2,,,2523020032,ボール[盗塁]①,,2545.0,https://youtu.be/NGnaMlDQ-sM&t=2545,827.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=827,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大沼,長谷川,スタンリー,矢田貝,堀端,山本,田崎,内海,塗師","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","栗林,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","R,R,L,R,R,R,R,R,R,R",,,,,"Kazuki, Kuribayashi","Uchiumi, Noboru","Kai, Stanley","Takuma, Nushi","Onuma, Atomu","Tasaki, Shu","Akira, Yamamoto","Taiki, Horibata","Hasegawa, Yu",,,
33,19.0,33.0,2025/8/19,2593.324216,1093.324219,1755567421,4.0,3.0,栗林,Right,TOK,4,batter4,Right,立正大,1,Bottom,1,1,1,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,0.49,-0.236,,,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,2,,batter3,,Nothing,,,,,,2523020033,見逃し,,2591.0,https://youtu.be/NGnaMlDQ-sM&t=2591,873.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=873,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大沼,長谷川,スタンリー,矢田貝,堀端,山本,田崎,内海,塗師","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","栗林,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","R,R,L,R,R,R,R,R,R,R",,,,,"Kazuki, Kuribayashi","Uchiumi, Noboru","Kai, Stanley","Takuma, Nushi","Onuma, Atomu","Tasaki, Shu","Akira, Yamamoto","Taiki, Horibata","Hasegawa, Yu",,,
34,20.0,34.0,2025/8/19,2603.531403,1103.531409,1755567432,4.0,4.0,栗林,Right,TOK,4,batter4,Right,立正大,1,Bottom,1,1,2,Slider,FoulBall,Undefined,FlyBall,Undefined,0,0,,,0.49,0.196,44.5779228,87.72454356,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,2,,batter3,,Undefined,,,,,,2523020034,ファール,,2601.0,https://youtu.be/NGnaMlDQ-sM&t=2601,883.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=883,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大沼,長谷川,スタンリー,矢田貝,堀端,山本,田崎,内海,塗師","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","栗林,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","R,R,L,R,R,R,R,R,R,R",,,,,"Kazuki, Kuribayashi","Uchiumi, Noboru","Kai, Stanley","Takuma, Nushi","Onuma, Atomu","Tasaki, Shu","Akira, Yamamoto","Taiki, Horibata","Hasegawa, Yu",,,
35,21.0,35.0,2025/8/19,2629.599842,1129.599847,1755567458,4.0,5.0,栗林,Right,TOK,4,batter4,Right,立正大,1,Bottom,1,1,2,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.277,-0.288,,,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,2,,batter3,,Nothing,,,,,,2523020035,ボール,,2627.0,https://youtu.be/NGnaMlDQ-sM&t=2627,909.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=909,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大沼,長谷川,スタンリー,矢田貝,堀端,山本,田崎,内海,塗師","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","栗林,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","R,R,L,R,R,R,R,R,R,R",,,,,"Kazuki, Kuribayashi","Uchiumi, Noboru","Kai, Stanley","Takuma, Nushi","Onuma, Atomu","Tasaki, Shu","Akira, Yamamoto","Taiki, Horibata","Hasegawa, Yu",,,
36,22.0,36.0,2025/8/19,2648.737574,1148.737576,1755567477,4.0,6.0,栗林,Right,TOK,4,batter4,Right,立正大,1,Bottom,1,2,2,Fastball,InPlay,Undefined,Popup,Out,1,0,,,0.894,0.313,33.29545973,29.7448813,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,2,,batter3,,Undefined,,,,3,3,2523020036,一飛,,2646.0,https://youtu.be/NGnaMlDQ-sM&t=2646,928.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=928,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大沼,長谷川,スタンリー,矢田貝,堀端,山本,田崎,内海,塗師","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","栗林,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","R,R,L,R,R,R,R,R,R,R",,,,,"Kazuki, Kuribayashi","Uchiumi, Noboru","Kai, Stanley","Takuma, Nushi","Onuma, Atomu","Tasaki, Shu","Akira, Yamamoto","Taiki, Horibata","Hasegawa, Yu",,,
37,23.0,37.0,2025/8/19,2685.219831,1185.219833,1755567513,5.0,1.0,栗林,Right,TOK,5,batter5,Left,立正大,1,Bottom,2,0,0,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,105.0,0.558,-0.387,,,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,2,,batter3,,Nothing,,,,,,2523020037,見逃し,,2683.0,https://youtu.be/NGnaMlDQ-sM&t=2683,954.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=954,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大沼,長谷川,スタンリー,矢田貝,堀端,山本,田崎,内海,塗師","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","栗林,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","R,R,L,R,R,R,R,R,R,R",,,,,"Kazuki, Kuribayashi","Uchiumi, Noboru","Kai, Stanley","Takuma, Nushi","Onuma, Atomu","Tasaki, Shu","Akira, Yamamoto","Taiki, Horibata","Hasegawa, Yu",,,
38,24.0,38.0,2025/8/19,2705.76772,1205.767723,1755567534,5.0,2.0,栗林,Right,TOK,5,batter5,Left,立正大,1,Bottom,2,0,1,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,1.223,0.092,,,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,2,,batter3,,Nothing,,,,,,2523020038,ボール,,2703.0,https://youtu.be/NGnaMlDQ-sM&t=2703,975.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=975,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大沼,長谷川,スタンリー,矢田貝,堀端,山本,田崎,内海,塗師","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","栗林,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","R,R,L,R,R,R,R,R,R,R",,,,,"Kazuki, Kuribayashi","Uchiumi, Noboru","Kai, Stanley","Takuma, Nushi","Onuma, Atomu","Tasaki, Shu","Akira, Yamamoto","Taiki, Horibata","Hasegawa, Yu",,,
39,25.0,39.0,2025/8/19,2723.813463,1223.813466,1755567552,5.0,3.0,栗林,Right,TOK,5,batter5,Left,立正大,1,Bottom,2,1,1,Slider,FoulBall,Undefined,FlyBall,Undefined,0,0,,,0.57,0.184,91.6042013,-49.17856897,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,2,,batter3,,Undefined,,,,,,2523020039,ファール,,2721.0,https://youtu.be/NGnaMlDQ-sM&t=2721,993.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=993,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大沼,長谷川,スタンリー,矢田貝,堀端,山本,田崎,内海,塗師","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","栗林,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","R,R,L,R,R,R,R,R,R,R",,,,,"Kazuki, Kuribayashi","Uchiumi, Noboru","Kai, Stanley","Takuma, Nushi","Onuma, Atomu","Tasaki, Shu","Akira, Yamamoto","Taiki, Horibata","Hasegawa, Yu",,,
40,26.0,40.0,2025/8/19,2764.034232,1264.034237,1755567592,5.0,4.0,栗林,Right,TOK,5,batter5,Left,立正大,1,Bottom,2,1,2,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,1.117,0.467,,,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,2,,batter3,,Nothing,,,,,,2523020040,ボール,,2762.0,https://youtu.be/NGnaMlDQ-sM&t=2762,1033.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=1033,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大沼,長谷川,スタンリー,矢田貝,堀端,山本,田崎,内海,塗師","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","栗林,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","R,R,L,R,R,R,R,R,R,R",,,,,"Kazuki, Kuribayashi","Uchiumi, Noboru","Kai, Stanley","Takuma, Nushi","Onuma, Atomu","Tasaki, Shu","Akira, Yamamoto","Taiki, Horibata","Hasegawa, Yu",,,
41,27.0,41.0,2025/8/19,2783.178232,1283.178234,1755567611,5.0,5.0,栗林,Right,TOK,5,batter5,Left,立正大,1,Bottom,2,2,2,Fastball,FoulBall,Undefined,GroundBall,Undefined,0,0,,,0.538,-0.313,54.93065769,65.91254769,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,2,,batter3,,Undefined,,,,,,2523020041,ファール,,2781.0,https://youtu.be/NGnaMlDQ-sM&t=2781,1052.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=1052,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大沼,長谷川,スタンリー,矢田貝,堀端,山本,田崎,内海,塗師","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","栗林,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","R,R,L,R,R,R,R,R,R,R",,,,,"Kazuki, Kuribayashi","Uchiumi, Noboru","Kai, Stanley","Takuma, Nushi","Onuma, Atomu","Tasaki, Shu","Akira, Yamamoto","Taiki, Horibata","Hasegawa, Yu",,,
42,28.0,42.0,2025/8/19,2814.300341,1314.300344,1755567642,5.0,6.0,栗林,Right,TOK,5,batter5,Left,立正大,1,Bottom,2,2,2,Fastball,FoulBall,Undefined,FlyBall,Undefined,0,0,,,1.197,0.36,8.436784452,-143.5307656,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,2,,batter3,,Undefined,,,,,,2523020042,ファール,,2812.0,https://youtu.be/NGnaMlDQ-sM&t=2812,1083.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=1083,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大沼,長谷川,スタンリー,矢田貝,堀端,山本,田崎,内海,塗師","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","栗林,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","R,R,L,R,R,R,R,R,R,R",,,,,"Kazuki, Kuribayashi","Uchiumi, Noboru","Kai, Stanley","Takuma, Nushi","Onuma, Atomu","Tasaki, Shu","Akira, Yamamoto","Taiki, Horibata","Hasegawa, Yu",,,
43,29.0,43.0,2025/8/19,2834.970897,1334.9709,1755567663,5.0,7.0,栗林,Right,TOK,5,batter5,Left,立正大,1,Bottom,2,2,2,Slider,InPlay,Undefined,FlyBall,HomeRun,0,2,,,0.922,-0.152,116.517307,32.80495034,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,2,,batter3,,Undefined,,,"batter3,batter5",9,9,2523020043,右本②,,2832.0,https://youtu.be/NGnaMlDQ-sM&t=2832,1104.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=1104,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大沼,長谷川,スタンリー,矢田貝,堀端,山本,田崎,内海,塗師","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","栗林,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","R,R,L,R,R,R,R,R,R,R",,,,,"Kazuki, Kuribayashi","Uchiumi, Noboru","Kai, Stanley","Takuma, Nushi","Onuma, Atomu","Tasaki, Shu","Akira, Yamamoto","Taiki, Horibata","Hasegawa, Yu",,,
44,30.0,44.0,2025/8/19,2879.748648,1379.74865,1755567708,6.0,1.0,栗林,Right,TOK,6,batter6,Left,立正大,1,Bottom,2,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,1.25,0.084,,,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523020044,ボール,,2877.0,https://youtu.be/NGnaMlDQ-sM&t=2877,1128.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=1128,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大沼,長谷川,スタンリー,矢田貝,堀端,山本,田崎,内海,塗師","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","栗林,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","R,R,L,R,R,R,R,R,R,R",,,,,"Kazuki, Kuribayashi","Uchiumi, Noboru","Kai, Stanley","Takuma, Nushi","Onuma, Atomu","Tasaki, Shu","Akira, Yamamoto","Taiki, Horibata","Hasegawa, Yu",,,
