count,pitchcount,PitchNo,Date,time1,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,Pitcher_romaji,C_romaji,1B_romaji,2B_romaji,3B_romaji,SS_romaji,LF_romaji,CF_romaji,RF_romaji,Batter_romaji,on_1b_romaji,on_2b_romaji,on_3b_romaji,runevent_romaji,scored_person_romaji,run_person_romaji,No,Player ID,Pitcher_rapsodo_pitch,MLB ID,Date_rapsodo_pitch,Pitch ID,TaggedPitchType_rapsodo_pitch,IsStrike,PlateLocSide_rapsodo_pitch,PlateLocHeight_rapsodo_pitch,RelSpeed_rapsodo_pitch,SpinRate,TrueSpin,SpinEfficiency,Tilt,Spin Confidence,Extension,InducedVertBreak,HorzBreak,VB (spin),HB (spin),HorizontalRelAngle,RelAngle,RelHeight,RelSide,GyroDegree,Unique ID,Device Serial Number,HorzApprAngle,VertApprAngle,Session Name,Intent Type,unixtime,No_rapsodo_hit,Player ID_rapsodo_hit,Batter_rapsodo_hit,MLB ID_rapsodo_hit,Date_rapsodo_hit,HitID,ExitSpeed,RelSpeed_rapsodo_hit,Angle,Direction,HitSpinRate,Distance,HitSpinTilt,SpinConfidence,PlateLocSide_rapsodo_hit,PlateLocHeight_rapsodo_hit,ContactDepth,Batname,SerialNumber,Unique ID_rapsodo_hit,Session Name_rapsodo_hit,unixtime_rapsodo_hit,RelSpeed_opensen
205,12.0,198.0,2025/4/26,9033.411002,8183.411005,1745637863,6.0,7.0,舘野,Left,明星大,9,杉浦,Right,TOK,7,Bottom,1,3,2,Fastball,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,135.92,0.962,0.048,,,TOK,#217fc4,東大,明星大,#251494,明星大,TodaiStadium,A,春季オープン戦,IFFW,"1,2,3",荒井慶,門田,秋元,Nothing,,,,,,2511500205,空三振,,9031,https://youtu.be/vGx3WT9jVJg&t=9031,5102.0,https://youtu.be/3ticAhbv9Ww&t=5102,石井,渡邉,中田,荒江,阿部,清水,菊井,廣岡,"酒井,樋口,中山,大原,秋元,門田,荒井慶,竹山,杉浦","菊井,中田,吉村,渡邉,阿部,清水,廣岡,石井,荒江","山崎,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原","舘野,石井,渡邉,中田,荒江,阿部,清水,菊井,廣岡","L,L,R,L,R,R,R,R,R,R","R,L,R,L,R,L,R,L,R,L",,,,,,,,,,"Kaito, Sugiura","Keito, Arai","Ryohei, Kadota","Ryo, Akimoto",,,,50.0,972671.0,TokyoBBC Left,,1745605468.0,1745637868.0,ChangeUp,N,-0.2586,0.9886,135.92,2133.54,1254.3,58.79,10:14,1.0,,19.0,-12.8,18.5,-24.7,2.57,0.98,1.45,-0.82,-53.99,972671@1745637868,V3P4DLKO0850A,1.5635961,-4.7229395,untitled,,1745637863.0,9793.0,1410155.0,Ohe Shotaro,,1745605467.0,1745637867.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1745637867,untitled,1745637863.0,136.0
206,13.0,199.0,2025/4/26,9062.844317,8212.84432,1745637893,7.0,1.0,舘野,Left,明星大,1,酒井,Left,TOK,7,Bottom,2,0,0,Slider,FoulBall,Undefined,GroundBall,Undefined,0,0,,113.91,0.814,0.104,45.24731443,67.78240573,TOK,#217fc4,東大,明星大,#251494,明星大,TodaiStadium,A,春季オープン戦,Normal,"1,2,3",荒井慶,門田,秋元,Undefined,,,,,,2511500206,ファール,,9060,https://youtu.be/vGx3WT9jVJg&t=9060,5119.0,https://youtu.be/3ticAhbv9Ww&t=5119,石井,渡邉,中田,荒江,阿部,清水,菊井,廣岡,"酒井,樋口,中山,大原,秋元,門田,荒井慶,竹山,杉浦","菊井,中田,吉村,渡邉,阿部,清水,廣岡,石井,荒江","山崎,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原","舘野,石井,渡邉,中田,荒江,阿部,清水,菊井,廣岡","L,L,R,L,R,R,R,R,R,R","R,L,R,L,R,L,R,L,R,L",,,,,,,,,,"Suguru, Sakai","Keito, Arai","Ryohei, Kadota","Ryo, Akimoto",,,,49.0,972671.0,TokyoBBC Left,,1745605498.0,1745637898.0,Curveball,Y,0.1755999999999999,0.6128,113.91,2710.83,2066.7,76.24,04:58,1.0,,-22.4,32.5,-45.3,28.0,2.47,2.33,1.5,-0.81,-40.32,972671@1745637898,V3P4DLKO0850A,4.9929113,-9.366411,untitled,,1745637893.0,9792.0,1410155.0,Ohe Shotaro,,1745605497.0,1745637897.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1745637897,untitled,1745637893.0,113.0
207,14.0,200.0,2025/4/26,9086.008754,8236.008757,1745637916,7.0,2.0,舘野,Left,明星大,1,酒井,Left,TOK,7,Bottom,2,0,1,Fastball,InPlay,Undefined,FlyBall,Out,1,0,,135.64,,,89.06893904,27.8380812,TOK,#217fc4,東大,明星大,#251494,明星大,TodaiStadium,A,春季オープン戦,Normal,"1,2,3",荒井慶,門田,秋元,Undefined,,,,9,9,2511500207,右飛,,9084,https://youtu.be/vGx3WT9jVJg&t=9084,5137.0,https://youtu.be/3ticAhbv9Ww&t=5137,石井,渡邉,中田,荒江,阿部,清水,菊井,廣岡,"酒井,樋口,中山,大原,秋元,門田,荒井慶,竹山,杉浦","菊井,中田,吉村,渡邉,阿部,清水,廣岡,石井,荒江","山崎,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原","舘野,石井,渡邉,中田,荒江,阿部,清水,菊井,廣岡","L,L,R,L,R,R,R,R,R,R","R,L,R,L,R,L,R,L,R,L",,,,,,,,,,"Suguru, Sakai","Keito, Arai","Ryohei, Kadota","Ryo, Akimoto",,,,48.0,972671.0,TokyoBBC Left,,1745605521.0,1745637921.0,ChangeUp,Y,0.0458,0.7474,135.64,2134.25,1297.1,60.78,10:14,1.0,,18.7,-11.7,18.5,-24.4,3.69,-0.17,1.44,-0.81,-52.57,972671@1745637921,V3P4DLKO0850A,2.772485,-5.2865605,untitled,,1745637916.0,9791.0,1410155.0,Ohe Shotaro,,1745605521.0,1745637921.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1745637921,untitled,1745637917.0,136.0
208,17.0,201.0,2025/4/26,9230.219152,8380.219155,1745638060,1.0,1.0,山崎,Right,TOK,1,菊井,Left,明星大,8,Top,0,0,0,Cutter,StrikeCalled,Undefined,Undefined,Undefined,0,0,,120.61,0.654,0.236,,,TOK,#217fc4,東大,明星大,#251494,明星大,TodaiStadium,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2511500208,見逃し,,9228,https://youtu.be/vGx3WT9jVJg&t=9228,5184.0,https://youtu.be/3ticAhbv9Ww&t=5184,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原,"酒井,樋口,中山,大原,秋元,門田,荒井慶,竹山,杉浦","菊井,中田,吉村,渡邉,阿部,清水,廣岡,石井,荒江","山崎,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原","舘野,石井,渡邉,中田,荒江,阿部,清水,菊井,廣岡","L,L,R,L,R,R,R,R,R,R","R,L,R,L,R,L,R,L,R,L","Ryu, Yamazaki","Kaito, Sugiura","Taiyo, Nakayama","Ryohei, Kadota","Ryo, Akimoto","Kosuke, Higuchi","Keito, Arai","Suguru, Sakai","Kaiki, Ohara",,,,,,,,972.0,991977.0,Ryu Yamazaki,,1745605665.0,1745638065.0,Slider,N,0.2917,0.6359,120.61,2328.96,131.0,5.63,02:24,1.0,2.1226501,0.7,-9.5,-0.7,0.8,-1.87,1.95,1.3,0.91,86.77,991977@1745638065,V3P4DLKO0850A,-2.5902703,-7.1132584,untitled,,1745638060.0,9782.0,1410155.0,Ohe Shotaro,,1745605664.0,1745638064.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1745638064,untitled,1745638060.0,121.0
209,18.0,202.0,2025/4/26,9242.155333,8392.155336,1745638072,1.0,2.0,山崎,Right,TOK,1,菊井,Left,明星大,8,Top,0,0,1,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,110.8,0.582,0.264,,,TOK,#217fc4,東大,明星大,#251494,明星大,TodaiStadium,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2511500209,見逃し,,9240,https://youtu.be/vGx3WT9jVJg&t=9240,5196.0,https://youtu.be/3ticAhbv9Ww&t=5196,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原,"酒井,樋口,中山,大原,秋元,門田,荒井慶,竹山,杉浦","菊井,中田,吉村,渡邉,阿部,清水,廣岡,石井,荒江","山崎,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原","舘野,石井,渡邉,中田,荒江,阿部,清水,菊井,廣岡","L,L,R,L,R,R,R,R,R,R","R,L,R,L,R,L,R,L,R,L","Ryu, Yamazaki","Kaito, Sugiura","Taiyo, Nakayama","Ryohei, Kadota","Ryo, Akimoto","Kosuke, Higuchi","Keito, Arai","Suguru, Sakai","Kaiki, Ohara",,,,,,,,971.0,991977.0,Ryu Yamazaki,,1745605676.0,1745638076.0,Undefined,N,,,110.8,,,,,,,,,,,,,,,,991977@1745638076,V3P4DLKO0850A,-1.313655,-2.5618415,untitled,,1745638071.0,9781.0,1410155.0,Ohe Shotaro,,1745605676.0,1745638076.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1745638076,untitled,1745638072.0,110.0
210,19.0,203.0,2025/4/26,9254.618613,8404.618616,1745638085,1.0,3.0,山崎,Right,TOK,1,菊井,Left,明星大,8,Top,0,0,2,Fastball,FoulBall,Undefined,FlyBall,Undefined,0,0,,131.92,0.614,0.32,26.84365782,-90.0,TOK,#217fc4,東大,明星大,#251494,明星大,TodaiStadium,A,春季オープン戦,Normal,,,,,Undefined,,,,,,2511500210,ファール,,9252,https://youtu.be/vGx3WT9jVJg&t=9252,5208.0,https://youtu.be/3ticAhbv9Ww&t=5208,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原,"酒井,樋口,中山,大原,秋元,門田,荒井慶,竹山,杉浦","菊井,中田,吉村,渡邉,阿部,清水,廣岡,石井,荒江","山崎,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原","舘野,石井,渡邉,中田,荒江,阿部,清水,菊井,廣岡","L,L,R,L,R,R,R,R,R,R","R,L,R,L,R,L,R,L,R,L","Ryu, Yamazaki","Kaito, Sugiura","Taiyo, Nakayama","Ryohei, Kadota","Ryo, Akimoto","Kosuke, Higuchi","Keito, Arai","Suguru, Sakai","Kaiki, Ohara",,,,,,,,970.0,991977.0,Ryu Yamazaki,,1745605689.0,1745638089.0,Fastball,N,0.565,0.8649,131.92,2162.98,1313.8,60.74,01:52,1.0,1.4392166,24.0,39.6,19.5,30.9,-2.53,1.46,1.32,0.9,52.6,991977@1745638089,V3P4DLKO0850A,0.3671694,-4.9799366,untitled,,1745638084.0,9780.0,1410155.0,Ohe Shotaro,,1745605689.0,1745638089.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1745638089,untitled,1745638085.0,128.0
211,20.0,204.0,2025/4/26,9272.73936,8422.739363,1745638103,1.0,4.0,山崎,Right,TOK,1,菊井,Left,明星大,8,Top,0,0,2,Fastball,InPlay,Undefined,GroundBall,Out,1,0,,130.98,0.574,-0.164,46.36150969,18.55023193,TOK,#217fc4,東大,明星大,#251494,明星大,TodaiStadium,A,春季オープン戦,Normal,,,,,Undefined,,,,"4,3","4,3",2511500211,二ゴ,,9270,https://youtu.be/vGx3WT9jVJg&t=9270,5226.0,https://youtu.be/3ticAhbv9Ww&t=5226,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原,"酒井,樋口,中山,大原,秋元,門田,荒井慶,竹山,杉浦","菊井,中田,吉村,渡邉,阿部,清水,廣岡,石井,荒江","山崎,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原","舘野,石井,渡邉,中田,荒江,阿部,清水,菊井,廣岡","L,L,R,L,R,R,R,R,R,R","R,L,R,L,R,L,R,L,R,L","Ryu, Yamazaki","Kaito, Sugiura","Taiyo, Nakayama","Ryohei, Kadota","Ryo, Akimoto","Kosuke, Higuchi","Keito, Arai","Suguru, Sakai","Kaiki, Ohara",,,,,,,,969.0,991977.0,Ryu Yamazaki,,1745605708.0,1745638108.0,Fastball,Y,-0.0393,0.7634000000000001,130.98,2142.6,1297.3,60.55,01:40,1.0,1.8318291,18.2,30.3,22.2,27.1,-4.41,1.0,1.39,0.91,52.74,991977@1745638108,V3P4DLKO0850A,-2.1478498,-5.7633433,untitled,,1745638103.0,9779.0,1410155.0,Ohe Shotaro,,1745605707.0,1745638107.0,166.3,131.0,-6.0,10.8,1386.7958,7.4,04:50,1.0,4.8,82.7,77.2,,V3P4DLKO0850A,1410155@1745638107,untitled,1745638103.0,
212,21.0,205.0,2025/4/26,9311.782698,8461.7827,1745638142,2.0,1.0,山崎,Right,TOK,2,花房,Left,明星大,8,Top,1,0,0,Cutter,BallCalled,Undefined,Undefined,Undefined,0,0,,121.73,0.614,0.567,,,TOK,#217fc4,東大,明星大,#251494,明星大,TodaiStadium,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2511500212,ボール,,9309,https://youtu.be/vGx3WT9jVJg&t=9309,5250.0,https://youtu.be/3ticAhbv9Ww&t=5250,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原,"酒井,樋口,中山,大原,秋元,門田,荒井慶,竹山,杉浦","菊井,花房,吉村,渡邉,阿部,清水,廣岡,石井,荒江","山崎,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原","舘野,石井,渡邉,花房,荒江,阿部,清水,菊井,廣岡","L,L,R,L,R,R,R,R,R,R","R,L,L,L,R,L,R,L,R,L","Ryu, Yamazaki","Kaito, Sugiura","Taiyo, Nakayama","Ryohei, Kadota","Ryo, Akimoto","Kosuke, Higuchi","Keito, Arai","Suguru, Sakai","Kaiki, Ohara",,,,,,,,968.0,991977.0,Ryu Yamazaki,,1745605744.0,1745638144.0,Slider,N,0.5559000000000001,0.9243,121.73,2357.21,136.9,5.81,00:02,0.5,2.367796,11.5,-4.5,1.9,-2.4,-1.24,2.32,1.31,0.94,86.67,991977@1745638144,V3P4DLKO0850A,-1.5836691,-5.473361,untitled,,1745638139.0,9778.0,1410155.0,Ohe Shotaro,,1745605743.0,1745638143.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1745638143,untitled,1745638139.0,122.0
213,22.0,206.0,2025/4/26,9323.531895,8473.531898,1745638154,2.0,2.0,山崎,Right,TOK,2,花房,Left,明星大,8,Top,1,1,0,Cutter,InPlay,Undefined,GroundBall,Double,0,0,,121.37,0.63,0.22,79.20230384,-39.55966797,TOK,#217fc4,東大,明星大,#251494,明星大,TodaiStadium,A,春季オープン戦,Normal,,,,,Undefined,,,,"7,6","7,6",2511500213,左2,,9321,https://youtu.be/vGx3WT9jVJg&t=9321,5262.0,https://youtu.be/3ticAhbv9Ww&t=5262,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原,"酒井,樋口,中山,大原,秋元,門田,荒井慶,竹山,杉浦","菊井,花房,吉村,渡邉,阿部,清水,廣岡,石井,荒江","山崎,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原","舘野,石井,渡邉,花房,荒江,阿部,清水,菊井,廣岡","L,L,R,L,R,R,R,R,R,R","R,L,L,L,R,L,R,L,R,L","Ryu, Yamazaki","Kaito, Sugiura","Taiyo, Nakayama","Ryohei, Kadota","Ryo, Akimoto","Kosuke, Higuchi","Keito, Arai","Suguru, Sakai","Kaiki, Ohara",,,,,,,,967.0,991977.0,Ryu Yamazaki,,1745605758.0,1745638158.0,Slider,Y,0.0648,0.8637999999999999,121.37,2429.23,149.7,6.16,08:16,1.0,2.083332,-2.0,-12.9,-3.3,-6.5,-2.74,2.71,1.29,0.96,86.47,991977@1745638158,V3P4DLKO0850A,-3.6992614,-6.015825,untitled,,1745638153.0,9777.0,1410155.0,Ohe Shotaro,,1745605758.0,1745638158.0,141.1,121.4,7.3,-36.2,4172.8276,45.6,09:50,1.0,6.8,81.1,-48.2,,V3P4DLKO0850A,1410155@1745638158,untitled,1745638154.0,117.0
214,23.0,207.0,2025/4/26,9378.766811,8528.766814,1745638209,3.0,1.0,山崎,Right,TOK,3,吉村,Left,明星大,8,Top,1,0,0,Cutter,StrikeCalled,Undefined,Undefined,Undefined,0,0,,122.86,0.542,0.232,,,TOK,#217fc4,東大,明星大,#251494,明星大,TodaiStadium,A,春季オープン戦,Normal,2,,花房,,Nothing,,,,,,2511500214,見逃し,,9376,https://youtu.be/vGx3WT9jVJg&t=9376,5302.0,https://youtu.be/3ticAhbv9Ww&t=5302,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原,"酒井,樋口,中山,大原,秋元,門田,荒井慶,竹山,杉浦","菊井,花房,吉村,渡邉,阿部,清水,廣岡,石井,荒江","山崎,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原","舘野,石井,渡邉,花房,荒江,阿部,清水,菊井,廣岡","L,L,R,L,R,R,R,R,R,R","R,L,L,L,R,L,R,L,R,L","Ryu, Yamazaki","Kaito, Sugiura","Taiyo, Nakayama","Ryohei, Kadota","Ryo, Akimoto","Kosuke, Higuchi","Keito, Arai","Suguru, Sakai","Kaiki, Ohara",,,,,,,,966.0,991977.0,Ryu Yamazaki,,1745605813.0,1745638213.0,Slider,N,0.2773,0.5538000000000001,122.86,2327.27,512.1,22.0,02:08,1.0,1.6228485,5.6,2.4,4.1,10.6,-2.4,1.49,1.31,0.94,77.29,991977@1745638213,V3P4DLKO0850A,-2.229137,-7.16061,untitled,,1745638208.0,9776.0,1410155.0,Ohe Shotaro,,1745605813.0,1745638213.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1745638213,untitled,1745638209.0,122.0
215,24.0,208.0,2025/4/26,9399.730367,8549.73037,1745638230,3.0,2.0,山崎,Right,TOK,3,吉村,Left,明星大,8,Top,1,0,1,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.277,0.224,,,TOK,#217fc4,東大,明星大,#251494,明星大,TodaiStadium,A,春季オープン戦,Normal,2,,花房,,Nothing,,,,,,2511500215,ボール,,9397,https://youtu.be/vGx3WT9jVJg&t=9397,5323.0,https://youtu.be/3ticAhbv9Ww&t=5323,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原,"酒井,樋口,中山,大原,秋元,門田,荒井慶,竹山,杉浦","菊井,花房,吉村,渡邉,阿部,清水,廣岡,石井,荒江","山崎,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原","舘野,石井,渡邉,花房,荒江,阿部,清水,菊井,廣岡","L,L,R,L,R,R,R,R,R,R","R,L,L,L,R,L,R,L,R,L","Ryu, Yamazaki","Kaito, Sugiura","Taiyo, Nakayama","Ryohei, Kadota","Ryo, Akimoto","Kosuke, Higuchi","Keito, Arai","Suguru, Sakai","Kaiki, Ohara",,,,,,,,965.0,991977.0,Ryu Yamazaki,,1745605834.0,1745638234.0,Undefined,,,,,,,,,,,,,,,,,,,,991977@1745638234,V3P4DLKO0850A,,,untitled,,1745638229.0,9775.0,1410155.0,Ohe Shotaro,,1745605833.0,1745638233.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1745638233,untitled,1745638229.0,112.0
216,25.0,209.0,2025/4/26,9423.061404,8573.061407,1745638253,3.0,3.0,山崎,Right,TOK,3,吉村,Left,明星大,8,Top,1,1,1,Slider,FoulBall,Undefined,FlyBall,Undefined,0,0,,107.87,0.57,0.307,36.67439053,-85.84871473,TOK,#217fc4,東大,明星大,#251494,明星大,TodaiStadium,A,春季オープン戦,Normal,2,,花房,,Undefined,,,,,,2511500216,ファール,,9421,https://youtu.be/vGx3WT9jVJg&t=9421,5347.0,https://youtu.be/3ticAhbv9Ww&t=5347,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原,"酒井,樋口,中山,大原,秋元,門田,荒井慶,竹山,杉浦","菊井,花房,吉村,渡邉,阿部,清水,廣岡,石井,荒江","山崎,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原","舘野,石井,渡邉,花房,荒江,阿部,清水,菊井,廣岡","L,L,R,L,R,R,R,R,R,R","R,L,L,L,R,L,R,L,R,L","Ryu, Yamazaki","Kaito, Sugiura","Taiyo, Nakayama","Ryohei, Kadota","Ryo, Akimoto","Kosuke, Higuchi","Keito, Arai","Suguru, Sakai","Kaiki, Ohara",,,,,,,,964.0,991977.0,Ryu Yamazaki,,1745605858.0,1745638258.0,Undefined,Y,,,107.87,,,,,,,,,,,,,,,,991977@1745638258,V3P4DLKO0850A,0.0,0.0,untitled,,1745638253.0,9774.0,1410155.0,Ohe Shotaro,,1745605857.0,1745638257.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1745638257,untitled,1745638253.0,110.0
217,26.0,210.0,2025/4/26,9454.042373,8604.042376,1745638284,3.0,4.0,山崎,Right,TOK,3,吉村,Left,明星大,8,Top,1,1,2,Fastball,InPlay,Undefined,Popup,Out,1,0,,131.85,0.918,-0.208,5.899705015,36.86989765,TOK,#217fc4,東大,明星大,#251494,明星大,TodaiStadium,A,春季オープン戦,Normal,2,,花房,,Undefined,,,,2,2,2511500217,捕飛,,9452,https://youtu.be/vGx3WT9jVJg&t=9452,5378.0,https://youtu.be/3ticAhbv9Ww&t=5378,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原,"酒井,樋口,中山,大原,秋元,門田,荒井慶,竹山,杉浦","菊井,花房,吉村,渡邉,阿部,清水,廣岡,石井,荒江","山崎,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原","舘野,石井,渡邉,花房,荒江,阿部,清水,菊井,廣岡","L,L,R,L,R,R,R,R,R,R","R,L,L,L,R,L,R,L,R,L","Ryu, Yamazaki","Kaito, Sugiura","Taiyo, Nakayama","Ryohei, Kadota","Ryo, Akimoto","Kosuke, Higuchi","Keito, Arai","Suguru, Sakai","Kaiki, Ohara",,,,,,,,963.0,991977.0,Ryu Yamazaki,,1745605889.0,1745638289.0,Fastball,Y,-0.1054,0.8375,131.85,2115.64,1299.3,61.41,01:20,1.0,1.5020351,23.6,6.1,27.4,23.9,-3.57,1.29,1.34,0.86,52.11,991977@1745638289,V3P4DLKO0850A,-3.1213436,-5.109251,untitled,,1745638284.0,9773.0,1410155.0,Ohe Shotaro,,1745605889.0,1745638289.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1745638289,untitled,1745638285.0,138.0
218,27.0,211.0,2025/4/26,9510.149983,8660.149986,1745638340,4.0,1.0,山崎,Right,TOK,4,渡邉,Right,明星大,8,Top,2,0,0,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,113.06,0.846,-0.216,,,TOK,#217fc4,東大,明星大,#251494,明星大,TodaiStadium,A,春季オープン戦,Normal,2,,花房,,Nothing,,,,,,2511500218,見逃し,,9508,https://youtu.be/vGx3WT9jVJg&t=9508,5399.0,https://youtu.be/3ticAhbv9Ww&t=5399,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原,"酒井,樋口,中山,大原,秋元,門田,荒井慶,竹山,杉浦","菊井,花房,吉村,渡邉,阿部,清水,廣岡,石井,荒江","山崎,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原","舘野,石井,渡邉,花房,荒江,阿部,清水,菊井,廣岡","L,L,R,L,R,R,R,R,R,R","R,L,L,L,R,L,R,L,R,L","Ryu, Yamazaki","Kaito, Sugiura","Taiyo, Nakayama","Ryohei, Kadota","Ryo, Akimoto","Kosuke, Higuchi","Keito, Arai","Suguru, Sakai","Kaiki, Ohara",,,,,,,,962.0,991977.0,Ryu Yamazaki,,1745605945.0,1745638345.0,Slider,N,-0.2919,0.9062,113.06,2779.23,1444.5,51.97,08:00,1.0,1.9242973,-11.1,-54.7,-20.4,-36.1,-2.56,4.07,1.31,0.97,58.69,991977@1745638345,V3P4DLKO0850A,-6.640784,-7.4500628,untitled,,1745638340.0,9772.0,1410155.0,Ohe Shotaro,,1745605944.0,1745638344.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1745638344,untitled,1745638340.0,111.0
219,28.0,212.0,2025/4/26,9529.237431,8679.237435,1745638359,4.0,2.0,山崎,Right,TOK,4,渡邉,Right,明星大,8,Top,2,0,1,Cutter,HitByPitch,Undefined,Undefined,Undefined,0,0,,116.89,0.674,0.813,,,TOK,#217fc4,東大,明星大,#251494,明星大,TodaiStadium,A,春季オープン戦,Normal,2,,花房,,Nothing,,,,,,2511500219,死球,,9527,https://youtu.be/vGx3WT9jVJg&t=9527,5418.0,https://youtu.be/3ticAhbv9Ww&t=5418,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原,"酒井,樋口,中山,大原,秋元,門田,荒井慶,竹山,杉浦","菊井,花房,吉村,渡邉,阿部,清水,廣岡,石井,荒江","山崎,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原","舘野,石井,渡邉,花房,荒江,阿部,清水,菊井,廣岡","L,L,R,L,R,R,R,R,R,R","R,L,L,L,R,L,R,L,R,L","Ryu, Yamazaki","Kaito, Sugiura","Taiyo, Nakayama","Ryohei, Kadota","Ryo, Akimoto","Kosuke, Higuchi","Keito, Arai","Suguru, Sakai","Kaiki, Ohara",,,,,,,,961.0,991977.0,Ryu Yamazaki,,1745605963.0,1745638363.0,Undefined,N,,,116.89,,,,,,,,,,,,,,,,991977@1745638363,V3P4DLKO0850A,3.2978802,2.2625036,untitled,,1745638358.0,9771.0,1410155.0,Ohe Shotaro,,1745605963.0,1745638363.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1745638363,untitled,1745638359.0,119.0
