count,pitchcount,PitchNo,Date,time1,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,Batter_romaji,on_1b_romaji,on_2b_romaji,on_3b_romaji,run_person_romaji,Pitcher_romaji,C_romaji,1B_romaji,2B_romaji,3B_romaji,SS_romaji,LF_romaji,CF_romaji,RF_romaji,error_person_romaji,scored_person_romaji
84,48,83,2025/7/20,2367.954762,2367.954762,1752976500,1,1,増田,Right,TOK,3,batter3,Left,城西大,3,Bottom,0,0,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,0.538,0.26,,,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2520000084,見逃し,,799,https://youtu.be/mPzeD3SLbxs&t=799,,,大山,門田,井之口,横井,青貝,安田,竹山,荒井慶,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,井之口,杉浦,荒井慶,竹山,青貝,大山,門田,横井","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","増田,大山,門田,井之口,横井,青貝,安田,竹山,荒井慶","R,L,R,L,L,R,R,R,R,R","R,L,L,R,R,R,R,R,R,R",,,,,,"Kosei, Masuda","Hiroto, Oyama","Ryohei, Kadota","Koji, Inokuchi","Shuntaro, Yokoi","Naomasa, Aogai","Ken, Yasuda","Naotaro, Takeyama","Keito, Arai",,
85,49,84,2025/7/20,2378.954762,2378.954762,1752976511,1,2,増田,Right,TOK,3,batter3,Left,城西大,3,Bottom,0,0,1,Splitter,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.177,0.056,,,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2520000085,ボール,,810,https://youtu.be/mPzeD3SLbxs&t=810,,,大山,門田,井之口,横井,青貝,安田,竹山,荒井慶,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,井之口,杉浦,荒井慶,竹山,青貝,大山,門田,横井","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","増田,大山,門田,井之口,横井,青貝,安田,竹山,荒井慶","R,L,R,L,L,R,R,R,R,R","R,L,L,R,R,R,R,R,R,R",,,,,,"Kosei, Masuda","Hiroto, Oyama","Ryohei, Kadota","Koji, Inokuchi","Shuntaro, Yokoi","Naomasa, Aogai","Ken, Yasuda","Naotaro, Takeyama","Keito, Arai",,
86,50,85,2025/7/20,2391.954762,2391.954762,1752976524,1,3,増田,Right,TOK,3,batter3,Left,城西大,3,Bottom,0,1,1,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,1.157,0.264,,,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2520000086,ボール,,823,https://youtu.be/mPzeD3SLbxs&t=823,,,大山,門田,井之口,横井,青貝,安田,竹山,荒井慶,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,井之口,杉浦,荒井慶,竹山,青貝,大山,門田,横井","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","増田,大山,門田,井之口,横井,青貝,安田,竹山,荒井慶","R,L,R,L,L,R,R,R,R,R","R,L,L,R,R,R,R,R,R,R",,,,,,"Kosei, Masuda","Hiroto, Oyama","Ryohei, Kadota","Koji, Inokuchi","Shuntaro, Yokoi","Naomasa, Aogai","Ken, Yasuda","Naotaro, Takeyama","Keito, Arai",,
87,51,86,2025/7/20,2405.954762,2405.954762,1752976538,1,4,増田,Right,TOK,3,batter3,Left,城西大,3,Bottom,0,2,1,Fastball,InPlay,Undefined,GroundBall,Out,1,0,,,,,39.64781742,17.76091192,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Undefined,,,,"4,3","4,3A",2520000087,二ゴ,,837,https://youtu.be/mPzeD3SLbxs&t=837,,,大山,門田,井之口,横井,青貝,安田,竹山,荒井慶,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,井之口,杉浦,荒井慶,竹山,青貝,大山,門田,横井","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","増田,大山,門田,井之口,横井,青貝,安田,竹山,荒井慶","R,L,R,L,L,R,R,R,R,R","R,L,L,R,R,R,R,R,R,R",,,,,,"Kosei, Masuda","Hiroto, Oyama","Ryohei, Kadota","Koji, Inokuchi","Shuntaro, Yokoi","Naomasa, Aogai","Ken, Yasuda","Naotaro, Takeyama","Keito, Arai",,
88,52,87,2025/7/20,2432.954762,2432.954762,1752976565,2,1,増田,Right,TOK,4,batter4,Left,城西大,3,Bottom,1,0,0,Splitter,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,,0.518,-0.128,,,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2520000088,空振り,,864,https://youtu.be/mPzeD3SLbxs&t=864,,,大山,門田,井之口,横井,青貝,安田,竹山,荒井慶,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,井之口,杉浦,荒井慶,竹山,青貝,大山,門田,横井","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","増田,大山,門田,井之口,横井,青貝,安田,竹山,荒井慶","R,L,R,L,L,R,R,R,R,R","R,L,L,R,R,R,R,R,R,R",,,,,,"Kosei, Masuda","Hiroto, Oyama","Ryohei, Kadota","Koji, Inokuchi","Shuntaro, Yokoi","Naomasa, Aogai","Ken, Yasuda","Naotaro, Takeyama","Keito, Arai",,
89,53,88,2025/7/20,2444.954762,2444.954762,1752976577,2,2,増田,Right,TOK,4,batter4,Left,城西大,3,Bottom,1,0,1,Splitter,FoulBall,Undefined,FlyBall,Undefined,0,0,,,0.626,0.128,12.10877625,-145.9228047,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Undefined,,,,,,2520000089,ファール,,876,https://youtu.be/mPzeD3SLbxs&t=876,,,大山,門田,井之口,横井,青貝,安田,竹山,荒井慶,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,井之口,杉浦,荒井慶,竹山,青貝,大山,門田,横井","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","増田,大山,門田,井之口,横井,青貝,安田,竹山,荒井慶","R,L,R,L,L,R,R,R,R,R","R,L,L,R,R,R,R,R,R,R",,,,,,"Kosei, Masuda","Hiroto, Oyama","Ryohei, Kadota","Koji, Inokuchi","Shuntaro, Yokoi","Naomasa, Aogai","Ken, Yasuda","Naotaro, Takeyama","Keito, Arai",,
90,54,89,2025/7/20,2464.954762,2464.954762,1752976597,2,3,増田,Right,TOK,4,batter4,Left,城西大,3,Bottom,1,0,2,Slider,InPlay,Undefined,LineDrive,Out,1,0,,,,,29.45867515,-34.80401175,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Undefined,,,,5,5,2520000090,三直,,896,https://youtu.be/mPzeD3SLbxs&t=896,,,大山,門田,井之口,横井,青貝,安田,竹山,荒井慶,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,井之口,杉浦,荒井慶,竹山,青貝,大山,門田,横井","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","増田,大山,門田,井之口,横井,青貝,安田,竹山,荒井慶","R,L,R,L,L,R,R,R,R,R","R,L,L,R,R,R,R,R,R,R",,,,,,"Kosei, Masuda","Hiroto, Oyama","Ryohei, Kadota","Koji, Inokuchi","Shuntaro, Yokoi","Naomasa, Aogai","Ken, Yasuda","Naotaro, Takeyama","Keito, Arai",,
91,55,90,2025/7/20,2496.954762,2496.954762,1752976629,3,1,増田,Right,TOK,5,batter5,Right,城西大,3,Bottom,2,0,0,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,0.614,-0.24,,,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2520000091,見逃し,,928,https://youtu.be/mPzeD3SLbxs&t=928,,,大山,門田,井之口,横井,青貝,安田,竹山,荒井慶,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,井之口,杉浦,荒井慶,竹山,青貝,大山,門田,横井","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","増田,大山,門田,井之口,横井,青貝,安田,竹山,荒井慶","R,L,R,L,L,R,R,R,R,R","R,L,L,R,R,R,R,R,R,R",,,,,,"Kosei, Masuda","Hiroto, Oyama","Ryohei, Kadota","Koji, Inokuchi","Shuntaro, Yokoi","Naomasa, Aogai","Ken, Yasuda","Naotaro, Takeyama","Keito, Arai",,
92,56,91,2025/7/20,2507.954762,2507.954762,1752976640,3,2,増田,Right,TOK,5,batter5,Right,城西大,3,Bottom,2,0,1,Splitter,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,,0.546,-0.24,,,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2520000092,空振り,,939,https://youtu.be/mPzeD3SLbxs&t=939,,,大山,門田,井之口,横井,青貝,安田,竹山,荒井慶,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,井之口,杉浦,荒井慶,竹山,青貝,大山,門田,横井","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","増田,大山,門田,井之口,横井,青貝,安田,竹山,荒井慶","R,L,R,L,L,R,R,R,R,R","R,L,L,R,R,R,R,R,R,R",,,,,,"Kosei, Masuda","Hiroto, Oyama","Ryohei, Kadota","Koji, Inokuchi","Shuntaro, Yokoi","Naomasa, Aogai","Ken, Yasuda","Naotaro, Takeyama","Keito, Arai",,
93,57,92,2025/7/20,2520.954762,2520.954762,1752976653,3,3,増田,Right,TOK,5,batter5,Right,城西大,3,Bottom,2,0,2,Splitter,FoulBall,Undefined,GroundBall,Undefined,0,0,,,,,15.07025342,-86.63353934,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Undefined,,,,,,2520000093,ファール,,953,https://youtu.be/mPzeD3SLbxs&t=953,,,大山,門田,井之口,横井,青貝,安田,竹山,荒井慶,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,井之口,杉浦,荒井慶,竹山,青貝,大山,門田,横井","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","増田,大山,門田,井之口,横井,青貝,安田,竹山,荒井慶","R,L,R,L,L,R,R,R,R,R","R,L,L,R,R,R,R,R,R,R",,,,,,"Kosei, Masuda","Hiroto, Oyama","Ryohei, Kadota","Koji, Inokuchi","Shuntaro, Yokoi","Naomasa, Aogai","Ken, Yasuda","Naotaro, Takeyama","Keito, Arai",,
94,58,93,2025/7/20,2541.954762,2541.954762,1752976674,3,4,増田,Right,TOK,5,batter5,Right,城西大,3,Bottom,2,0,2,Splitter,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,,0.506,0.208,,,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2520000094,空三振,,973,https://youtu.be/mPzeD3SLbxs&t=973,,,大山,門田,井之口,横井,青貝,安田,竹山,荒井慶,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,井之口,杉浦,荒井慶,竹山,青貝,大山,門田,横井","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","増田,大山,門田,井之口,横井,青貝,安田,竹山,荒井慶","R,L,R,L,L,R,R,R,R,R","R,L,L,R,R,R,R,R,R,R",,,,,,"Kosei, Masuda","Hiroto, Oyama","Ryohei, Kadota","Koji, Inokuchi","Shuntaro, Yokoi","Naomasa, Aogai","Ken, Yasuda","Naotaro, Takeyama","Keito, Arai",,
95,1,94,2025/7/20,2678.954762,2678.954762,1752976811,1,1,pos1_2,Left,城西大,3,杉浦,Right,TOK,4,Top,0,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,129,,,,,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2520000095,ボール,,1111,https://youtu.be/mPzeD3SLbxs&t=1111,,,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,井之口,杉浦,荒井慶,竹山,青貝,大山,門田,横井","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","増田,大山,門田,井之口,横井,青貝,安田,竹山,荒井慶","R,L,R,L,L,R,R,R,R,R","L,L,L,R,R,R,R,R,R,R","Kaito, Sugiura",,,,,,,,,,,,,,,
96,2,95,2025/7/20,2689.954762,2689.954762,1752976822,1,2,pos1_2,Left,城西大,3,杉浦,Right,TOK,4,Top,0,1,0,Fastball,InPlay,Undefined,FlyBall,Out,1,0,,116,,,43.29756491,19.91640599,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Undefined,,,,4,4,2520000096,二飛,,1122,https://youtu.be/mPzeD3SLbxs&t=1122,,,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,井之口,杉浦,荒井慶,竹山,青貝,大山,門田,横井","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","増田,大山,門田,井之口,横井,青貝,安田,竹山,荒井慶","R,L,R,L,L,R,R,R,R,R","L,L,L,R,R,R,R,R,R,R","Kaito, Sugiura",,,,,,,,,,,,,,,
97,3,96,2025/7/20,2719.954762,2719.954762,1752976852,2,1,pos1_2,Left,城西大,4,荒井慶,Right,TOK,4,Top,1,0,0,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,124,,,,,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2520000097,空振り,,1151,https://youtu.be/mPzeD3SLbxs&t=1151,,,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,井之口,杉浦,荒井慶,竹山,青貝,大山,門田,横井","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","増田,大山,門田,井之口,横井,青貝,安田,竹山,荒井慶","R,L,R,L,L,R,R,R,R,R","L,L,L,R,R,R,R,R,R,R","Keito, Arai",,,,,,,,,,,,,,,
98,4,97,2025/7/20,2730.954762,2730.954762,1752976863,2,2,pos1_2,Left,城西大,4,荒井慶,Right,TOK,4,Top,1,0,1,Curveball,FoulBall,Undefined,GroundBall,Undefined,0,0,,,0.974,-0.08,14.46631249,110.2825591,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Undefined,,,,,,2520000098,ファール,,1162,https://youtu.be/mPzeD3SLbxs&t=1162,,,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,井之口,杉浦,荒井慶,竹山,青貝,大山,門田,横井","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","増田,大山,門田,井之口,横井,青貝,安田,竹山,荒井慶","R,L,R,L,L,R,R,R,R,R","L,L,L,R,R,R,R,R,R,R","Keito, Arai",,,,,,,,,,,,,,,
99,5,98,2025/7/20,2760.954762,2760.954762,1752976893,2,3,pos1_2,Left,城西大,4,荒井慶,Right,TOK,4,Top,1,0,2,Fastball,FoulBall,Undefined,LineDrive,Undefined,0,0,,141,0.622,-0.188,14.27253145,161.9395281,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Undefined,,,,,,2520000099,ファール,,1192,https://youtu.be/mPzeD3SLbxs&t=1192,,,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,井之口,杉浦,荒井慶,竹山,青貝,大山,門田,横井","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","増田,大山,門田,井之口,横井,青貝,安田,竹山,荒井慶","R,L,R,L,L,R,R,R,R,R","L,L,L,R,R,R,R,R,R,R","Keito, Arai",,,,,,,,,,,,,,,
100,6,99,2025/7/20,2778.954762,2778.954762,1752976911,2,4,pos1_2,Left,城西大,4,荒井慶,Right,TOK,4,Top,1,0,2,ChangeUp,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,123,0.554,0.244,,,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2520000100,見三振,,1210,https://youtu.be/mPzeD3SLbxs&t=1210,,,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,井之口,杉浦,荒井慶,竹山,青貝,大山,門田,横井","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","増田,大山,門田,井之口,横井,青貝,安田,竹山,荒井慶","R,L,R,L,L,R,R,R,R,R","L,L,L,R,R,R,R,R,R,R","Keito, Arai",,,,,,,,,,,,,,,
101,7,100,2025/7/20,2805.954762,2805.954762,1752976938,3,1,pos1_2,Left,城西大,5,竹山,Right,TOK,4,Top,2,0,0,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,118,0.57,-0.407,,,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2520000101,ボール,,1237,https://youtu.be/mPzeD3SLbxs&t=1237,,,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,井之口,杉浦,荒井慶,竹山,青貝,大山,門田,横井","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","増田,大山,門田,井之口,横井,青貝,安田,竹山,荒井慶","R,L,R,L,L,R,R,R,R,R","L,L,L,R,R,R,R,R,R,R","Naotaro, Takeyama",,,,,,,,,,,,,,,
102,8,101,2025/7/20,2815.954762,2815.954762,1752976948,3,2,pos1_2,Left,城西大,5,竹山,Right,TOK,4,Top,2,1,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,133,1.11,-0.008,,,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2520000102,ボール,,1247,https://youtu.be/mPzeD3SLbxs&t=1247,,,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,井之口,杉浦,荒井慶,竹山,青貝,大山,門田,横井","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","増田,大山,門田,井之口,横井,青貝,安田,竹山,荒井慶","R,L,R,L,L,R,R,R,R,R","L,L,L,R,R,R,R,R,R,R","Naotaro, Takeyama",,,,,,,,,,,,,,,
103,9,102,2025/7/20,2827.954762,2827.954762,1752976960,3,3,pos1_2,Left,城西大,5,竹山,Right,TOK,4,Top,2,2,0,Fastball,FoulBall,Undefined,FlyBall,Undefined,0,0,,137,0.654,-0.224,25.80404452,100.5391837,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Undefined,,,,,,2520000103,ファール,,1259,https://youtu.be/mPzeD3SLbxs&t=1259,,,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,井之口,杉浦,荒井慶,竹山,青貝,大山,門田,横井","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","増田,大山,門田,井之口,横井,青貝,安田,竹山,荒井慶","R,L,R,L,L,R,R,R,R,R","L,L,L,R,R,R,R,R,R,R","Naotaro, Takeyama",,,,,,,,,,,,,,,
104,10,103,2025/7/20,2844.954762,2844.954762,1752976977,3,4,pos1_2,Left,城西大,5,竹山,Right,TOK,4,Top,2,2,1,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,119,0.622,0.453,,,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2520000104,ボール,,1277,https://youtu.be/mPzeD3SLbxs&t=1277,,,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,井之口,杉浦,荒井慶,竹山,青貝,大山,門田,横井","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","増田,大山,門田,井之口,横井,青貝,安田,竹山,荒井慶","R,L,R,L,L,R,R,R,R,R","L,L,L,R,R,R,R,R,R,R","Naotaro, Takeyama",,,,,,,,,,,,,,,
105,11,104,2025/7/20,2856.954762,2856.954762,1752976989,3,5,pos1_2,Left,城西大,5,竹山,Right,TOK,4,Top,2,3,1,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,136,0.49,-0.008,,,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2520000105,見逃し,,1288,https://youtu.be/mPzeD3SLbxs&t=1288,,,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,井之口,杉浦,荒井慶,竹山,青貝,大山,門田,横井","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","増田,大山,門田,井之口,横井,青貝,安田,竹山,荒井慶","R,L,R,L,L,R,R,R,R,R","L,L,L,R,R,R,R,R,R,R","Naotaro, Takeyama",,,,,,,,,,,,,,,
106,12,105,2025/7/20,2873.954762,2873.954762,1752977006,3,6,pos1_2,Left,城西大,5,竹山,Right,TOK,4,Top,2,3,2,Fastball,BallCalled,Walk,Undefined,Undefined,0,0,,138,0.303,-0.048,,,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2520000106,四球,,1305,https://youtu.be/mPzeD3SLbxs&t=1305,,,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,井之口,杉浦,荒井慶,竹山,青貝,大山,門田,横井","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","増田,大山,門田,井之口,横井,青貝,安田,竹山,荒井慶","R,L,R,L,L,R,R,R,R,R","L,L,L,R,R,R,R,R,R,R","Naotaro, Takeyama",,,,,,,,,,,,,,,
107,13,106,2025/7/20,2910.954762,2910.954762,1752977043,4,1,pos1_2,Left,城西大,6,青貝,Right,TOK,4,Top,2,0,0,Fastball,InPlay,Undefined,GroundBall,Out,1,0,,,0.59,-0.104,16.85550988,4.014175695,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,1,竹山,,,Undefined,,,,"1,3","1,3A",2520000107,投ゴ,,1343,https://youtu.be/mPzeD3SLbxs&t=1343,,,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,井之口,杉浦,荒井慶,竹山,青貝,大山,門田,横井","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","増田,大山,門田,井之口,横井,青貝,安田,竹山,荒井慶","R,L,R,L,L,R,R,R,R,R","L,L,L,R,R,R,R,R,R,R","Naomasa, Aogai","Naotaro, Takeyama",,,,,,,,,,,,,,
108,59,107,2025/7/20,3045.954762,3045.954762,1752977178,1,1,増田,Right,TOK,6,batter6,Right,城西大,4,Bottom,0,0,0,Splitter,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,0.51,-0.008,,,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2520000108,見逃し,,1477,https://youtu.be/mPzeD3SLbxs&t=1477,,,大山,門田,井之口,横井,青貝,安田,竹山,荒井慶,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,井之口,杉浦,荒井慶,竹山,青貝,大山,門田,横井","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","増田,大山,門田,井之口,横井,青貝,安田,竹山,荒井慶","R,L,R,L,L,R,R,R,R,R","L,L,L,R,R,R,R,R,R,R",,,,,,"Kosei, Masuda","Hiroto, Oyama","Ryohei, Kadota","Koji, Inokuchi","Shuntaro, Yokoi","Naomasa, Aogai","Ken, Yasuda","Naotaro, Takeyama","Keito, Arai",,
109,60,108,2025/7/20,3060.954762,3060.954762,1752977193,1,2,増田,Right,TOK,6,batter6,Right,城西大,4,Bottom,0,0,1,Splitter,FoulBall,Undefined,FlyBall,Undefined,0,0,,,0.822,-0.192,30.88201139,83.41805534,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Undefined,,,,,,2520000109,ファール,,1493,https://youtu.be/mPzeD3SLbxs&t=1493,,,大山,門田,井之口,横井,青貝,安田,竹山,荒井慶,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,井之口,杉浦,荒井慶,竹山,青貝,大山,門田,横井","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","増田,大山,門田,井之口,横井,青貝,安田,竹山,荒井慶","R,L,R,L,L,R,R,R,R,R","L,L,L,R,R,R,R,R,R,R",,,,,,"Kosei, Masuda","Hiroto, Oyama","Ryohei, Kadota","Koji, Inokuchi","Shuntaro, Yokoi","Naomasa, Aogai","Ken, Yasuda","Naotaro, Takeyama","Keito, Arai",,
110,61,109,2025/7/20,3079.954762,3079.954762,1752977212,1,3,増田,Right,TOK,6,batter6,Right,城西大,4,Bottom,0,0,2,Fastball,InPlay,Undefined,GroundBall,Out,1,0,,122,0.598,-0.248,31.85977272,-36.33939633,城西大,#0000ff,城西大,TOK,#217fc4,東大,josai_120,A,春季オープン戦,Normal,,,,,Undefined,,,,"5,3","5,3A",2520000110,三ゴ,,1512,https://youtu.be/mPzeD3SLbxs&t=1512,,,大山,門田,井之口,横井,青貝,安田,竹山,荒井慶,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,井之口,杉浦,荒井慶,竹山,青貝,大山,門田,横井","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","増田,大山,門田,井之口,横井,青貝,安田,竹山,荒井慶","R,L,R,L,L,R,R,R,R,R","L,L,L,R,R,R,R,R,R,R",,,,,,"Kosei, Masuda","Hiroto, Oyama","Ryohei, Kadota","Koji, Inokuchi","Shuntaro, Yokoi","Naomasa, Aogai","Ken, Yasuda","Naotaro, Takeyama","Keito, Arai",,
