count,pitchcount,PitchNo,Date,time1,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,Pitcher_romaji,C_romaji,1B_romaji,2B_romaji,3B_romaji,SS_romaji,LF_romaji,CF_romaji,RF_romaji,error_person_romaji,Batter_romaji,on_1b_romaji,on_2b_romaji,on_3b_romaji,runevent_romaji,scored_person_romaji,No,Player ID,Pitcher_rapsodo_pitch,MLB ID,Date_rapsodo_pitch,Pitch ID,TaggedPitchType_rapsodo_pitch,IsStrike,PlateLocSide_rapsodo_pitch,PlateLocHeight_rapsodo_pitch,RelSpeed_rapsodo_pitch,SpinRate,TrueSpin,SpinEfficiency,Tilt,Spin Confidence,Extension,InducedVertBreak,HorzBreak,VB (spin),HB (spin),HorizontalRelAngle,RelAngle,RelHeight,RelSide,GyroDegree,Unique ID,Device Serial Number,HorzApprAngle,VertApprAngle,Session Name,Intent Type,unixtime,No_rapsodo_hit,Player ID_rapsodo_hit,Batter_rapsodo_hit,MLB ID_rapsodo_hit,Date_rapsodo_hit,HitID,ExitSpeed,RelSpeed_rapsodo_hit,Angle,Direction,HitSpinRate,Distance,HitSpinTilt,SpinConfidence,PlateLocSide_rapsodo_hit,PlateLocHeight_rapsodo_hit,ContactDepth,Batname,SerialNumber,Unique ID_rapsodo_hit,Session Name_rapsodo_hit,unixtime_rapsodo_hit,csv_path
34,24.0,34.0,2025/3/8,2032.772405,1692.772406,1741397843,2.0,4.0,増田,Right,TOK,5,高橋亮,Right,横浜金港クラブ,2,Top,1,3,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,130.0,0.554,0.104,,,TOK,#217fc4,東大,横浜金港クラブ,#020d4f,金港,TodaiStadium,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2506600034,見逃し,,2030,https://youtu.be/8nzGCbkleis&t=2030,1174,https://youtu.be/RIOsgIq2m3k&t=1174,明石,荒井慶,秋元,青貝,小村,黒武者,竹山,鈴木,"秋元,明石,門田,荒井慶,竹山,黒武者,青貝,鈴木,小村","磯部,高橋海,高橋優,小椋,高橋亮,石丸,大塚,村上,上杉","増田,明石,荒井慶,秋元,青貝,小村,黒武者,竹山,鈴木","田中,高橋亮,高橋優,小椋,大塚,磯部,村上,上杉,高橋海","R,R,L,R,R,R,L,R,L,L","R,R,L,L,R,R,R,R,L,L","Kosei, Masuda","Ken, Akashi","Keito, Arai","Ryo, Akimoto","Naomasa, Aogai","Osuke, Komura","Tetsuta, Kuromusha","Naotaro, Takeyama","Yugo, Suzuki",,,,,,,,96.0,993921.0,Kosei Masuda,,1741365446.0,1741397846.0,ChangeUp,Y,0.0867,1.0091,129.5,1619.37,1584.7,97.86,0:32,1.0,2.0425682,56.3,13.4,47.4,13.6,0.1,-0.25,1.58,-0.08,11.87,993921@1741397846,V3P4DLKO0850A,1.1165453,-4.0509377,untitled,,1741397846.0,380.0,1410148.0,tokyobbc_rapsodo Player_003,,1741365446.0,1741397846.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410148@1741397846,untitled,1741397846.0,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250308春季オープン戦vs横浜金港クラブA.csv
35,25.0,35.0,2025/3/8,2044.175412,1704.175412,1741397854,2.0,5.0,増田,Right,TOK,5,高橋亮,Right,横浜金港クラブ,2,Top,1,3,1,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,131.0,0.682,0.268,,,TOK,#217fc4,東大,横浜金港クラブ,#020d4f,金港,TodaiStadium,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2506600035,見逃し,,2042,https://youtu.be/8nzGCbkleis&t=2042,1186,https://youtu.be/RIOsgIq2m3k&t=1186,明石,荒井慶,秋元,青貝,小村,黒武者,竹山,鈴木,"秋元,明石,門田,荒井慶,竹山,黒武者,青貝,鈴木,小村","磯部,高橋海,高橋優,小椋,高橋亮,石丸,大塚,村上,上杉","増田,明石,荒井慶,秋元,青貝,小村,黒武者,竹山,鈴木","田中,高橋亮,高橋優,小椋,大塚,磯部,村上,上杉,高橋海","R,R,L,R,R,R,L,R,L,L","R,R,L,L,R,R,R,R,L,L","Kosei, Masuda","Ken, Akashi","Keito, Arai","Ryo, Akimoto","Naomasa, Aogai","Osuke, Komura","Tetsuta, Kuromusha","Naotaro, Takeyama","Yugo, Suzuki",,,,,,,,95.0,993921.0,Kosei Masuda,,1741365459.0,1741397859.0,ChangeUp,Y,0.2352,0.9015,131.27,1684.41,1683.3,99.93,0:32,1.0,1.9317207,61.7,19.1,49.9,15.0,0.43,-0.97,1.59,-0.08,-2.1,993921@1741397859,V3P4DLKO0850A,1.8529943,-4.0857716,untitled,,1741397859.0,379.0,1410148.0,tokyobbc_rapsodo Player_003,,1741365458.0,1741397858.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410148@1741397858,untitled,1741397858.0,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250308春季オープン戦vs横浜金港クラブA.csv
36,26.0,36.0,2025/3/8,2057.818832,1717.818832,1741397868,2.0,6.0,増田,Right,TOK,5,高橋亮,Right,横浜金港クラブ,2,Top,1,3,2,Splitter,BallCalled,Walk,Undefined,Undefined,0,0,,122.0,0.63,0.42,,,TOK,#217fc4,東大,横浜金港クラブ,#020d4f,金港,TodaiStadium,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2506600036,四球,,2055,https://youtu.be/8nzGCbkleis&t=2055,1199,https://youtu.be/RIOsgIq2m3k&t=1199,明石,荒井慶,秋元,青貝,小村,黒武者,竹山,鈴木,"秋元,明石,門田,荒井慶,竹山,黒武者,青貝,鈴木,小村","磯部,高橋海,高橋優,小椋,高橋亮,石丸,大塚,村上,上杉","増田,明石,荒井慶,秋元,青貝,小村,黒武者,竹山,鈴木","田中,高橋亮,高橋優,小椋,大塚,磯部,村上,上杉,高橋海","R,R,L,R,R,R,L,R,L,L","R,R,L,L,R,R,R,R,L,L","Kosei, Masuda","Ken, Akashi","Keito, Arai","Ryo, Akimoto","Naomasa, Aogai","Osuke, Komura","Tetsuta, Kuromusha","Naotaro, Takeyama","Yugo, Suzuki",,,,,,,,94.0,993921.0,Kosei Masuda,,1741365472.0,1741397872.0,ChangeUp,Y,0.1993,1.0535,120.93,1055.48,914.9,86.68,0:54,1.0,2.1421719,29.1,10.0,30.0,15.1,0.82,1.44,1.56,-0.13,29.91,993921@1741397872,V3P4DLKO0850A,1.5692617,-5.4160175,untitled,,1741397872.0,378.0,1410148.0,tokyobbc_rapsodo Player_003,,1741365472.0,1741397872.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410148@1741397872,untitled,1741397872.0,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250308春季オープン戦vs横浜金港クラブA.csv
37,27.0,37.0,2025/3/8,2093.464194,1753.464195,1741397904,3.0,1.0,増田,Right,TOK,6,石丸,Right,横浜金港クラブ,2,Top,1,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,129.0,0.41,1.053,,,TOK,#217fc4,東大,横浜金港クラブ,#020d4f,金港,TodaiStadium,A,春季オープン戦,Normal,1,高橋亮,,,WildPitch,高橋亮,,,,,2506600037,ボール[WP],,2091,https://youtu.be/8nzGCbkleis&t=2091,1217,https://youtu.be/RIOsgIq2m3k&t=1217,明石,荒井慶,秋元,青貝,小村,黒武者,竹山,鈴木,"秋元,明石,門田,荒井慶,竹山,黒武者,青貝,鈴木,小村","磯部,高橋海,高橋優,小椋,高橋亮,石丸,大塚,村上,上杉","増田,明石,荒井慶,秋元,青貝,小村,黒武者,竹山,鈴木","田中,高橋亮,高橋優,小椋,大塚,磯部,村上,上杉,高橋海","R,R,L,R,R,R,L,R,L,L","R,R,L,L,R,R,R,R,L,L","Kosei, Masuda","Ken, Akashi","Keito, Arai","Ryo, Akimoto","Naomasa, Aogai","Osuke, Komura","Tetsuta, Kuromusha","Naotaro, Takeyama","Yugo, Suzuki",,,,,,,,93.0,993921.0,Kosei Masuda,,1741365508.0,1741397908.0,ChangeUp,N,0.9475,0.7287,129.38,1754.76,1713.5,97.65,0:30,1.0,1.9578838,,22.2,49.8,14.2,2.77,-1.83,1.58,-0.05,-12.44,993921@1741397908,V3P4DLKO0850A,4.457327,-4.384877,untitled,,1741397908.0,377.0,1410148.0,tokyobbc_rapsodo Player_003,,1741365507.0,1741397907.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410148@1741397907,untitled,1741397907.0,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250308春季オープン戦vs横浜金港クラブA.csv
38,28.0,38.0,2025/3/8,2134.41256,1794.412561,1741397944,3.0,2.0,増田,Right,TOK,6,石丸,Right,横浜金港クラブ,2,Top,1,1,0,Splitter,BallCalled,Undefined,Undefined,Undefined,0,0,,120.0,1.25,-0.004,,,TOK,#217fc4,東大,横浜金港クラブ,#020d4f,金港,TodaiStadium,A,春季オープン戦,Normal,2,,高橋亮,,Nothing,,,,,,2506600038,ボール,,2132,https://youtu.be/8nzGCbkleis&t=2132,1241,https://youtu.be/RIOsgIq2m3k&t=1241,明石,荒井慶,秋元,青貝,小村,黒武者,竹山,鈴木,"秋元,明石,門田,荒井慶,竹山,黒武者,青貝,鈴木,小村","磯部,高橋海,高橋優,小椋,高橋亮,石丸,大塚,村上,上杉","増田,明石,荒井慶,秋元,青貝,小村,黒武者,竹山,鈴木","田中,高橋亮,高橋優,小椋,大塚,磯部,村上,上杉,高橋海","R,R,L,R,R,R,L,R,L,L","R,R,L,L,R,R,R,R,L,L","Kosei, Masuda","Ken, Akashi","Keito, Arai","Ryo, Akimoto","Naomasa, Aogai","Osuke, Komura","Tetsuta, Kuromusha","Naotaro, Takeyama","Yugo, Suzuki",,,,,,,,92.0,993921.0,Kosei Masuda,,1741365549.0,1741397949.0,ChangeUp,N,-0.1121,1.213,119.56,632.2,464.6,73.48,1:16,1.0,2.2706184,30.9,-6.4,15.0,11.8,0.06,2.28,1.54,-0.07,42.71,993921@1741397949,V3P4DLKO0850A,-0.4367055,-5.157589,untitled,,1741397949.0,376.0,1410148.0,tokyobbc_rapsodo Player_003,,1741365549.0,1741397949.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410148@1741397949,untitled,1741397949.0,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250308春季オープン戦vs横浜金港クラブA.csv
39,29.0,39.0,2025/3/8,2153.986431,1813.986432,1741397964,3.0,3.0,増田,Right,TOK,6,石丸,Right,横浜金港クラブ,2,Top,1,2,0,Splitter,InPlay,Undefined,GroundBall,Out,1,0,,120.0,0.718,-0.204,24.41437368,-28.11320888,TOK,#217fc4,東大,横浜金港クラブ,#020d4f,金港,TodaiStadium,A,春季オープン戦,Normal,2,,高橋亮,,Undefined,,,,"5,3","5,3A",2506600039,三ゴ,,2151,https://youtu.be/8nzGCbkleis&t=2151,1260,https://youtu.be/RIOsgIq2m3k&t=1260,明石,荒井慶,秋元,青貝,小村,黒武者,竹山,鈴木,"秋元,明石,門田,荒井慶,竹山,黒武者,青貝,鈴木,小村","磯部,高橋海,高橋優,小椋,高橋亮,石丸,大塚,村上,上杉","増田,明石,荒井慶,秋元,青貝,小村,黒武者,竹山,鈴木","田中,高橋亮,高橋優,小椋,大塚,磯部,村上,上杉,高橋海","R,R,L,R,R,R,L,R,L,L","R,R,L,L,R,R,R,R,L,L","Kosei, Masuda","Ken, Akashi","Keito, Arai","Ryo, Akimoto","Naomasa, Aogai","Osuke, Komura","Tetsuta, Kuromusha","Naotaro, Takeyama","Yugo, Suzuki",,,,,,,,91.0,993921.0,Kosei Masuda,,1741365569.0,1741397969.0,ChangeUp,N,-0.3109,0.6471,119.28,824.01,540.9,65.64,1:24,1.0,2.166027,17.1,-5.0,16.2,13.9,-0.37,0.68,1.56,-0.16,48.98,993921@1741397969,V3P4DLKO0850A,-0.749758,-7.774902,untitled,,1741397969.0,375.0,1410148.0,tokyobbc_rapsodo Player_003,,1741365568.0,1741397968.0,65.4,119.3,27.4,-29.7,3362.013,24.8,7:02,1.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410148@1741397968,untitled,1741397968.0,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250308春季オープン戦vs横浜金港クラブA.csv
40,30.0,40.0,2025/3/8,2193.766842,1853.766843,1741398004,4.0,1.0,増田,Right,TOK,7,大塚,Right,横浜金港クラブ,2,Top,2,0,0,Fastball,FoulBall,Undefined,FlyBall,Undefined,0,0,,130.0,0.874,0.212,17.53364142,-77.36663806,TOK,#217fc4,東大,横浜金港クラブ,#020d4f,金港,TodaiStadium,A,春季オープン戦,Normal,2,,高橋亮,,Undefined,,,,,,2506600040,ファール,,2191,https://youtu.be/8nzGCbkleis&t=2191,1283,https://youtu.be/RIOsgIq2m3k&t=1283,明石,荒井慶,秋元,青貝,小村,黒武者,竹山,鈴木,"秋元,明石,門田,荒井慶,竹山,黒武者,青貝,鈴木,小村","磯部,高橋海,高橋優,小椋,高橋亮,石丸,大塚,村上,上杉","増田,明石,荒井慶,秋元,青貝,小村,黒武者,竹山,鈴木","田中,高橋亮,高橋優,小椋,大塚,磯部,村上,上杉,高橋海","R,R,L,R,R,R,L,R,L,L","R,R,L,L,R,R,R,R,L,L","Kosei, Masuda","Ken, Akashi","Keito, Arai","Ryo, Akimoto","Naomasa, Aogai","Osuke, Komura","Tetsuta, Kuromusha","Naotaro, Takeyama","Yugo, Suzuki",,,,,,,,90.0,993921.0,Kosei Masuda,,1741365609.0,1741398009.0,ChangeUp,N,-0.0474,1.071,130.13,1565.42,1501.5,95.91,0:28,1.0,1.9945068,56.6,-7.4,44.4,11.4,0.6,0.17,1.56,-0.14,16.43,993921@1741398009,V3P4DLKO0850A,0.023226785,-3.999636,untitled,,1741398009.0,374.0,1410148.0,tokyobbc_rapsodo Player_003,,1741365608.0,1741398008.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410148@1741398008,untitled,1741398008.0,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250308春季オープン戦vs横浜金港クラブA.csv
41,31.0,41.0,2025/3/8,2224.136011,1884.136012,1741398034,4.0,2.0,増田,Right,TOK,7,大塚,Right,横浜金港クラブ,2,Top,2,0,1,Splitter,BallCalled,Undefined,Undefined,Undefined,0,0,,120.0,0.838,-0.5,,,TOK,#217fc4,東大,横浜金港クラブ,#020d4f,金港,TodaiStadium,A,春季オープン戦,Normal,2,,高橋亮,,Nothing,,,,,,2506600041,ボール,,2222,https://youtu.be/8nzGCbkleis&t=2222,1303,https://youtu.be/RIOsgIq2m3k&t=1303,明石,荒井慶,秋元,青貝,小村,黒武者,竹山,鈴木,"秋元,明石,門田,荒井慶,竹山,黒武者,青貝,鈴木,小村","磯部,高橋海,高橋優,小椋,高橋亮,石丸,大塚,村上,上杉","増田,明石,荒井慶,秋元,青貝,小村,黒武者,竹山,鈴木","田中,高橋亮,高橋優,小椋,大塚,磯部,村上,上杉,高橋海","R,R,L,R,R,R,L,R,L,L","R,R,L,L,R,R,R,R,L,L","Kosei, Masuda","Ken, Akashi","Keito, Arai","Ryo, Akimoto","Naomasa, Aogai","Osuke, Komura","Tetsuta, Kuromusha","Naotaro, Takeyama","Yugo, Suzuki",,,,,,,,89.0,993921.0,Kosei Masuda,,1741365639.0,1741398039.0,Splitter,N,-0.5459,1.018,119.73,790.89,473.8,59.91,0:46,1.0,2.2226887,24.6,-13.5,17.8,6.7,-0.82,1.76,1.57,-0.19,53.19,993921@1741398039,V3P4DLKO0850A,-1.8760077,-6.3479466,untitled,,1741398039.0,373.0,1410148.0,tokyobbc_rapsodo Player_003,,1741365638.0,1741398038.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410148@1741398038,untitled,1741398038.0,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250308春季オープン戦vs横浜金港クラブA.csv
42,32.0,42.0,2025/3/8,2241.999472,1901.999472,1741398052,4.0,3.0,増田,Right,TOK,7,大塚,Right,横浜金港クラブ,2,Top,2,1,1,Splitter,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,124.0,0.826,-0.064,,,TOK,#217fc4,東大,横浜金港クラブ,#020d4f,金港,TodaiStadium,A,春季オープン戦,Normal,2,,高橋亮,,Nothing,,,,,,2506600042,空振り,,2239,https://youtu.be/8nzGCbkleis&t=2239,1321,https://youtu.be/RIOsgIq2m3k&t=1321,明石,荒井慶,秋元,青貝,小村,黒武者,竹山,鈴木,"秋元,明石,門田,荒井慶,竹山,黒武者,青貝,鈴木,小村","磯部,高橋海,高橋優,小椋,高橋亮,石丸,大塚,村上,上杉","増田,明石,荒井慶,秋元,青貝,小村,黒武者,竹山,鈴木","田中,高橋亮,高橋優,小椋,大塚,磯部,村上,上杉,高橋海","R,R,L,R,R,R,L,R,L,L","R,R,L,L,R,R,R,R,L,L","Kosei, Masuda","Ken, Akashi","Keito, Arai","Ryo, Akimoto","Naomasa, Aogai","Osuke, Komura","Tetsuta, Kuromusha","Naotaro, Takeyama","Yugo, Suzuki",,,,,,,,88.0,993921.0,Kosei Masuda,,1741365656.0,1741398056.0,ChangeUp,Y,-0.0659,0.6881,121.1,735.83,484.6,65.85,1:20,1.0,2.118513,26.7,-14.4,15.6,13.2,0.75,0.13,1.57,-0.13,48.81,993921@1741398056,V3P4DLKO0850A,-0.33258313,-6.725321,untitled,,1741398056.0,372.0,1410148.0,tokyobbc_rapsodo Player_003,,1741365656.0,1741398056.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410148@1741398056,untitled,1741398056.0,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250308春季オープン戦vs横浜金港クラブA.csv
43,33.0,43.0,2025/3/8,2261.604776,1921.604777,1741398071,4.0,4.0,増田,Right,TOK,7,大塚,Right,横浜金港クラブ,2,Top,2,1,2,Fastball,FoulBall,Undefined,GroundBall,Undefined,0,0,,131.0,0.598,0.172,32.37992243,106.9492242,TOK,#217fc4,東大,横浜金港クラブ,#020d4f,金港,TodaiStadium,A,春季オープン戦,Normal,2,,高橋亮,,Undefined,,,,,,2506600043,ファール,,2259,https://youtu.be/8nzGCbkleis&t=2259,1341,https://youtu.be/RIOsgIq2m3k&t=1341,明石,荒井慶,秋元,青貝,小村,黒武者,竹山,鈴木,"秋元,明石,門田,荒井慶,竹山,黒武者,青貝,鈴木,小村","磯部,高橋海,高橋優,小椋,高橋亮,石丸,大塚,村上,上杉","増田,明石,荒井慶,秋元,青貝,小村,黒武者,竹山,鈴木","田中,高橋亮,高橋優,小椋,大塚,磯部,村上,上杉,高橋海","R,R,L,R,R,R,L,R,L,L","R,R,L,L,R,R,R,R,L,L","Kosei, Masuda","Ken, Akashi","Keito, Arai","Ryo, Akimoto","Naomasa, Aogai","Osuke, Komura","Tetsuta, Kuromusha","Naotaro, Takeyama","Yugo, Suzuki",,,,,,,,87.0,993921.0,Kosei Masuda,,1741365676.0,1741398076.0,ChangeUp,Y,0.0471,0.6265,131.01,1554.54,1514.5,97.42,0:34,1.0,,49.8,-4.8,42.5,13.5,0.87,-1.46,1.53,-0.14,13.04,993921@1741398076,V3P4DLKO0850A,0.49838442,-5.377351,untitled,,1741398076.0,371.0,1410148.0,tokyobbc_rapsodo Player_003,,1741365675.0,1741398075.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410148@1741398075,untitled,1741398075.0,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250308春季オープン戦vs横浜金港クラブA.csv
44,34.0,44.0,2025/3/8,2285.663651,1945.663652,1741398096,4.0,5.0,増田,Right,TOK,7,大塚,Right,横浜金港クラブ,2,Top,2,1,2,Splitter,BallCalled,Undefined,Undefined,Undefined,0,0,,120.0,-0.043,-0.04,,,TOK,#217fc4,東大,横浜金港クラブ,#020d4f,金港,TodaiStadium,A,春季オープン戦,Normal,2,,高橋亮,,Nothing,,,,,,2506600044,ボール,,2283,https://youtu.be/8nzGCbkleis&t=2283,1357,https://youtu.be/RIOsgIq2m3k&t=1357,明石,荒井慶,秋元,青貝,小村,黒武者,竹山,鈴木,"秋元,明石,門田,荒井慶,竹山,黒武者,青貝,鈴木,小村","磯部,高橋海,高橋優,小椋,高橋亮,石丸,大塚,村上,上杉","増田,明石,荒井慶,秋元,青貝,小村,黒武者,竹山,鈴木","田中,高橋亮,高橋優,小椋,大塚,磯部,村上,上杉,高橋海","R,R,L,R,R,R,L,R,L,L","R,R,L,L,R,R,R,R,L,L","Kosei, Masuda","Ken, Akashi","Keito, Arai","Ryo, Akimoto","Naomasa, Aogai","Osuke, Komura","Tetsuta, Kuromusha","Naotaro, Takeyama","Yugo, Suzuki",,,,,,,,86.0,993921.0,Kosei Masuda,,1741365700.0,1741398100.0,ChangeUp,N,-0.0269,0.2025,119.84,719.64,466.3,64.79,1:28,1.0,2.341648,14.5,-1.1,13.8,12.9,0.52,-1.02,1.54,-0.16,49.61,993921@1741398100,V3P4DLKO0850A,0.43333253,-9.122499,untitled,,1741398100.0,370.0,1410148.0,tokyobbc_rapsodo Player_003,,1741365699.0,1741398099.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410148@1741398099,untitled,1741398099.0,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250308春季オープン戦vs横浜金港クラブA.csv
45,35.0,45.0,2025/3/8,2308.96733,1968.967331,1741398119,4.0,6.0,増田,Right,TOK,7,大塚,Right,横浜金港クラブ,2,Top,2,2,2,Fastball,FoulBall,Undefined,FlyBall,Undefined,0,0,,132.0,0.722,0.236,16.88645638,-152.9873347,TOK,#217fc4,東大,横浜金港クラブ,#020d4f,金港,TodaiStadium,A,春季オープン戦,Normal,2,,高橋亮,,Undefined,,,,,,2506600045,ファール,,2306,https://youtu.be/8nzGCbkleis&t=2306,1380,https://youtu.be/RIOsgIq2m3k&t=1380,明石,荒井慶,秋元,青貝,小村,黒武者,竹山,鈴木,"秋元,明石,門田,荒井慶,竹山,黒武者,青貝,鈴木,小村","磯部,高橋海,高橋優,小椋,高橋亮,石丸,大塚,村上,上杉","増田,明石,荒井慶,秋元,青貝,小村,黒武者,竹山,鈴木","田中,高橋亮,高橋優,小椋,大塚,磯部,村上,上杉,高橋海","R,R,L,R,R,R,L,R,L,L","R,R,L,L,R,R,R,R,L,L","Kosei, Masuda","Ken, Akashi","Keito, Arai","Ryo, Akimoto","Naomasa, Aogai","Osuke, Komura","Tetsuta, Kuromusha","Naotaro, Takeyama","Yugo, Suzuki",,,,,,,,85.0,993921.0,Kosei Masuda,,1741365724.0,1741398124.0,ChangeUp,Y,0.2333,0.8465,131.47,1730.13,1729.3,99.95,0:30,1.0,,59.9,4.0,46.5,13.4,1.19,-1.06,1.53,-0.13,1.73,993921@1741398124,V3P4DLKO0850A,1.5039948,-4.157451,untitled,,1741398124.0,369.0,1410148.0,tokyobbc_rapsodo Player_003,,1741365723.0,1741398123.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410148@1741398123,untitled,1741398123.0,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250308春季オープン戦vs横浜金港クラブA.csv
46,36.0,46.0,2025/3/8,2336.921991,1996.921991,1741398147,4.0,7.0,増田,Right,TOK,7,大塚,Right,横浜金港クラブ,2,Top,2,2,2,Fastball,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,131.0,0.706,0.284,,,TOK,#217fc4,東大,横浜金港クラブ,#020d4f,金港,TodaiStadium,A,春季オープン戦,Normal,2,,高橋亮,,Nothing,,,,,,2506600046,見三振,,2334,https://youtu.be/8nzGCbkleis&t=2334,1399,https://youtu.be/RIOsgIq2m3k&t=1399,明石,荒井慶,秋元,青貝,小村,黒武者,竹山,鈴木,"秋元,明石,門田,荒井慶,竹山,黒武者,青貝,鈴木,小村","磯部,高橋海,高橋優,小椋,高橋亮,石丸,大塚,村上,上杉","増田,明石,荒井慶,秋元,青貝,小村,黒武者,竹山,鈴木","田中,高橋亮,高橋優,小椋,大塚,磯部,村上,上杉,高橋海","R,R,L,R,R,R,L,R,L,L","R,R,L,L,R,R,R,R,L,L","Kosei, Masuda","Ken, Akashi","Keito, Arai","Ryo, Akimoto","Naomasa, Aogai","Osuke, Komura","Tetsuta, Kuromusha","Naotaro, Takeyama","Yugo, Suzuki",,,,,,,,84.0,993921.0,Kosei Masuda,,1741365751.0,1741398151.0,ChangeUp,N,0.3404,0.7772,131.3,1617.44,1608.1,99.42,0:32,1.0,2.3680115,59.7,4.0,45.5,13.5,1.57,-1.4,1.55,-0.13,-6.17,993921@1741398151,V3P4DLKO0850A,1.8782322,-4.393608,untitled,,1741398151.0,368.0,1410148.0,tokyobbc_rapsodo Player_003,,1741365751.0,1741398151.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410148@1741398151,untitled,1741398151.0,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250308春季オープン戦vs横浜金港クラブA.csv
