count,pitchcount,PitchNo,Date,time1,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,Pitcher_romaji,C_romaji,1B_romaji,2B_romaji,3B_romaji,SS_romaji,LF_romaji,CF_romaji,RF_romaji,error_person_romaji,Batter_romaji,on_1b_romaji,on_2b_romaji,on_3b_romaji,runevent_romaji,scored_person_romaji,No,Player ID,Pitcher_rapsodo_pitch,MLB ID,Date_rapsodo_pitch,Pitch ID,TaggedPitchType_rapsodo_pitch,IsStrike,PlateLocSide_rapsodo_pitch,PlateLocHeight_rapsodo_pitch,RelSpeed_rapsodo_pitch,SpinRate,TrueSpin,SpinEfficiency,Tilt,Spin Confidence,Extension,InducedVertBreak,HorzBreak,VB (spin),HB (spin),HorizontalRelAngle,RelAngle,RelHeight,RelSide,GyroDegree,Unique ID,Device Serial Number,HorzApprAngle,VertApprAngle,Session Name,Intent Type,unixtime,No_rapsodo_hit,Player ID_rapsodo_hit,Batter_rapsodo_hit,MLB ID_rapsodo_hit,Date_rapsodo_hit,HitID,ExitSpeed,RelSpeed_rapsodo_hit,Angle,Direction,HitSpinRate,Distance,HitSpinTilt,SpinConfidence,PlateLocSide_rapsodo_hit,PlateLocHeight_rapsodo_hit,ContactDepth,Batname,SerialNumber,Unique ID_rapsodo_hit,Session Name_rapsodo_hit,unixtime_rapsodo_hit,csv_path
271,10.0,261.0,2025/3/8,9972.395874,9632.395878,1741405782,3.0,4.0,武田,Right,TOK,8,村上,Left,横浜金港クラブ,8,Top,1,2,1,ChangeUp,FoulBall,Undefined,GroundBall,Undefined,0,0,,116.0,0.662,-0.18,41.9761006,61.45380927,TOK,#217fc4,東大,横浜金港クラブ,#020d4f,金港,TodaiStadium,A,春季オープン戦,IFFW,3,,,石丸,Undefined,,,,,,2506600271,ファール,,9303,https://youtu.be/8nzGCbkleis&t=9303,6190,https://youtu.be/RIOsgIq2m3k&t=6190,大山,堀部,佐渡島,臼井,成瀬,荒井慶,堀端,鈴木,"佐渡島,大山,門田,荒井慶,堀端,堀部,臼井,鈴木,成瀬","磯部,高橋海,高橋優,小椋,高橋亮,石丸,大塚,村上,菅野","武田,大山,堀部,佐渡島,臼井,成瀬,荒井慶,堀端,鈴木","鈴木,高橋亮,高橋優,小椋,大塚,磯部,菅野,村上,高橋海","R,L,R,R,R,L,R,R,L,L","R,R,L,L,R,R,R,R,L,R","Rintaro, Takeda","Hiroto, Oyama","Kohei, Horibe","Ryo, Sadoshima","Hayato, Usui","Yuto, Naruse","Keito, Arai","Taiki, Horibata","Yugo, Suzuki",,,,,,,,414.0,1186078.0,Rintaro Takeda,,1741373384.0,1741405784.0,ChangeUp,Y,0.0923,0.8567,116.11,1502.26,1501.2,99.93,1:50,1.0,1.7392502,35.5,48.4,32.4,47.5,-2.15,0.75,1.62,0.22,2.1,1186078@1741405784,V3P4DLKO0850A,1.3746102,-6.3401623,untitled,,1741405784.0,83.0,1410148.0,tokyobbc_rapsodo Player_003,,1741373383.0,1741405783.0,140.5,116.1,-5.8,46.1,1639.0663,6.4,0:22,1.0,-14.0,74.1,6.7,,V3P4DLKO0850A,1410148@1741405783,untitled,1741405783.0,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250308春季オープン戦vs横浜金港クラブA.csv
272,11.0,262.0,2025/3/8,9994.428555,9654.428559,1741405804,3.0,5.0,武田,Right,TOK,8,村上,Left,横浜金港クラブ,8,Top,1,2,2,ChangeUp,InPlay,Undefined,GroundBall,Single,0,1,,116.0,0.834,0.272,72.91925613,12.85563397,TOK,#217fc4,東大,横浜金港クラブ,#020d4f,金港,TodaiStadium,A,春季オープン戦,IFFW,3,,,石丸,Undefined,,,石丸,8,8,2506600272,中安①,,9325,https://youtu.be/8nzGCbkleis&t=9325,6203,https://youtu.be/RIOsgIq2m3k&t=6203,大山,堀部,佐渡島,臼井,成瀬,荒井慶,堀端,鈴木,"佐渡島,大山,門田,荒井慶,堀端,堀部,臼井,鈴木,成瀬","磯部,高橋海,高橋優,小椋,高橋亮,石丸,大塚,村上,菅野","武田,大山,堀部,佐渡島,臼井,成瀬,荒井慶,堀端,鈴木","鈴木,高橋亮,高橋優,小椋,大塚,磯部,菅野,村上,高橋海","R,L,R,R,R,L,R,R,L,L","R,R,L,L,R,R,R,R,L,R","Rintaro, Takeda","Hiroto, Oyama","Kohei, Horibe","Ryo, Sadoshima","Hayato, Usui","Yuto, Naruse","Keito, Arai","Taiki, Horibata","Yugo, Suzuki",,,,,,,,413.0,1186078.0,Rintaro Takeda,,1741373408.0,1741405808.0,Fastball,N,0.458,1.0561,117.24,1647.18,1640.6,99.6,1:30,1.0,1.8016205,51.5,52.8,38.7,40.8,-1.01,0.93,1.61,0.22,5.11,1186078@1741405808,V3P4DLKO0850A,2.8958874,-5.09811,untitled,,1741405808.0,82.0,1410148.0,tokyobbc_rapsodo Player_003,,1741373407.0,1741405807.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410148@1741405807,untitled,1741405807.0,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250308春季オープン戦vs横浜金港クラブA.csv
273,12.0,263.0,2025/3/8,10044.31591,9704.315919,1741405854,4.0,1.0,武田,Right,TOK,9,潮田,Right,横浜金港クラブ,8,Top,1,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.638,-0.16,,,TOK,#217fc4,東大,横浜金港クラブ,#020d4f,金港,TodaiStadium,A,春季オープン戦,Normal,1,村上,,,StolenBase,村上,,,,,2506600273,ボール[盗塁],,9375,https://youtu.be/8nzGCbkleis&t=9375,6220,https://youtu.be/RIOsgIq2m3k&t=6220,大山,堀部,佐渡島,臼井,成瀬,荒井慶,堀端,鈴木,"佐渡島,大山,門田,荒井慶,堀端,堀部,臼井,鈴木,成瀬","磯部,高橋海,高橋優,小椋,高橋亮,石丸,大塚,村上,潮田","武田,大山,堀部,佐渡島,臼井,成瀬,荒井慶,堀端,鈴木","鈴木,高橋亮,高橋優,小椋,大塚,磯部,潮田,村上,高橋海","R,L,R,R,R,L,R,R,L,L","R,R,L,L,R,R,R,R,L,R","Rintaro, Takeda","Hiroto, Oyama","Kohei, Horibe","Ryo, Sadoshima","Hayato, Usui","Yuto, Naruse","Keito, Arai","Taiki, Horibata","Yugo, Suzuki",,,,,,,,412.0,1186078.0,Rintaro Takeda,,1741373456.0,1741405856.0,Fastball,N,0.0165,1.1328,126.31,2259.69,2207.4,97.69,1:02,1.0,1.5828133,58.5,26.7,55.0,33.8,-1.47,0.28,1.66,0.17,12.35,1186078@1741405856,V3P4DLKO0850A,0.48778895,-4.157127,untitled,,1741405856.0,81.0,1410148.0,tokyobbc_rapsodo Player_003,,1741373456.0,1741405856.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410148@1741405856,untitled,1741405856.0,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250308春季オープン戦vs横浜金港クラブA.csv
274,13.0,264.0,2025/3/8,10086.89181,9746.891819,1741405897,4.0,2.0,武田,Right,TOK,9,潮田,Right,横浜金港クラブ,8,Top,1,1,0,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,101.0,0.694,-0.42,,,TOK,#217fc4,東大,横浜金港クラブ,#020d4f,金港,TodaiStadium,A,春季オープン戦,Normal,3,,,村上,Nothing,,,,,,2506600274,ボール,,9417,https://youtu.be/8nzGCbkleis&t=9417,6237,https://youtu.be/RIOsgIq2m3k&t=6237,大山,堀部,佐渡島,臼井,成瀬,荒井慶,堀端,鈴木,"佐渡島,大山,門田,荒井慶,堀端,堀部,臼井,鈴木,成瀬","磯部,高橋海,高橋優,小椋,高橋亮,石丸,大塚,村上,潮田","武田,大山,堀部,佐渡島,臼井,成瀬,荒井慶,堀端,鈴木","鈴木,高橋亮,高橋優,小椋,大塚,磯部,潮田,村上,高橋海","R,L,R,R,R,L,R,R,L,L","R,R,L,L,R,R,R,R,L,R","Rintaro, Takeda","Hiroto, Oyama","Kohei, Horibe","Ryo, Sadoshima","Hayato, Usui","Yuto, Naruse","Keito, Arai","Taiki, Horibata","Yugo, Suzuki",,,,,,,,411.0,1186078.0,Rintaro Takeda,,1741373500.0,1741405900.0,Slider,N,-0.4914,0.9886,100.64,1157.1,526.3,45.49,7:36,1.0,1.53578,-54.0,-58.7,-33.3,-19.5,-0.25,5.77,1.61,0.17,55.63,1186078@1741405900,V3P4DLKO0850A,-4.3600116,-10.069303,untitled,,1741405900.0,80.0,1410148.0,tokyobbc_rapsodo Player_003,,1741373499.0,1741405899.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410148@1741405899,untitled,1741405899.0,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250308春季オープン戦vs横浜金港クラブA.csv
275,14.0,265.0,2025/3/8,10104.42423,9764.424237,1741405914,4.0,3.0,武田,Right,TOK,9,潮田,Right,横浜金港クラブ,8,Top,1,2,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,127.0,0.818,0.216,,,TOK,#217fc4,東大,横浜金港クラブ,#020d4f,金港,TodaiStadium,A,春季オープン戦,Normal,3,,,村上,Nothing,,,,,,2506600275,見逃し,,9435,https://youtu.be/8nzGCbkleis&t=9435,6255,https://youtu.be/RIOsgIq2m3k&t=6255,大山,堀部,佐渡島,臼井,成瀬,荒井慶,堀端,鈴木,"佐渡島,大山,門田,荒井慶,堀端,堀部,臼井,鈴木,成瀬","磯部,高橋海,高橋優,小椋,高橋亮,石丸,大塚,村上,潮田","武田,大山,堀部,佐渡島,臼井,成瀬,荒井慶,堀端,鈴木","鈴木,高橋亮,高橋優,小椋,大塚,磯部,潮田,村上,高橋海","R,L,R,R,R,L,R,R,L,L","R,R,L,L,R,R,R,R,L,R","Rintaro, Takeda","Hiroto, Oyama","Kohei, Horibe","Ryo, Sadoshima","Hayato, Usui","Yuto, Naruse","Keito, Arai","Taiki, Horibata","Yugo, Suzuki",,,,,,,,410.0,1186078.0,Rintaro Takeda,,1741373515.0,1741405915.0,Fastball,N,0.1439,1.077,126.68,2245.8,2091.1,93.11,1:08,1.0,1.5879459,52.8,34.4,51.3,36.5,-1.49,0.41,1.61,0.23,21.39,1186078@1741405915,V3P4DLKO0850A,1.0390146,-4.351963,untitled,,1741405915.0,79.0,1410148.0,tokyobbc_rapsodo Player_003,,1741373515.0,1741405915.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410148@1741405915,untitled,1741405915.0,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250308春季オープン戦vs横浜金港クラブA.csv
276,15.0,266.0,2025/3/8,10126.73949,9786.739497,1741405937,4.0,4.0,武田,Right,TOK,9,潮田,Right,横浜金港クラブ,8,Top,1,2,1,Cutter,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,113.0,0.606,0.1,,,TOK,#217fc4,東大,横浜金港クラブ,#020d4f,金港,TodaiStadium,A,春季オープン戦,Normal,3,,,村上,Nothing,,,,,,2506600276,空振り,,9457,https://youtu.be/8nzGCbkleis&t=9457,6277,https://youtu.be/RIOsgIq2m3k&t=6277,大山,堀部,佐渡島,臼井,成瀬,荒井慶,堀端,鈴木,"佐渡島,大山,門田,荒井慶,堀端,堀部,臼井,鈴木,成瀬","磯部,高橋海,高橋優,小椋,高橋亮,石丸,大塚,村上,潮田","武田,大山,堀部,佐渡島,臼井,成瀬,荒井慶,堀端,鈴木","鈴木,高橋亮,高橋優,小椋,大塚,磯部,潮田,村上,高橋海","R,L,R,R,R,L,R,R,L,L","R,R,L,L,R,R,R,R,L,R","Rintaro, Takeda","Hiroto, Oyama","Kohei, Horibe","Ryo, Sadoshima","Hayato, Usui","Yuto, Naruse","Keito, Arai","Taiki, Horibata","Yugo, Suzuki",,,,,,,,409.0,1186078.0,Rintaro Takeda,,1741373529.0,1741405929.0,Slider,Y,0.0585,0.9136,111.83,2404.74,612.0,25.45,0:06,1.0,1.734312,16.9,-20.3,15.6,-2.0,0.34,2.28,1.6,0.16,75.26,1186078@1741405929,V3P4DLKO0850A,-1.1721046,-7.655103,untitled,,1741405929.0,78.0,1410148.0,tokyobbc_rapsodo Player_003,,1741373529.0,1741405929.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410148@1741405929,untitled,1741405929.0,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250308春季オープン戦vs横浜金港クラブA.csv
277,16.0,267.0,2025/3/8,10147.23876,9807.238763,1741405957,4.0,5.0,武田,Right,TOK,9,潮田,Right,横浜金港クラブ,8,Top,1,2,2,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,127.0,0.47,-0.387,,,TOK,#217fc4,東大,横浜金港クラブ,#020d4f,金港,TodaiStadium,A,春季オープン戦,Normal,3,,,村上,Nothing,,,,,,2506600277,ボール,,9478,https://youtu.be/8nzGCbkleis&t=9478,6298,https://youtu.be/RIOsgIq2m3k&t=6298,大山,堀部,佐渡島,臼井,成瀬,荒井慶,堀端,鈴木,"佐渡島,大山,門田,荒井慶,堀端,堀部,臼井,鈴木,成瀬","磯部,高橋海,高橋優,小椋,高橋亮,石丸,大塚,村上,潮田","武田,大山,堀部,佐渡島,臼井,成瀬,荒井慶,堀端,鈴木","鈴木,高橋亮,高橋優,小椋,大塚,磯部,潮田,村上,高橋海","R,L,R,R,R,L,R,R,L,L","R,R,L,L,R,R,R,R,L,R","Rintaro, Takeda","Hiroto, Oyama","Kohei, Horibe","Ryo, Sadoshima","Hayato, Usui","Yuto, Naruse","Keito, Arai","Taiki, Horibata","Yugo, Suzuki",,,,,,,,408.0,1186078.0,Rintaro Takeda,,1741373550.0,1741405950.0,Fastball,Y,0.1395,0.5333,127.36,2242.03,2212.0,98.66,1:08,1.0,1.7025871,55.6,39.0,51.3,36.3,-1.54,-1.59,1.61,0.19,9.39,1186078@1741405950,V3P4DLKO0850A,1.3791268,-6.22447,untitled,,1741405950.0,77.0,1410148.0,tokyobbc_rapsodo Player_003,,1741373550.0,1741405950.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410148@1741405950,untitled,1741405950.0,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250308春季オープン戦vs横浜金港クラブA.csv
278,17.0,268.0,2025/3/8,10161.13807,9821.138078,1741405971,4.0,6.0,武田,Right,TOK,9,潮田,Right,横浜金港クラブ,8,Top,1,3,2,Cutter,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,115.0,0.498,0.272,,,TOK,#217fc4,東大,横浜金港クラブ,#020d4f,金港,TodaiStadium,A,春季オープン戦,IFFW,3,,,村上,Nothing,,,,,,2506600278,空三振,,9492,https://youtu.be/8nzGCbkleis&t=9492,6312,https://youtu.be/RIOsgIq2m3k&t=6312,大山,堀部,佐渡島,臼井,成瀬,荒井慶,堀端,鈴木,"佐渡島,大山,門田,荒井慶,堀端,堀部,臼井,鈴木,成瀬","磯部,高橋海,高橋優,小椋,高橋亮,石丸,大塚,村上,潮田","武田,大山,堀部,佐渡島,臼井,成瀬,荒井慶,堀端,鈴木","鈴木,高橋亮,高橋優,小椋,大塚,磯部,潮田,村上,高橋海","R,L,R,R,R,L,R,R,L,L","R,R,L,L,R,R,R,R,L,R","Rintaro, Takeda","Hiroto, Oyama","Kohei, Horibe","Ryo, Sadoshima","Hayato, Usui","Yuto, Naruse","Keito, Arai","Taiki, Horibata","Yugo, Suzuki",,,,,,,,407.0,1186078.0,Rintaro Takeda,,1741373572.0,1741405972.0,Slider,N,0.3063,0.5208,114.9,2409.83,476.6,19.78,11:38,1.0,2.0367203,12.0,-14.2,11.2,-5.2,0.68,0.69,1.58,0.26,78.59,1186078@1741405972,V3P4DLKO0850A,-0.39578524,-8.71909,untitled,,1741405972.0,76.0,1410148.0,tokyobbc_rapsodo Player_003,,1741373572.0,1741405972.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410148@1741405972,untitled,1741405972.0,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250308春季オープン戦vs横浜金港クラブA.csv
279,18.0,269.0,2025/3/8,10201.58754,9861.587543,1741406011,5.0,1.0,武田,Right,TOK,1,磯部,Right,横浜金港クラブ,8,Top,2,0,0,Cutter,StrikeCalled,Undefined,Undefined,Undefined,0,0,,115.0,0.582,-0.184,,,TOK,#217fc4,東大,横浜金港クラブ,#020d4f,金港,TodaiStadium,A,春季オープン戦,Normal,3,,,村上,Nothing,,,,,,2506600279,見逃し,,9532,https://youtu.be/8nzGCbkleis&t=9532,6328,https://youtu.be/RIOsgIq2m3k&t=6328,大山,堀部,佐渡島,臼井,成瀬,荒井慶,堀端,鈴木,"佐渡島,大山,門田,荒井慶,堀端,堀部,臼井,鈴木,成瀬","磯部,高橋海,高橋優,小椋,高橋亮,石丸,大塚,村上,潮田","武田,大山,堀部,佐渡島,臼井,成瀬,荒井慶,堀端,鈴木","鈴木,高橋亮,高橋優,小椋,大塚,磯部,潮田,村上,高橋海","R,L,R,R,R,L,R,R,L,L","R,R,L,L,R,R,R,R,L,R","Rintaro, Takeda","Hiroto, Oyama","Kohei, Horibe","Ryo, Sadoshima","Hayato, Usui","Yuto, Naruse","Keito, Arai","Taiki, Horibata","Yugo, Suzuki",,,,,,,,406.0,1186078.0,Rintaro Takeda,,1741373614.0,1741406014.0,Slider,N,-0.2652,0.8173,114.8,2285.86,614.6,26.89,11:58,1.0,1.61339,17.5,-6.3,17.1,-2.9,-1.29,1.46,1.63,0.17,74.4,1186078@1741406014,V3P4DLKO0850A,-1.7498039,-7.455073,untitled,,1741406014.0,75.0,1410148.0,tokyobbc_rapsodo Player_003,,1741373614.0,1741406014.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410148@1741406014,untitled,1741406014.0,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250308春季オープン戦vs横浜金港クラブA.csv
280,19.0,270.0,2025/3/8,10216.85248,9876.852486,1741406027,5.0,2.0,武田,Right,TOK,1,磯部,Right,横浜金港クラブ,8,Top,2,0,1,Fastball,FoulBall,Undefined,FlyBall,Undefined,0,0,,130.0,0.498,-0.1,31.46816603,96.45881638,TOK,#217fc4,東大,横浜金港クラブ,#020d4f,金港,TodaiStadium,A,春季オープン戦,Normal,3,,,村上,Undefined,,,,,,2506600280,ファール,,9547,https://youtu.be/8nzGCbkleis&t=9547,6344,https://youtu.be/RIOsgIq2m3k&t=6344,大山,堀部,佐渡島,臼井,成瀬,荒井慶,堀端,鈴木,"佐渡島,大山,門田,荒井慶,堀端,堀部,臼井,鈴木,成瀬","磯部,高橋海,高橋優,小椋,高橋亮,石丸,大塚,村上,潮田","武田,大山,堀部,佐渡島,臼井,成瀬,荒井慶,堀端,鈴木","鈴木,高橋亮,高橋優,小椋,大塚,磯部,潮田,村上,高橋海","R,L,R,R,R,L,R,R,L,L","R,R,L,L,R,R,R,R,L,R","Rintaro, Takeda","Hiroto, Oyama","Kohei, Horibe","Ryo, Sadoshima","Hayato, Usui","Yuto, Naruse","Keito, Arai","Taiki, Horibata","Yugo, Suzuki",,,,,,,,405.0,1186078.0,Rintaro Takeda,,1741373630.0,1741406030.0,Fastball,Y,-0.2066,0.6652,130.04,2360.17,2218.9,94.01,1:08,1.0,1.4270325,56.4,35.8,51.0,36.3,-2.38,-1.38,1.67,0.12,19.93,1186078@1741406030,V3P4DLKO0850A,0.25183362,-5.7725425,untitled,,1741406030.0,74.0,1410148.0,tokyobbc_rapsodo Player_003,,1741373630.0,1741406030.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410148@1741406030,untitled,1741406030.0,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250308春季オープン戦vs横浜金港クラブA.csv
281,20.0,271.0,2025/3/8,10240.16926,9900.169262,1741406050,5.0,3.0,武田,Right,TOK,1,磯部,Right,横浜金港クラブ,8,Top,2,0,2,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,130.0,0.842,-0.707,,,TOK,#217fc4,東大,横浜金港クラブ,#020d4f,金港,TodaiStadium,A,春季オープン戦,Normal,3,,,村上,Nothing,,,,,,2506600281,ボール,,9571,https://youtu.be/8nzGCbkleis&t=9571,6367,https://youtu.be/RIOsgIq2m3k&t=6367,大山,堀部,佐渡島,臼井,成瀬,荒井慶,堀端,鈴木,"佐渡島,大山,門田,荒井慶,堀端,堀部,臼井,鈴木,成瀬","磯部,高橋海,高橋優,小椋,高橋亮,石丸,大塚,村上,潮田","武田,大山,堀部,佐渡島,臼井,成瀬,荒井慶,堀端,鈴木","鈴木,高橋亮,高橋優,小椋,大塚,磯部,潮田,村上,高橋海","R,L,R,R,R,L,R,R,L,L","R,R,L,L,R,R,R,R,L,R","Rintaro, Takeda","Hiroto, Oyama","Kohei, Horibe","Ryo, Sadoshima","Hayato, Usui","Yuto, Naruse","Keito, Arai","Taiki, Horibata","Yugo, Suzuki",,,,,,,,404.0,1186078.0,Rintaro Takeda,,1741373654.0,1741406054.0,Fastball,N,-1.3333,0.9903,129.78,2324.08,2207.2,94.97,1:06,1.0,1.3590965,40.1,53.3,54.0,36.1,-5.95,-0.18,1.68,0.12,18.25,1186078@1741406054,V3P4DLKO0850A,-2.1138816,-5.691396,untitled,,1741406054.0,73.0,1410148.0,tokyobbc_rapsodo Player_003,,1741373653.0,1741406053.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410148@1741406053,untitled,1741406053.0,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250308春季オープン戦vs横浜金港クラブA.csv
282,21.0,272.0,2025/3/8,10262.08349,9922.083498,1741406072,5.0,4.0,武田,Right,TOK,1,磯部,Right,横浜金港クラブ,8,Top,2,1,2,Curveball,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,102.0,0.742,0.132,,,TOK,#217fc4,東大,横浜金港クラブ,#020d4f,金港,TodaiStadium,A,春季オープン戦,Normal,3,,,村上,Nothing,,,,,,2506600282,見三振,,9593,https://youtu.be/8nzGCbkleis&t=9593,6389,https://youtu.be/RIOsgIq2m3k&t=6389,大山,堀部,佐渡島,臼井,成瀬,荒井慶,堀端,鈴木,"佐渡島,大山,門田,荒井慶,堀端,堀部,臼井,鈴木,成瀬","磯部,高橋海,高橋優,小椋,高橋亮,石丸,大塚,村上,潮田","武田,大山,堀部,佐渡島,臼井,成瀬,荒井慶,堀端,鈴木","鈴木,高橋亮,高橋優,小椋,大塚,磯部,潮田,村上,高橋海","R,L,R,R,R,L,R,R,L,L","R,R,L,L,R,R,R,R,L,R","Rintaro, Takeda","Hiroto, Oyama","Kohei, Horibe","Ryo, Sadoshima","Hayato, Usui","Yuto, Naruse","Keito, Arai","Taiki, Horibata","Yugo, Suzuki",,,,,,,,403.0,1186078.0,Rintaro Takeda,,1741373675.0,1741406075.0,Slider,Y,-0.1222,1.0571,102.08,2420.56,1327.7,54.85,7:02,1.0,2.3668766,-15.7,-34.1,-33.3,-22.7,0.48,4.69,1.63,0.09,56.74,1186078@1741406075,V3P4DLKO0850A,-2.1941528,-9.73602,untitled,,1741406075.0,72.0,1410148.0,tokyobbc_rapsodo Player_003,,1741373675.0,1741406075.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410148@1741406075,untitled,1741406075.0,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250308春季オープン戦vs横浜金港クラブA.csv
283,1.0,273.0,2025/3/8,10398.91073,10058.91073,1741406209,1.0,1.0,植田,Right,横浜金港クラブ,6,堀部,Right,TOK,8,Bottom,0,0,0,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,103.0,0.634,-0.256,,,TOK,#217fc4,東大,横浜金港クラブ,#020d4f,金港,TodaiStadium,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2506600283,空振り,,9729,https://youtu.be/8nzGCbkleis&t=9729,6410,https://youtu.be/RIOsgIq2m3k&t=6410,高橋亮,高橋優,小椋,大塚,磯部,村上,高橋海,山崎,"佐渡島,大山,門田,荒井慶,堀端,堀部,臼井,鈴木,成瀬","磯部,高橋海,高橋優,小椋,高橋亮,石丸,大塚,村上,山崎","武田,大山,堀部,佐渡島,臼井,成瀬,荒井慶,堀端,鈴木","植田,高橋亮,高橋優,小椋,大塚,磯部,村上,高橋海,山崎","R,L,R,R,R,L,R,R,L,L","R,R,L,L,R,R,R,R,L,R",,,,,,,,,,,"Kohei, Horibe",,,,,,170.0,972881.0,TokyoBBC Right,,1741373812.0,1741406212.0,Slider,N,-0.2545,0.6485,103.09,1982.57,424.1,21.39,6:24,1.0,1.6481743,-17.7,-24.2,-16.9,-7.2,-3.66,5.45,1.11,1.03,77.65,972881@1741406212,V3P4DLKO0850A,-5.4648957,-9.591976,untitled,,1741406212.0,66.0,1410148.0,tokyobbc_rapsodo Player_003,,1741373812.0,1741406212.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410148@1741406212,untitled,1741406212.0,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250308春季オープン戦vs横浜金港クラブA.csv
