PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,DetectedShift,1B_PositionAtReleaseX,1B_PositionAtReleaseZ,2B_PositionAtReleaseX,2B_PositionAtReleaseZ,3B_PositionAtReleaseX,3B_PositionAtReleaseZ,SS_PositionAtReleaseX,SS_PositionAtReleaseZ,LF_PositionAtReleaseX,LF_PositionAtReleaseZ,CF_PositionAtReleaseX,CF_PositionAtReleaseZ,RF_PositionAtReleaseX,RF_PositionAtReleaseZ,unixtime
62,2025/4/26,34:53.6,1,1,"Tatsuki, Ito",1000126605,Right,WAS_EDA,"Ayuto, Matsusita",1000424364,Right,HOS_HOS,Undefined,2,Bottom,0,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,143.78831,-0.757521,-4.438876,2290.360619,216.792761,1:15,1.536983,0.431222,1.928129,-34.9035,54.6776,38.3166,0.97467,-0.434042,128.43963,-3.479578,-1.721184,0.427428,,,,,,,,,,,,-23.41,29.8409,-0.334181,15.24,1.517939,2.861727,-39.388859,-0.607599,-4.653418,9.772455,-3.874897,HOS_HOS,WAS_EDA,JinguStadium,NPM,NPBEastern,20250426-JinguStadium-1,095f5370-2247-11f0-86ea-81fc05af7883,141.91864,,,15.34868,,,,,,,dff9fd9f-6cf8-4e7c-8676-7f82ea422551,2025/4/26,34:53.6,2025-04-26T11:34:53.6361984+09:00,2025-04-26T02:34:53.6361984Z,,v3,,,,"Mizuki, Yoshida",1000126618,Right,WAS_EDA,592cf4b3-93ca-4f1a-9a4a-3c03311e989d,16.509941,-39.702684,4.886227,1.535452,-0.483164,-1.937448,-0.428479,3.011163,-2.326709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,NoShift,27.94009289,20.44906885,44.52238819,11.0074578,27.62846647,-22.2161904,43.12480781,-14.49600425,78.0405181,-44.31167433,100.6024252,-3.918670525,82.10744014,41.89364649,1745634894
63,2025/4/26,35:02.7,1,2,"Tatsuki, Ito",1000126605,Right,WAS_EDA,"Ayuto, Matsusita",1000424364,Right,HOS_HOS,Undefined,2,Bottom,0,1,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,144.03574,-2.168837,-3.845776,2276.830369,215.195498,1:15,1.542648,0.447939,1.934354,-32.8216,56.8011,37.513,0.604241,-0.257593,128.22783,-4.749264,-1.180566,0.427527,,,,,,,,,,,,-22.7086,32.3267,-0.364547,15.24,1.492537,2.460749,-39.445829,-1.571696,-4.502349,10.209881,-3.397351,HOS_HOS,WAS_EDA,JinguStadium,NPM,NPBEastern,20250426-JinguStadium-1,0eb87f40-2247-11f0-86ea-81fc05af7883,141.88574,,,15.80791,,,,,,,dff9fd9f-6cf8-4e7c-8676-7f82ea422551,2025/4/26,35:02.7,2025-04-26T11:35:02.6619904+09:00,2025-04-26T02:35:02.6619904Z,,v3,,,,"Mizuki, Yoshida",1000126618,Right,WAS_EDA,b49a6b4d-64c8-46e5-8e3a-6f13cd107bb7,16.503651,-39.771559,5.10494,1.54095,-1.463309,-1.698676,-0.445344,2.604389,-2.251174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,NoShift,27.92762593,20.40258214,44.98967782,10.03663108,27.93189009,-22.12666757,43.03071159,-14.20759815,77.19950617,-43.48016138,101.376457,-4.249926225,82.52398659,42.81243798,1745634903
64,2025/4/26,35:14.4,1,3,"Tatsuki, Ito",1000126605,Right,WAS_EDA,"Ayuto, Matsusita",1000424364,Right,HOS_HOS,Undefined,2,Bottom,0,1,1,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,144.33118,-0.56399,-3.695001,2267.338092,214.265624,1:15,1.530238,0.484564,1.923204,-29.3229,59.8596,38.3782,1.078321,-0.170548,128.37794,-2.898255,-0.969732,0.426476,118.6081,11.993331,173.706394,2290.133766,,,,39.328562,19.36448,179.734493,1.428928,-22.5295,32.0652,-0.403532,15.24,1.515518,2.344845,-39.539314,-0.438613,-4.498191,10.089214,-3.404591,HOS_HOS,WAS_EDA,JinguStadium,NPM,NPBEastern,20250426-JinguStadium-1,159bf490-2247-11f0-86ea-81fc05af7883,142.23548,3.11119,,15.95324,,,,0.285114,1.015612,0.167054,dff9fd9f-6cf8-4e7c-8676-7f82ea422551,2025/4/26,35:14.4,2025-04-26T11:35:14.3697920+09:00,2025-04-26T02:35:14.3697920Z,GroundBall,v3,,,,"Mizuki, Yoshida",1000126618,Right,WAS_EDA,bbb0b77e-ccc3-4242-ba98-74fe7abab796,16.51348,-39.862942,5.044607,1.527835,-0.329405,-1.702296,-0.481061,2.489132,-2.249095,274.550929,0.285114,-32.033341,3.475258,-0.403998,0.072142,-0.017416,0.008235,-0.002404,0.000289,1.015612,6.846247,-5.876023,0.514958,-0.096216,0.021556,-0.005048,0.001319,-0.000194,0.167057,3.53243,-3.260468,0.718386,-0.112009,-0.00316,-0.006143,0.008756,-0.002271,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,,NoShift,27.99583185,20.36932377,45.21141703,9.929903626,27.85815475,-22.09305904,43.01815891,-14.32522237,76.82705193,-43.35023513,100.3137143,-3.742912908,82.73574076,42.82364055,1745634914
65,2025/4/26,35:29.6,1,4,"Tatsuki, Ito",1000126605,Right,WAS_EDA,"Ayuto, Matsusita",1000424364,Right,HOS_HOS,Undefined,2,Bottom,0,1,2,Fastball,Sinker,InPlay,Undefined,FlyBall,Out,1,0,,145.37148,-1.162198,-4.271346,2284.901725,223.010937,1:30,1.552987,0.478462,1.959623,-38.2043,48.8772,42.5187,0.844419,-0.295132,130.20851,-4.112191,-1.247637,0.421423,153.42879,21.937776,22.351509,4418.114822,29.988734,12.144454,14.993264,101.563714,98.122252,35.118347,4.064268,-25.7522,27.4022,-0.387781,15.24,1.525575,2.768229,-39.857008,-0.917938,-5.247054,9.924727,-4.223407,HOS_HOS,WAS_EDA,JinguStadium,NPM,NPBEastern,20250426-JinguStadium-1,1ec64ca0-2247-11f0-86ea-81fc05af7883,143.94105,15.577818,,15.16298,,,,0.073953,0.824907,0.302483,dff9fd9f-6cf8-4e7c-8676-7f82ea422551,2025/4/26,35:29.6,2025-04-26T11:35:29.6109568+09:00,2025-04-26T02:35:29.6109568Z,LineDrive,v3,,,,"Mizuki, Yoshida",1000126618,Right,WAS_EDA,5bdd3d87-ac3b-42a0-9edb-86a5f4cb73ee,16.479367,-40.164435,4.962364,1.551983,-0.787114,-2.111703,-0.476047,2.930761,-2.623527,222.516848,0.073717,36.568138,-7.431874,1.62825,-0.358663,0.075136,-0.013491,0.00159,-8.00E-05,0.825171,15.916556,-4.632488,0.213218,-0.021656,0.001606,0.000197,7.70E-05,-2.00E-05,0.302492,15.034564,0.129481,-0.178982,0.021613,0.01065,-0.004791,0.000776,-4.60E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,NoShift,27.64993462,20.51342594,45.57359169,10.23203308,28.41074382,-22.59464571,43.26003702,-13.52022092,76.11755937,-43.06204915,101.0085206,-3.910615478,82.55494738,43.06041996,1745634930
66,2025/4/26,35:58.3,2,1,"Tatsuki, Ito",1000126605,Right,WAS_EDA,"Shugo, Imaizumi",1000338382,Left,HOS_HOS,Undefined,2,Bottom,1,0,0,Fastball,Sinker,InPlay,Undefined,FlyBall,Out,1,0,,144.41819,-1.520504,-3.33791,2275.053434,229.105286,1:45,1.510369,0.48063,1.890532,-45.052,42.9281,46.0374,0.63124,0.000845,130.80716,-4.92138,-0.071349,0.423591,138.55241,55.356714,27.884269,3266.898839,30.740258,42.615497,13.385187,67.015245,66.124148,18.999889,6.167209,-26.4812,24.3165,-0.40687,15.24,1.472777,2.087788,-39.661348,-1.204838,-5.397734,9.043826,-4.850144,HOS_HOS,WAS_EDA,JinguStadium,NPM,NPBEastern,20250426-JinguStadium-1,2fe3b540-2247-11f0-86ea-81fc05af7883,143.20412,43.816616,,13.61104,,,,0.461243,0.65921,0.00317,dff9fd9f-6cf8-4e7c-8676-7f82ea422551,2025/4/26,35:58.3,2025-04-26T11:35:58.2702080+09:00,2025-04-26T02:35:58.2702080Z,FlyBall,v3,,,,"Mizuki, Yoshida",1000126618,Right,WAS_EDA,24366a57-7bd8-4f73-bd45-9338212bcbf3,16.549148,-39.958752,4.521913,1.509775,-1.045342,-2.425072,-0.478445,2.265291,-2.698867,175.156738,0.461523,19.324618,-5.327142,1.57088,-0.280861,0.016379,0.004538,-0.000954,5.40E-05,0.648662,31.835049,-7.525331,1.275445,-0.532817,0.168499,-0.030612,0.002806,-0.0001,0.004958,10.196766,-3.295132,0.734886,-0.035467,-0.034955,0.011137,-0.001391,6.40E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,,NoShift,26.93310062,21.58736885,42.93215501,12.51920308,26.94412707,-20.55265229,42.91226902,-13.59785749,75.20366515,-41.80183186,98.48354672,4.094151603,84.05572865,44.74297791,1745634958
67,2025/4/26,36:29.8,3,1,"Tatsuki, Ito",1000126605,Right,WAS_EDA,"Riku, Hamaoka",1000126365,Left,HOS_HOS,Undefined,2,Bottom,2,0,0,Fastball,Sinker,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,145.0639,-0.364065,-2.781374,2260.468466,229.912378,1:45,1.507661,0.492591,1.871713,-48.3033,38.165,42.1175,0.921959,0.129719,132.51877,-3.974111,0.2052,0.419936,123.27795,81.011661,-83.85279,5147.062293,,,,,3.118515,,,-23.8287,20.822,-0.430582,15.24,1.496187,1.733011,-39.904847,-0.426344,-4.964961,8.393176,-5.46816,HOS_HOS,WAS_EDA,JinguStadium,NPM,NPBEastern,20250426-JinguStadium-1,42aa3a00-2247-11f0-86ea-81fc05af7883,144.45059,16.585566,,12.54513,,,,0.494736,0.937875,-0.131366,dff9fd9f-6cf8-4e7c-8676-7f82ea422551,2025/4/26,36:29.8,2025-04-26T11:36:29.8177536+09:00,2025-04-26T02:36:29.8177536Z,,v3,,,,"Mizuki, Yoshida",1000126618,Right,WAS_EDA,5f7c5c71-6612-47c7-bef9-ab9f3f46ec3f,16.568343,-40.183265,4.196588,1.507321,-0.244954,-2.73408,-0.490801,1.897709,-2.482481,170.740757,0.494736,0.5729,-3.800312,1.555751,-0.456243,0.121256,-0.031302,0.007395,-0.001194,0.937875,33.823367,-9.736447,1.324049,-0.22578,0.028808,-0.002499,0.000173,-0.000141,-0.131366,-5.319276,-0.504432,0.311001,-0.105921,0.030579,-0.008281,0.00194,-0.000281,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Undefined,,,,NoShift,26.36985575,20.89015839,42.36085993,13.46477102,23.61221391,-17.945901,42.28229398,-14.39380792,68.07621666,-43.17711795,93.16800519,-2.057540666,82.09102821,44.00301823,1745634990
68,2025/4/26,36:52.9,3,2,"Tatsuki, Ito",1000126605,Right,WAS_EDA,"Riku, Hamaoka",1000126365,Left,HOS_HOS,Undefined,2,Bottom,2,0,1,ChangeUp,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,130.23977,-0.057675,-3.199515,1272.171212,275.71682,3:15,1.493099,0.56881,1.890798,-108.1378,0.0756,36.3328,0.395469,0.031058,118.52339,-7.956163,-0.617336,0.469781,,,,,,,,,,,,-21.2891,1.2301,-0.4976,15.24,1.485383,1.838012,-35.784764,-0.437275,-3.527138,7.458968,-9.602854,HOS_HOS,WAS_EDA,JinguStadium,NPM,NPBEastern,20250426-JinguStadium-1,507cbd60-2247-11f0-86ea-81fc05af7883,129.12408,,,11.71638,,,,,,,dff9fd9f-6cf8-4e7c-8676-7f82ea422551,2025/4/26,36:52.9,2025-04-26T11:36:52.9131520+09:00,2025-04-26T02:36:52.9131520Z,,v3,,,,"Mizuki, Yoshida",1000126618,Right,WAS_EDA,aef40c4d-e506-4dd5-87a6-9de279af6a0d,16.548924,-36.056563,3.729484,1.494941,-0.087353,-4.801427,-0.566918,1.966539,-1.763569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,NoShift,26.47550812,20.87444698,44.87985995,13.07748152,24.17743759,-18.48409508,42.76595563,-13.87284165,70.96853984,-45.06234708,93.22476878,-6.013473582,82.32365114,44.49767271,1745635013
69,2025/4/26,37:10.5,3,3,"Tatsuki, Ito",1000126605,Right,WAS_EDA,"Riku, Hamaoka",1000126365,Left,HOS_HOS,Undefined,2,Bottom,2,0,2,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,127.28483,0.647384,-5.060228,1355.730321,281.499889,3:30,1.467489,0.468838,1.869308,-117.1799,-3.8239,36.9379,0.478787,-0.591032,116.41208,-7.867759,-2.449542,0.480814,,,,,,,,,,,,-22.7482,-1.2988,-0.353052,15.24,1.475398,2.92951,-34.911785,-0.036293,-3.61371,6.659948,-10.01297,HOS_HOS,WAS_EDA,JinguStadium,NPM,NPBEastern,20250426-JinguStadium-1,5affa090-2247-11f0-86ea-81fc05af7883,126.16106,,,10.87275,,,,,,,dff9fd9f-6cf8-4e7c-8676-7f82ea422551,2025/4/26,37:10.5,2025-04-26T11:37:10.5427456+09:00,2025-04-26T02:37:10.5427456Z,,v3,,,,"Mizuki, Yoshida",1000126618,Right,WAS_EDA,07338bf6-fb9f-46de-a151-1e28b7b9395c,16.570814,-35.164742,3.329974,1.469555,0.344017,-5.006485,-0.466927,3.066765,-1.806855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,NoShift,26.48288124,21.23380498,43.80595485,14.64267774,24.41199494,-18.6140851,43.24618998,-12.76671495,69.19928984,-43.61234387,94.95410881,-4.915063083,83.23955505,44.68372811,1745635031
70,2025/4/26,37:21.6,3,4,"Tatsuki, Ito",1000126605,Right,WAS_EDA,"Riku, Hamaoka",1000126365,Left,HOS_HOS,Undefined,2,Bottom,2,1,2,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,146.06614,0.058673,-2.442639,2249.419074,218.500805,1:15,1.53039,0.478096,1.919974,-36.0747,50.1463,37.3804,1.186136,0.165522,131.04727,-2.730783,0.216133,0.419335,118.6971,75.635501,-152.724411,5627.756989,-29.631113,25.877799,-15.688307,43.203228,26.611689,-152.286045,5.030703,-21.4425,26.8898,-0.42545,15.24,1.529589,1.525436,-40.125773,-0.06114,-4.434727,9.940932,-4.245305,HOS_HOS,WAS_EDA,JinguStadium,NPM,NPBEastern,20250426-JinguStadium-1,618fc5c0-2247-11f0-86ea-81fc05af7883,144.65763,34.988095,,15.01887,,,,0.595416,1.278354,-0.224524,dff9fd9f-6cf8-4e7c-8676-7f82ea422551,2025/4/26,37:21.6,2025-04-26T11:37:21.6498176+09:00,2025-04-26T02:37:21.6498176Z,Popup,v3,,,,"Mizuki, Yoshida",1000126618,Right,WAS_EDA,8f9d7d42-f7a4-4b11-abc6-373dfe0a1eb9,16.519063,-40.441412,4.970466,1.52939,0.073655,-2.122653,-0.476121,1.666245,-2.217363,0.137244,0.594199,-7.245037,-1.79877,0.991427,-0.306473,0.061362,-0.005773,-4.10E-05,3.00E-05,1.279382,31.914642,-9.474274,1.065608,0.005808,-0.091098,0.029822,-0.004262,0.000234,-0.225148,-3.735622,-0.898003,0.499763,-0.155429,0.031343,-0.002991,-1.30E-05,1.50E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,,NoShift,26.61727225,20.95735898,43.71153953,11.72819989,24.51492073,-18.61271277,42.47678219,-14.12128017,68.18306739,-43.10348452,95.54031968,-5.3766136,82.70433748,44.34698668,1745635042
71,2025/4/26,37:39.8,3,5,"Tatsuki, Ito",1000126605,Right,WAS_EDA,"Riku, Hamaoka",1000126365,Left,HOS_HOS,Undefined,2,Bottom,2,1,2,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,120.74476,0.018899,-5.303027,1473.743479,243.304911,2:00,1.523767,0.402417,1.908655,-100.5954,24.1123,40.1907,0.523146,-0.690234,110.97662,-7.350049,-2.458701,0.504314,,,,,,,,,,,,-24.3761,13.7464,-0.284566,15.24,1.51833,2.909471,-33.118936,-0.317011,-3.509259,5.614129,-7.827675,HOS_HOS,WAS_EDA,JinguStadium,NPM,NPBEastern,20250426-JinguStadium-1,6c7ae0a0-2247-11f0-86ea-81fc05af7883,120.2821,,,9.76814,,,,,,,dff9fd9f-6cf8-4e7c-8676-7f82ea422551,2025/4/26,37:39.8,2025-04-26T11:37:39.8394368+09:00,2025-04-26T02:37:39.8394368Z,,v3,,,,"Mizuki, Yoshida",1000126618,Right,WAS_EDA,2aaa7176-636e-48b8-beab-afad28f27ef0,16.531011,-33.337063,2.807065,1.524739,-0.012881,-3.913837,-0.400256,3.045816,-1.754629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,NoShift,26.49435347,21.22509128,43.15086827,14.39195089,24.32425206,-18.65457498,42.73557304,-13.15862525,68.726048,-43.07584415,94.25059293,-7.429109129,83.64891113,44.87958556,1745635060
72,2025/4/26,37:50.8,3,6,"Tatsuki, Ito",1000126605,Right,WAS_EDA,"Riku, Hamaoka",1000126365,Left,HOS_HOS,Undefined,2,Bottom,2,2,2,ChangeUp,Changeup,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,130.932,-0.194206,-3.4251,1262.852851,296.157255,3:45,1.477381,0.480021,1.856495,-112.8387,-7.4314,21.0637,0.294142,-0.276154,121.72525,-8.342327,-1.93184,0.46365,,,,,,,,,,,,-13.1615,-3.0361,-0.400871,15.24,1.465503,2.066715,-36.040352,-0.549502,-2.259481,6.196366,-10.327864,HOS_HOS,WAS_EDA,JinguStadium,NPM,NPBEastern,20250426-JinguStadium-1,72fa15e0-2247-11f0-86ea-81fc05af7883,130.83149,,,9.20675,,,,,,,dff9fd9f-6cf8-4e7c-8676-7f82ea422551,2025/4/26,37:50.8,2025-04-26T11:37:50.8038144+09:00,2025-04-26T02:37:50.8038144Z,,v3,,,,"Mizuki, Yoshida",1000126618,Right,WAS_EDA,535538e4-6e67-4b11-b47b-f9fa9a98d8b9,16.584423,-36.27076,3.098183,1.478795,-0.165467,-5.163932,-0.479283,2.150733,-1.12974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,NoShift,26.57778997,21.23760612,43.05139041,14.09673839,25.91569221,-20.20398296,43.15711581,-13.3328847,68.80310882,-43.31275187,95.25027965,-8.052210041,82.73236245,44.35190677,1745635071
73,2025/4/26,38:06.7,3,7,"Tatsuki, Ito",1000126605,Right,WAS_EDA,"Riku, Hamaoka",1000126365,Left,HOS_HOS,Undefined,2,Bottom,2,2,2,Fastball,Sinker,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,145.38497,-0.792277,-2.34305,2184.523693,228.700509,1:30,1.477055,0.486748,1.911241,-46.0546,40.0288,42.3245,0.793693,0.251273,132.19597,-4.259275,0.66713,0.419,141.46768,29.986178,-34.157905,3409.320126,26.05182,17.139836,-21.105148,96.902904,82.896719,-45.74424,4.5376,-23.7436,22.2288,-0.436323,15.24,1.456469,1.429425,-39.987824,-0.709514,-4.939239,8.883903,-5.18252,HOS_HOS,WAS_EDA,JinguStadium,NPM,NPBEastern,20250426-JinguStadium-1,7c668000-2247-11f0-86ea-81fc05af7883,144.77316,21.005236,,13.189,,,,0.197862,0.804463,-0.268397,dff9fd9f-6cf8-4e7c-8676-7f82ea422551,2025/4/26,38:06.7,2025-04-26T11:38:06.6863104+09:00,2025-04-26T02:38:06.6863104Z,FlyBall,v3,,,,"Mizuki, Yoshida",1000126618,Right,WAS_EDA,bf928fe6-f613-4f15-ae3a-f39f82f4fc78,16.528464,-40.273059,4.441951,1.476578,-0.54312,-2.59126,-0.484763,1.588009,-2.46962,144.696402,0.19853,28.149518,-7.036716,1.822499,-0.338591,0.036545,-0.001137,-4.30E-05,-5.00E-06,0.804441,19.638782,-5.023578,-0.016278,0.155977,-0.077614,0.022491,-0.003378,0.000199,-0.268488,-19.108984,1.401937,-0.121716,-0.025036,0.012978,-0.002444,0.000199,-5.00E-06,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,,NoShift,26.46456943,21.03794677,43.53085376,12.61293433,26.39654602,-20.16491065,42.35310122,-14.01291648,67.30026925,-42.726011,95.96362643,-6.621990933,82.81577472,44.3711924,1745635087
74,2025/4/26,38:37.5,3,8,"Tatsuki, Ito",1000126605,Right,WAS_EDA,"Riku, Hamaoka",1000126365,Left,HOS_HOS,Undefined,2,Bottom,2,2,2,ChangeUp,Changeup,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,117.26122,1.451507,-3.598597,1250.00425,266.929308,3:00,1.522503,0.426354,2.005587,-123.2597,5.9473,42.5243,0.69625,-0.154937,108.64677,-7.57956,-0.559268,0.513331,,,,,,,,,,,,-24.6213,3.3784,-0.353061,15.24,1.546743,1.871218,-32.275183,0.438398,-3.387003,5.012412,-9.341898,HOS_HOS,WAS_EDA,JinguStadium,NPM,NPBEastern,20250426-JinguStadium-1,8eddac40-2247-11f0-86ea-81fc05af7883,118.16931,,,8.61445,,,,,,,dff9fd9f-6cf8-4e7c-8676-7f82ea422551,2025/4/26,38:37.5,2025-04-26T11:38:37.5140000+09:00,2025-04-26T02:38:37.5140000Z,,v3,,,,"Mizuki, Yoshida",1000126618,Right,WAS_EDA,12eb809e-597c-4bc6-abd4-18484b49ea1c,16.434958,-32.460232,2.506206,1.524192,0.783284,-4.670949,-0.424451,1.99626,-1.693502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.97113,,,1.143262,,,,0.302634,1.563346,-0.944559,22.145677,1.355867,15.885336,0.317296,21.429803,-2.078246,1.570851,4.744697,-4.334409,-0.943084,15.284453,-0.49759,High,High,High,,,High,Medium,Medium,NoShift,26.63132679,21.32916206,42.19283026,14.603411,26.90198881,-21.38514117,43.16551757,-12.62710451,68.11565604,-43.90052022,94.18997509,-5.183965102,82.51681613,42.63514157,1745635118
75,2025/4/26,40:36.6,1,1,"Norihiro, Nozaki",1000126351,Left,HOS_HOS,"Kenshin, Maeda",1000126619,Left,WAS_EDA,Undefined,3,Top,0,0,0,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,111.27732,5.267514,0.070726,2393.185416,318.1497,4:30,1.537858,-0.471507,1.640247,-190.9356,-37.6913,38.2742,1.137741,-0.068558,101.31421,-8.390695,2.745922,0.559045,,,,,,,,,,,,-18.9289,-21.0329,0.466294,15.24,1.66577,-0.203894,-30.491391,2.09409,-2.282771,5.29888,-12.343159,HOS_HOS,WAS_EDA,JinguStadium,NPM,NPBEastern,20250426-JinguStadium-1,d5c53920-2247-11f0-86ea-81fc05af7883,108.50645,,,9.96311,,,,,,,dff9fd9f-6cf8-4e7c-8676-7f82ea422551,2025/4/26,40:36.6,2025-04-26T11:40:36.6208000+09:00,2025-04-26T02:40:36.6208000Z,,v3,,,,"Tadaishi, Kanta",1000424355,Right,HOS_HOS,e9f1b051-b367-45ed-8047-aeb2213291ec,16.800997,-30.76147,2.64944,1.543004,2.723208,-6.171579,0.473722,-0.087543,-1.141386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,NoShift,29.55577175,25.12761496,45.55400359,16.45390762,28.68383323,-19.9650206,41.58588154,-11.87982908,75.11731318,-40.41873773,94.15937504,-6.62564878,75.64829131,42.36504637,1745635237
