PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,DetectedShift,1B_PositionAtReleaseX,1B_PositionAtReleaseZ,2B_PositionAtReleaseX,2B_PositionAtReleaseZ,3B_PositionAtReleaseX,3B_PositionAtReleaseZ,SS_PositionAtReleaseX,SS_PositionAtReleaseZ,LF_PositionAtReleaseX,LF_PositionAtReleaseZ,CF_PositionAtReleaseX,CF_PositionAtReleaseZ,RF_PositionAtReleaseX,RF_PositionAtReleaseZ,unixtime
275,2025/4/26,10:50.1,1,3,"Yasuda, Kotaro",1000326152,Right,WAS_EDA,"Riku, Hamaoka",1000126365,Left,HOS_HOS,Undefined,8,Bottom,0,1,1,Fastball,Changeup,InPlay,Undefined,Popup,Out,1,0,,121.51238,-0.297036,-2.098481,2125.792327,214.601141,1:15,1.645596,0.37647,1.935941,-77.948,45.0208,28.2141,0.782726,0.06962,110.74271,-6.109346,-0.088516,0.500786,118.78116,86.190754,40.477681,,,,,,9.589378,,,-16.3538,24.9127,-0.331631,15.24,1.634625,1.11208,-33.422174,-0.405774,-2.373384,6.278645,-6.191146,HOS_HOS,WAS_EDA,JinguStadium,NPM,NPBEastern,20250426-JinguStadium-1,70781300-2254-11f0-86ea-81fc05af7883,121.12961,14.05016,,10.76967,,,,0.548702,0.837206,-0.071273,dff9fd9f-6cf8-4e7c-8676-7f82ea422551,2025/4/26,10:50.0,2025-04-26T13:10:50.0538880+09:00,2025-04-26T04:10:50.0538880Z,,v3,,,,"Mizuki, Yoshida",1000126618,Right,WAS_EDA,2d496d13-4ad5-4506-9d10-428b5ef261bb,16.503478,-33.658692,3.139322,1.645518,-0.172551,-3.095573,-0.375208,1.201486,-1.186692,182.042381,0.554496,1.495603,-2.749634,,,,,,,0.8426,32.763872,-8.473015,,,,,,,-0.070269,1.393253,-0.547323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Undefined,,,,NoShift,26.97489072,21.34084299,43.29246717,14.1983634,25.39737119,-19.72926191,42.74435052,-12.82672258,69.60691695,-43.11117393,100.3064927,-3.358586299,83.38224873,41.08788229,1745640650
276,2025/4/26,11:20.4,2,1,"Yasuda, Kotaro",1000326152,Right,WAS_EDA,"Tadaishi, Kanta",1000424355,Right,HOS_HOS,Undefined,8,Bottom,1,0,0,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,107.78504,7.063515,-2.250899,2202.687797,16.291302,6:30,1.692224,0.365411,1.726817,-214.2426,-51.2996,-16.5793,1.569037,-0.440415,97.71191,-8.297525,-3.411335,0.576464,,,,,,,,,,,,6.5365,-29.2956,-0.306179,15.24,1.859114,1.22516,-29.435927,2.893789,0.733759,4.990165,-13.095244,HOS_HOS,WAS_EDA,JinguStadium,NPM,NPBEastern,20250426-JinguStadium-1,82829ac0-2254-11f0-86ea-81fc05af7883,105.22766,,,10.07312,,,,,,,dff9fd9f-6cf8-4e7c-8676-7f82ea422551,2025/4/26,11:20.4,2025-04-26T13:11:20.3869696+09:00,2025-04-26T04:11:20.3869696Z,,v3,,,,"Mizuki, Yoshida",1000126618,Right,WAS_EDA,43cce53d-2367-41f0-b547-89f8f3ca9161,16.715016,-29.684928,2.495083,1.698416,3.54722,-6.547622,-0.366399,1.188546,0.36688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,NoShift,27.14369689,20.74047582,43.63984226,13.48354057,26.54972382,-20.77690537,42.62991857,-13.65833717,72.99421401,-43.11776687,98.5115436,-0.491597966,76.83419188,43.7909887,1745640680
277,2025/4/26,11:32.1,2,2,"Yasuda, Kotaro",1000326152,Right,WAS_EDA,"Tadaishi, Kanta",1000424355,Right,HOS_HOS,Undefined,8,Bottom,1,1,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,139.11836,-2.923571,-2.282906,2408.323922,187.003877,12:15,1.606872,0.39394,2.018028,-28.6094,63.7959,7.4761,0.503403,-0.168835,127.40749,-5.155987,-1.748139,0.434113,,,,,,,,,,,,-5.5181,36.4986,-0.347067,15.24,1.544731,1.491789,-38.252195,-2.012828,-1.057579,7.637692,-2.811454,HOS_HOS,WAS_EDA,JinguStadium,NPM,NPBEastern,20250426-JinguStadium-1,897aa980-2254-11f0-86ea-81fc05af7883,139.73316,,,11.71086,,,,,,,dff9fd9f-6cf8-4e7c-8676-7f82ea422551,2025/4/26,11:32.0,2025-04-26T13:11:32.0557568+09:00,2025-04-26T04:11:32.0557568Z,,v3,,,,"Mizuki, Yoshida",1000126618,Right,WAS_EDA,e38e657a-1bce-4389-89d8-fc7380a967a8,16.42147,-38.487372,3.818846,1.605377,-1.926259,-1.405727,-0.393504,1.524353,-0.528789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,NoShift,27.07220812,20.76044787,43.72181032,12.61034755,26.45158985,-20.75884562,42.74650727,-13.88995285,73.16405117,-43.07158128,99.44438489,0.631290851,76.81147618,42.76712095,1745640692
278,2025/4/26,11:43.9,2,3,"Yasuda, Kotaro",1000326152,Right,WAS_EDA,"Tadaishi, Kanta",1000424355,Right,HOS_HOS,Undefined,8,Bottom,1,1,1,Curveball,Curveball,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,103.73743,2.299875,-2.350963,1863.58634,281.736305,3:30,1.742,0.311946,1.652127,-180.6665,-6.6696,58.1367,0.592863,0.221728,95.96239,-10.617301,1.726316,0.595697,148.21989,1.361773,-52.027627,3513.201366,,,,21.945493,19.209434,-53.52927,0.555509,-31.1956,-3.6902,-0.253483,15.24,1.788993,0.950262,-28.513059,0.546254,-3.314556,4.333269,-10.198732,HOS_HOS,WAS_EDA,JinguStadium,NPM,NPBEastern,20250426-JinguStadium-1,909d98d0-2254-11f0-86ea-81fc05af7883,101.83028,0.744791,,7.77504,,,,0.815404,0.685976,-0.10654,dff9fd9f-6cf8-4e7c-8676-7f82ea422551,2025/4/26,11:43.9,2025-04-26T13:11:43.9004160+09:00,2025-04-26T04:11:43.9004160Z,GroundBall,v3,,,,"Mizuki, Yoshida",1000126618,Right,WAS_EDA,27a9ef00-bb61-48ac-9624-6926437b6f28,16.789038,-28.74751,2.166634,1.744511,1.098055,-5.099366,-0.309749,1.129596,-1.657278,98.777841,0.823504,25.129503,-5.658478,,,,,,,0.687272,0.947467,-3.936804,,,,,,,-0.105882,-32.463998,1.593288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Medium,,,,NoShift,27.04000932,20.64823783,43.00534367,13.20603071,26.50356819,-20.79888251,42.31975091,-13.94377398,73.04582661,-43.17094066,97.46560455,0.298567333,76.90089101,43.50696215,1745640704
279,2025/4/26,12:01.2,2,4,"Yasuda, Kotaro",1000326152,Right,WAS_EDA,"Tadaishi, Kanta",1000424355,Right,HOS_HOS,Undefined,8,Bottom,1,1,2,ChangeUp,Changeup,StrikeSwinging,Strikeout,Undefined,Undefined,-1,0,,128.78552,0.085264,-1.837876,1853.677315,249.995211,2:15,1.566756,0.544547,1.887977,-93.5649,15.7644,34.0128,0.655112,0.367343,118.27564,-6.768024,0.580453,0.472197,,,,,,,,,,,,-18.7703,9.2309,-0.504279,15.24,1.563136,0.986044,-35.446778,-0.28238,-3.088308,6.575086,-8.287878,HOS_HOS,WAS_EDA,JinguStadium,NPM,NPBEastern,20250426-JinguStadium-1,9ac25670-2254-11f0-86ea-81fc05af7883,128.46345,,,10.50988,,,,,,,dff9fd9f-6cf8-4e7c-8676-7f82ea422551,2025/4/26,12:01.2,2025-04-26T13:12:01.1857408+09:00,2025-04-26T04:12:01.1857408Z,,v3,,,,"Mizuki, Yoshida",1000126618,Right,WAS_EDA,5e0ce87c-2b74-4597-8630-1684d9244fc4,16.551549,-35.689231,3.287543,1.567914,0.023231,-4.143939,-0.542738,1.099923,-1.544154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,NoShift,27.42649035,20.76218304,42.86415898,13.80593898,26.74349785,-21.24142968,42.2594343,-14.60201503,72.10201686,-43.56792651,97.7200685,-0.251063247,77.8570362,43.7718619,1745640721
280,2025/4/26,12:39.3,3,1,"Yasuda, Kotaro",1000326152,Right,WAS_EDA,"Naito, Nakamura",1000338387,Right,HOS_HOS,Undefined,8,Bottom,1,0,0,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,103.76101,3.087714,-2.602405,1868.416349,246.586933,2:15,1.7592,0.313498,1.695854,-151.8718,23.8091,40.575,1.121439,-0.022271,94.02355,-7.952695,0.242087,0.598573,,,,,,,,,,,,-22.3298,11.5413,-0.24822,15.24,1.828791,1.130455,-28.424691,1.051424,-2.330436,4.770407,-8.602147,HOS_HOS,WAS_EDA,JinguStadium,NPM,NPBEastern,20250426-JinguStadium-1,b18c13f0-2254-11f0-86ea-81fc05af7883,101.34107,,,9.73746,,,,,,,dff9fd9f-6cf8-4e7c-8676-7f82ea422551,2025/4/26,12:39.3,2025-04-26T13:12:39.2603648+09:00,2025-04-26T04:12:39.2603648Z,,v3,,,,"Mizuki, Yoshida",1000126618,Right,WAS_EDA,4fade965-8f6e-439a-8f94-4d25199e0b7c,16.742614,-28.675761,2.385204,1.76154,1.50416,-4.301074,-0.310944,1.253107,-1.165218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,NoShift,18.9288639,18.32403203,39.59941732,9.321719649,22.80698593,-18.26577743,41.55927189,-7.675730346,70.26345987,-40.5688328,93.9345919,-1.27221038,76.30959241,43.30234635,1745640759
281,2025/4/26,12:52.2,3,2,"Yasuda, Kotaro",1000326152,Right,WAS_EDA,"Naito, Nakamura",1000338387,Right,HOS_HOS,Undefined,8,Bottom,1,1,0,ChangeUp,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,119.32229,0.319156,-2.220009,1940.33068,245.88564,2:15,1.637397,0.378359,1.923842,-107.4143,20.2398,35.7908,0.652929,0.112663,109.08297,-7.579655,0.329748,0.510237,,,,,,,,,,,,-20.2556,11.5721,-0.33075,15.24,1.638431,1.128887,-32.821597,-0.161906,-2.836855,6.019334,-8.185945,HOS_HOS,WAS_EDA,JinguStadium,NPM,NPBEastern,20250426-JinguStadium-1,b94b4340-2254-11f0-86ea-81fc05af7883,118.88592,,,10.23932,,,,,,,dff9fd9f-6cf8-4e7c-8676-7f82ea422551,2025/4/26,12:52.2,2025-04-26T13:12:52.2160640+09:00,2025-04-26T04:12:52.2160640Z,,v3,,,,"Mizuki, Yoshida",1000126618,Right,WAS_EDA,3b85a764-3c00-4b17-9c1b-5f0437bd7a94,16.515672,-33.054722,3.009667,1.638562,0.15513,-4.092973,-0.376598,1.238756,-1.418427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,NoShift,18.975129,18.09266416,39.61094192,9.453863703,22.9960996,-17.90199485,42.25219726,-8.253268054,70.67973769,-41.98878679,94.93057709,-0.710522294,76.6811796,43.19159053,1745640772
282,2025/4/26,13:06.9,3,3,"Yasuda, Kotaro",1000326152,Right,WAS_EDA,"Naito, Nakamura",1000338387,Right,HOS_HOS,Undefined,8,Bottom,1,1,1,ChangeUp,Changeup,InPlay,Undefined,GroundBall,Out,2,0,,121.70968,0.85386,-2.871284,2051.508254,220.293153,1:15,1.635862,0.382586,1.899535,-83.1016,41.519,31.3275,1.045259,-0.112178,109.54351,-5.355502,-0.647246,0.504138,129.7466,-23.136296,7.790677,,,,,2.537975,2.391009,9.977999,0.072851,-18.6158,22.1086,-0.31905,15.24,1.65041,1.544593,-33.408422,0.243423,-2.670324,6.863106,-6.635308,HOS_HOS,WAS_EDA,JinguStadium,NPM,NPBEastern,20250426-JinguStadium-1,c21097f0-2254-11f0-86ea-81fc05af7883,120.3242,1.0354,,12.16617,,,,0.098747,1.0354,0.111279,dff9fd9f-6cf8-4e7c-8676-7f82ea422551,2025/4/26,13:06.9,2025-04-26T13:13:06.9499392+09:00,2025-04-26T04:13:06.9499392Z,GroundBall,v3,,,,"Mizuki, Yoshida",1000126618,Right,WAS_EDA,8291ead6-b30c-4fb8-b001-2c32325a5c03,16.539207,-33.674261,3.431553,1.636004,0.500438,-3.317654,-0.380882,1.648027,-1.335162,180,0.097349,32.955393,,,,,,,,1.036002,-14.212531,,,,,,,,0.111088,4.508864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,NoShift,19.03879168,18.17692344,39.89387902,9.825617483,23.45499448,-18.48656141,42.19039208,-7.980997629,70.15650383,-41.56550183,95.89918229,0.076659497,75.92829093,42.77172929,1745640787
283,2025/4/26,15:15.8,1,1,"Gaiya, Yamaguchi",1000242151,Right,HOS_HOS,"Kenshin, Maeda",1000126619,Left,WAS_EDA,Undefined,9,Top,0,0,0,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,123.32757,0.78524,-0.486266,2477.060234,50.233454,7:45,1.622316,0.72478,1.720777,-148.7179,-25.9219,-35.9836,0.358407,0.226692,113.09351,-9.879923,-3.02455,0.500434,,,,,,,,,,,,17.8915,-12.5746,-0.709411,15.24,1.631266,0.449632,-33.926081,-0.121172,2.665716,6.674441,-11.680174,HOS_HOS,WAS_EDA,JinguStadium,NPM,NPBEastern,20250426-JinguStadium-1,0ee74f10-2255-11f0-86ea-81fc05af7883,121.21479,,,10.23406,,,,,,,dff9fd9f-6cf8-4e7c-8676-7f82ea422551,2025/4/26,15:15.8,2025-04-26T13:15:15.8483968+09:00,2025-04-26T04:15:15.8483968Z,,v3,,,,"Tadaishi, Kanta",1000424355,Right,HOS_HOS,80e4a1f8-5135-49cf-b7db-568762c95c44,16.719857,-34.215981,3.33722,1.625511,0.38615,-5.840087,-0.726426,0.333848,1.332858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,NoShift,29.12657304,24.12405803,44.84634736,16.27918367,25.98672931,-19.00453535,41.98009373,-12.42215723,77.94993918,-39.56257711,93.67569282,-7.853502127,76.58287321,44.24230629,1745640916
284,2025/4/26,15:26.6,1,2,"Gaiya, Yamaguchi",1000242151,Right,HOS_HOS,"Kenshin, Maeda",1000126619,Left,WAS_EDA,Undefined,9,Top,0,1,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,140.3749,-2.516996,-1.600866,2270.094937,196.220011,12:30,1.582134,0.705659,2.063421,-54.7859,34.7763,9.3543,0.333008,0.353525,129.71478,-6.60082,-0.928609,0.427383,,,,,,,,,,,,-5.9865,20.8964,-0.674203,15.24,1.529472,1.039822,-38.655982,-1.872846,-1.179191,7.326613,-5.690604,HOS_HOS,WAS_EDA,JinguStadium,NPM,NPBEastern,20250426-JinguStadium-1,154a70d0-2255-11f0-86ea-81fc05af7883,141.93368,,,10.66012,,,,,,,dff9fd9f-6cf8-4e7c-8676-7f82ea422551,2025/4/26,15:26.6,2025-04-26T13:15:26.6382336+09:00,2025-04-26T04:15:26.6382336Z,,v3,,,,"Tadaishi, Kanta",1000424355,Right,HOS_HOS,d906c25c-fdd7-4c70-8ed8-796ccac9807e,16.376285,-38.87075,3.663306,1.581926,-1.706035,-2.845302,-0.705191,1.074388,-0.589595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,NoShift,29.07142165,24.3558585,44.79677678,16.12424219,29.13131705,-19.4667086,42.68454128,-11.92384687,77.09742376,-39.23563521,95.68650577,-7.774249383,75.92604406,44.14024217,1745640927
285,2025/4/26,15:39.2,1,3,"Gaiya, Yamaguchi",1000242151,Right,HOS_HOS,"Kenshin, Maeda",1000126619,Left,WAS_EDA,Undefined,9,Top,0,2,0,Slider,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,127.02351,0.640785,-1.460917,2602.11577,59.928101,8:00,1.600588,0.745075,1.929873,-126.8699,-15.2223,-31.969,0.511795,0.015282,117.42536,-8.571645,-3.741228,0.477177,,,,,,,,,,,,15.6621,-7.3927,-0.710893,15.24,1.607706,1.02572,-34.999883,-0.064915,2.51067,6.450661,-10.99172,HOS_HOS,WAS_EDA,JinguStadium,NPM,NPBEastern,20250426-JinguStadium-1,1cd12b00-2255-11f0-86ea-81fc05af7883,127.12269,,,9.59815,,,,,,,dff9fd9f-6cf8-4e7c-8676-7f82ea422551,2025/4/26,15:39.2,2025-04-26T13:15:39.1991808+09:00,2025-04-26T04:15:39.1991808Z,,v3,,,,"Tadaishi, Kanta",1000424355,Right,HOS_HOS,6b8d8bd5-eadd-4fbb-90fe-45941223b88b,16.510816,-35.233322,3.225331,1.602858,0.332859,-5.49586,-0.746368,0.934862,1.255335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,NoShift,28.94275849,24.2331131,45.37922531,16.11605027,29.60662589,-19.61525156,43.70999984,-10.64374745,77.08509785,-39.15420453,95.79933524,-7.737847747,76.72019578,44.38901516,1745640939
286,2025/4/26,15:52.0,1,4,"Gaiya, Yamaguchi",1000242151,Right,HOS_HOS,"Kenshin, Maeda",1000126619,Left,WAS_EDA,Undefined,9,Top,0,2,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,143.8971,0.68511,-0.313932,2340.386952,216.67722,1:15,1.596345,0.686631,1.968238,-49.0391,37.0945,25.7834,1.297788,0.856568,132.29819,-2.988633,1.527321,0.419122,,,,,,,,,,,,-13.6251,19.7183,-0.681101,15.24,1.608379,0.095058,-39.654627,0.310589,-2.822344,7.763166,-5.722148,HOS_HOS,WAS_EDA,JinguStadium,NPM,NPBEastern,20250426-JinguStadium-1,24506b20-2255-11f0-86ea-81fc05af7883,144.73096,,,11.59891,,,,,,,dff9fd9f-6cf8-4e7c-8676-7f82ea422551,2025/4/26,15:52.0,2025-04-26T13:15:52.0104960+09:00,2025-04-26T04:15:52.0104960Z,,v3,,,,"Tadaishi, Kanta",1000424355,Right,HOS_HOS,47343d64-7b8c-46b4-a032-41ae4f9fa4c3,16.47134,-39.894958,3.881583,1.596022,0.487734,-2.861074,-0.685396,0.182432,-1.411172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,NoShift,28.79666189,24.5776855,45.10717512,16.07730866,29.43268017,-19.68513521,43.59580298,-10.54890037,77.58849173,-39.3672907,96.54130206,-7.689896879,76.43126247,43.86474705,1745640952
287,2025/4/26,16:06.0,1,5,"Gaiya, Yamaguchi",1000242151,Right,HOS_HOS,"Kenshin, Maeda",1000126619,Left,WAS_EDA,Undefined,9,Top,0,3,1,Slider,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,123.10108,3.381145,-1.090572,2602.346113,53.411139,7:45,1.590967,0.71283,1.578156,-145.3752,-19.7726,-32.1325,1.108211,0.078698,112.16731,-7.0071,-3.32888,0.506121,,,,,,,,,,,,15.0644,-10.976,-0.678902,15.24,1.673687,0.798831,-33.775322,1.384275,2.233221,6.398815,-11.433791,HOS_HOS,WAS_EDA,JinguStadium,NPM,NPBEastern,20250426-JinguStadium-1,2cb4db20-2255-11f0-86ea-81fc05af7883,119.85288,,,10.93377,,,,,,,dff9fd9f-6cf8-4e7c-8676-7f82ea422551,2025/4/26,16:06.0,2025-04-26T13:16:06.0169728+09:00,2025-04-26T04:16:06.0169728Z,,v3,,,,"Tadaishi, Kanta",1000424355,Right,HOS_HOS,c33aa3c9-4250-4abf-ba0f-7531cffc9592,16.86197,-34.081223,3.199407,1.594445,1.930878,-5.716896,-0.714539,0.69207,1.11661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,NoShift,28.84895787,24.63467841,44.61328116,16.14707689,29.37301451,-19.67440462,43.59099104,-10.36336913,77.10157278,-39.41547755,97.39492719,-7.784553188,76.25968903,43.7817881,1745640966
288,2025/4/26,16:21.8,1,6,"Gaiya, Yamaguchi",1000242151,Right,HOS_HOS,"Kenshin, Maeda",1000126619,Left,WAS_EDA,Undefined,9,Top,0,3,2,Slider,Curveball,InPlay,Undefined,FlyBall,Out,1,0,,125.79862,1.502184,-1.013692,2511.51192,51.849819,7:45,1.591214,0.732672,1.597421,-142.2731,-23.5922,-34.5183,0.598961,0.097079,116.14524,-8.620082,-3.426496,0.491977,151.48072,24.054671,-2.283141,2652.058911,33.422736,14.353095,-2.654248,109.26152,106.268939,-10.634676,4.690722,16.6319,-11.9038,-0.701045,15.24,1.620426,0.775675,-34.608477,0.306256,2.608815,6.263284,-11.673833,HOS_HOS,WAS_EDA,JinguStadium,NPM,NPBEastern,20250426-JinguStadium-1,36384fb0-2255-11f0-86ea-81fc05af7883,123.29835,20.143644,,9.65338,,,,0.178406,0.556015,-0.089173,dff9fd9f-6cf8-4e7c-8676-7f82ea422551,2025/4/26,16:21.8,2025-04-26T13:16:21.8158080+09:00,2025-04-26T04:16:21.8158080Z,LineDrive,v3,,,,"Tadaishi, Kanta",1000424355,Right,HOS_HOS,4dc26e00-7ca5-4832-a748-8aa61db07a45,16.843553,-34.897474,3.131642,1.593868,0.844904,-5.836917,-0.734058,0.655301,1.304407,164.051338,0.178308,38.397091,-7.602039,1.87709,-0.402281,0.079659,-0.013781,0.001641,-8.80E-05,0.556681,17.13325,-3.377935,-0.459673,0.258459,-0.093364,0.022105,-0.002859,0.00015,-0.089182,-1.5305,-1.076785,0.17129,-0.02578,0.006608,-0.001901,0.000305,-1.90E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,,NoShift,28.78478867,24.69498502,44.0328848,15.99993738,29.46069082,-19.72909825,42.86818341,-10.50449205,78.23267897,-39.87080574,97.97092099,-7.638735604,75.74411153,43.65666544,1745640982
289,2025/4/26,16:51.6,2,1,"Gaiya, Yamaguchi",1000242151,Right,HOS_HOS,"Kosuke, Tamura",1000126630,Right,WAS_EDA,Undefined,9,Top,1,0,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,140.31714,-0.013869,-2.820268,2340.77608,217.896646,1:15,1.603132,0.680157,1.954166,-55.8318,35.1275,25.2609,1.040923,0.141798,128.99223,-4.173671,-1.020576,0.430704,,,,,,,,,,,,-14.9757,19.1794,-0.619934,15.24,1.599705,1.785179,-38.62148,-0.19861,-2.942389,7.368585,-6.038344,HOS_HOS,WAS_EDA,JinguStadium,NPM,NPBEastern,20250426-JinguStadium-1,47ef3930-2255-11f0-86ea-81fc05af7883,140.83934,,,11.32491,,,,,,,dff9fd9f-6cf8-4e7c-8676-7f82ea422551,2025/4/26,16:51.6,2025-04-26T13:16:51.5761664+09:00,2025-04-26T04:16:51.5761664Z,,v3,,,,"Tadaishi, Kanta",1000424355,Right,HOS_HOS,f50eb746-fa70-4ec0-9a5d-48d90e832d37,16.485416,-38.858366,3.684293,1.60297,-0.004489,-3.019172,-0.678845,1.879772,-1.471194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,NoShift,27.30469307,21.47509365,45.37150808,11.09162429,28.25224675,-21.83583451,41.40718077,-11.19372266,81.96278756,-39.66553311,99.95150986,-6.819913385,75.32755341,42.68365339,1745641012
290,2025/4/26,17:01.8,2,2,"Gaiya, Yamaguchi",1000242151,Right,HOS_HOS,"Kosuke, Tamura",1000126630,Right,WAS_EDA,Undefined,9,Top,1,0,1,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,105.4727,2.69232,-2.307831,2317.030559,13.278859,6:30,1.692605,0.482686,2.057091,-217.6609,-54.5049,-14.2251,0.266794,-0.302494,96.58453,-13.184445,-3.332725,0.576841,,,,,,,,,,,,5.4611,-29.491,-0.435977,15.24,1.737142,1.217264,-29.02089,0.742714,0.586728,5.481199,-12.975079,HOS_HOS,WAS_EDA,JinguStadium,NPM,NPBEastern,20250426-JinguStadium-1,4e132f10-2255-11f0-86ea-81fc05af7883,105.15894,,,8.88817,,,,,,,dff9fd9f-6cf8-4e7c-8676-7f82ea422551,2025/4/26,17:01.8,2025-04-26T13:17:01.7569792+09:00,2025-04-26T04:17:01.7569792Z,,v3,,,,"Tadaishi, Kanta",1000424355,Right,HOS_HOS,b6c68536-b21c-475b-a7d6-92f8db828fd9,16.38474,-29.236298,2.740599,1.697933,1.252629,-6.487539,-0.483362,1.194206,0.293364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,NoShift,27.57023375,21.96823025,45.09296818,11.07778956,28.38098777,-21.82252244,42.04149981,-11.40274042,81.36202263,-40.05754767,100.5050753,-6.918355751,76.16321641,40.93699586,1745641022
