PitchNo,Date,Time,UTCDate,UTCTime,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,AutoHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,GameUID,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,ContactPositionX,ContactPositionY,ContactPositionZ,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,umpire,Catcher Pos,season
83,2021/4/10,06:48.4,2021/4/10,06:48.4,3,6,"Kosuke, Morita",1000073314,Right,KEI_KEI,"Yuki, Okada",1000073821,Left,HOS_HOS,Undefined,3,Bottom,2,3,2,Fastball,Four-Seam,BallCalled,Walk,Undefined,,Undefined,0,0,,140.57113,0.389518,-1.684436,2122.264212,205.092654,12:45,1.613746,0.468432,1.718549,-43.4671,50.9195,22.3795,1.289883,0.213128,127.49968,-2.881689,-0.111684,0.438743,,,,,,,,,,,,-12.4762,26.3471,-0.426483,15.24,1.620544,1.0172,-38.61799,0.11466,-2.421881,8.245686,-4.692145,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,ef545a40-99c2-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Shogo, Fukui",1000073400.0,Right,KEI_KEI,138.25877,,,13.07145,,,,16.72013,-38.932744,4.122843,1.612749,0.293768,-2.346072,-0.467076,1.109648,-1.21094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
84,2021/4/10,07:20.7,2021/4/10,07:20.6,4,1,"Kosuke, Morita",1000073314,Right,KEI_KEI,"Daiki, Saitoh",1000073731,Right,HOS_HOS,Undefined,3,Bottom,2,0,0,Fastball,Four-Seam,FoulBall,Undefined,Undefined,FlyBall,Undefined,0,0,1,142.03605,-1.592084,-2.718535,2131.043498,196.468235,12:30,1.616362,0.394667,1.725038,-39.0567,55.391,15.2552,0.772647,-0.226057,126.48235,-4.588118,-1.647196,0.438885,136.02938,44.445854,36.835498,5093.420427,23.94145,27.632317,23.471895,72.969645,,53.307768,5.142141,-10.1826,30.5634,-0.325712,15.24,1.572474,1.766588,-38.902792,-1.204969,-1.962349,9.979548,-3.916624,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,02939170-99c3-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Shogo, Fukui",1000073400.0,Right,KEI_KEI,138.21396,30.163777,,15.5537,,,,16.713314,-39.278916,4.989774,1.615106,-1.057353,-1.958312,-0.393688,1.840548,-0.981175,0.562354,0.762024,0.220712,209.915776,0.565398,21.5326,-6.436022,1.438046,-0.147134,-0.014173,0.003756,0.00014,-4.5e-05,0.763608,26.422848,-6.874114,0.357788,0.161411,-0.11672,0.03339,-0.004491,0.000231,0.2223,16.140138,-1.387707,-0.091373,0.18611,-0.083747,0.019712,-0.002352,0.000112,,,,,,,,,,,,,,,,,,,,,,,,,21S
85,2021/4/10,07:54.1,2021/4/10,07:54.1,4,2,"Kosuke, Morita",1000073314,Right,KEI_KEI,"Daiki, Saitoh",1000073731,Right,HOS_HOS,Undefined,3,Bottom,2,0,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,1,141.60063,-1.666464,-4.268427,2157.836179,202.736884,12:45,1.608968,0.41775,1.769314,-40.6624,52.528,20.6465,0.728521,-0.587954,128.18559,-4.741531,-2.818552,0.435954,,,,,,,,,,,,-13.7271,28.946,-0.312257,15.24,1.56428,2.788606,-38.796779,-1.262953,-2.680499,8.567798,-4.154339,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,16899580-99c3-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Shogo, Fukui",1000073400.0,Right,KEI_KEI,139.14324,,,13.41504,,,,16.669493,-39.111191,4.283899,1.60783,-1.110501,-2.077169,-0.416396,2.886972,-1.34025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
86,2021/4/10,08:11.1,2021/4/10,08:11.1,4,3,"Kosuke, Morita",1000073314,Right,KEI_KEI,"Daiki, Saitoh",1000073731,Right,HOS_HOS,Undefined,3,Bottom,2,1,1,Fastball,Four-Seam,FoulBall,Undefined,Undefined,,Undefined,0,0,1,139.69829,-0.534755,-0.852922,2138.611269,205.142749,12:45,1.641781,0.371652,1.71931,-39.5702,55.6462,24.6694,1.09401,0.375815,127.21153,-3.523717,0.881764,0.440667,,,,,,,,,,,,-13.1478,29.5471,-0.351516,15.24,1.625008,0.446479,-38.413013,-0.489508,-2.530911,7.995169,-4.118943,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,20a04960-99c3-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Shogo, Fukui",1000073400.0,Right,KEI_KEI,137.655,,,12.48676,,,,16.720179,-38.719868,3.997585,1.640761,-0.331423,-2.059471,-0.370516,0.543615,-1.265456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
87,2021/4/10,08:42.8,2021/4/10,08:42.8,4,4,"Kosuke, Morita",1000073314,Right,KEI_KEI,"Daiki, Saitoh",1000073731,Right,HOS_HOS,Undefined,3,Bottom,2,1,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,1,142.69418,-1.125154,-4.127464,2155.348321,200.739909,12:45,1.610078,0.421003,1.766584,-42.2011,49.6418,17.5772,0.868207,-0.575419,128.99638,-4.309235,-2.893108,0.43279,,,,,,,,,,,,-12.1132,27.0644,-0.318653,15.24,1.578818,2.730261,-39.106835,-0.91128,-2.399936,8.810871,-4.444522,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,338811c0-99c3-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Shogo, Fukui",1000073400.0,Right,KEI_KEI,140.1603,,,13.69779,,,,16.672205,-39.428195,4.405435,1.609099,-0.749174,-2.222261,-0.419831,2.817794,-1.199968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
88,2021/4/10,09:03.0,2021/4/10,09:03.0,4,5,"Kosuke, Morita",1000073314,Right,KEI_KEI,"Daiki, Saitoh",1000073731,Right,HOS_HOS,Undefined,3,Bottom,2,2,2,Cutter,Slider,StrikeSwinging,Strikeout,Undefined,,Undefined,0,0,1,133.31815,-0.575229,-2.730899,2126.606871,138.576157,10:30,1.599229,0.419699,1.714861,-93.6287,11.051,-6.8449,0.499149,-0.426033,122.34626,-7.338042,-3.211722,0.462047,,,,,,,,,,,,1.5128,7.048,-0.348224,15.24,1.577104,1.780462,-36.627698,-0.75051,0.265156,7.174186,-8.571343,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,3f9390c0-99c3-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Shogo, Fukui",1000073400.0,Right,KEI_KEI,131.28542,,,10.97189,,,,16.724697,-36.917357,3.587093,1.60042,-0.404441,-4.285672,-0.419894,1.769756,0.132578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.12121,2.031858,0.68823,1.343628,-0.226276,0.41252,0.463073,-0.669629,1.672948,0.630076,38.524991,1.196363,-0.148815,-0.594569,32.642099,-2.618307,1.680722,4.31378,-3.477507,0.604237,-1.520549,0.71229,,,21S
89,2021/4/10,11:49.2,2021/4/10,11:49.2,1,1,"Ginji, Miura",1000073786,Right,HOS_HOS,"Noriyuki, Hashimoto",1000073442,Left,KEI_KEI,Undefined,4,Top,0,0,0,Fastball,Four-Seam,InPlay,Undefined,GroundBall,GroundBall,Out,1,0,,143.88814,-1.238509,-2.034231,2313.529422,205.72686,12:45,1.66612,0.373303,1.748514,-28.3545,63.6487,28.8429,1.030781,0.084129,127.47959,-3.495087,-0.003931,0.433168,128.41085,-10.851398,40.300247,,,,,6.49469,,34.102296,0.165656,-16.644,34.6413,-0.323871,15.24,1.63281,1.248994,-39.434038,-0.920916,-3.279236,10.6262,-2.981521,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,a2a002c0-99c3-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Daichi, Funyuu",1000073839.0,Right,HOS_HOS,140.03812,1.155683,,16.40855,,,,16.690159,-39.822892,5.3131,1.664514,-0.811811,-1.490761,-0.371772,1.368994,-1.639618,0.95192,1.112423,-0.112102,180.0,0.95192,26.717594,,,,,,,,1.112423,-6.71526,,,,,,,,-0.112102,22.658366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
90,2021/4/10,12:29.6,2021/4/10,12:29.6,2,1,"Ginji, Miura",1000073786,Right,HOS_HOS,"Tomoya, Masaki",1000073443,Right,KEI_KEI,Undefined,4,Top,1,0,0,Splitter,Changeup,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,125.57425,-0.572621,-2.087789,1402.843277,197.250379,12:30,1.646398,0.267377,1.82652,-70.881,45.9309,13.0409,0.775732,-0.192194,114.33329,-5.834541,-1.165252,0.488088,,,,,,,,,,,,-8.1922,25.174,-0.218038,15.24,1.627969,1.198866,-34.501914,-0.575285,-1.268531,6.618835,-5.908552,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,babc7f00-99c3-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Daichi, Funyuu",1000073839.0,Right,HOS_HOS,124.28084,,,11.24097,,,,16.611959,-34.764114,3.309418,1.646123,-0.341222,-2.954276,-0.266526,1.249118,-0.634265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
91,2021/4/10,12:53.6,2021/4/10,12:53.6,2,2,"Ginji, Miura",1000073786,Right,HOS_HOS,"Tomoya, Masaki",1000073443,Right,KEI_KEI,Undefined,4,Top,1,0,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,,144.56277,-2.78041,-1.081802,2334.73173,198.354832,12:30,1.645648,0.392084,1.84191,-24.1309,64.3461,20.2998,0.618971,0.289769,130.65038,-4.694349,0.356106,0.424786,,,,,,,,,,,,-11.2341,36.1223,-0.367654,15.24,1.577953,0.645237,-39.691697,-1.974292,-2.28922,9.197484,-2.44586,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,c900fe10-99c3-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Daichi, Funyuu",1000073839.0,Right,HOS_HOS,142.80147,,,13.91239,,,,16.597003,-40.00491,4.598742,1.643768,-1.891001,-1.22293,-0.390955,0.723195,-1.14461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
92,2021/4/10,13:09.2,2021/4/10,13:09.2,2,3,"Ginji, Miura",1000073786,Right,HOS_HOS,"Tomoya, Masaki",1000073443,Right,KEI_KEI,Undefined,4,Top,1,1,1,Fastball,Four-Seam,InPlay,Undefined,FlyBall,,Out,1,0,,142.37527,-2.16271,-1.344953,2117.900904,188.500359,12:15,1.651937,0.3543,1.873109,-34.0046,56.7164,8.0005,0.70231,0.055432,128.87472,-4.781994,-0.777162,0.430139,,,,,,,,,,,,-5.2028,31.98,-0.323586,15.24,1.599632,0.879554,-39.119665,-1.572038,-1.030082,8.918595,-3.475097,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,d2509160-99c3-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Daichi, Funyuu",1000073839.0,Right,HOS_HOS,141.02424,,,13.50054,,,,16.566198,-39.420855,4.459298,1.65074,-1.45468,-1.737549,-0.353877,0.914341,-0.515041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
93,2021/4/10,13:51.6,2021/4/10,13:51.6,3,1,"Ginji, Miura",1000073786,Right,HOS_HOS,"Yusuke, Shimoyama",1000073403,Left,KEI_KEI,Undefined,4,Top,2,0,0,Slider,Curveball,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,124.59401,1.942735,0.277989,2457.838317,50.47912,7:45,1.624392,0.3874,1.775752,-141.6611,-22.6663,-32.035,0.758467,0.145818,114.22247,-8.276734,-1.986293,0.492628,,,,,,,,,,,,16.4598,-11.6709,-0.3921,15.24,1.662869,-0.021333,-34.279977,0.609028,2.518161,6.485591,-11.592163,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,eb9c17c0-99c3-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Daichi, Funyuu",1000073839.0,Right,HOS_HOS,123.13563,,,10.37154,,,,16.6648,-34.54849,3.242795,1.62772,1.08896,-5.796081,-0.389059,-0.125589,1.25908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
94,2021/4/10,14:02.2,2021/4/10,14:02.2,3,2,"Ginji, Miura",1000073786,Right,HOS_HOS,"Yusuke, Shimoyama",1000073403,Left,KEI_KEI,Undefined,4,Top,2,0,1,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,144.6776,-1.709767,-1.711744,2189.997411,199.047181,12:45,1.665593,0.315016,1.831951,-29.4773,58.6142,19.1912,0.88768,0.023446,131.09766,-3.997478,-0.353578,0.423859,,,,,,,,,,,,-11.038,32.1365,-0.275228,15.24,1.622623,1.087032,-39.744838,-1.259748,-2.26416,8.919053,-3.214697,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,f1e71da0-99c3-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Daichi, Funyuu",1000073839.0,Right,HOS_HOS,143.11355,,,13.57994,,,,16.60664,-40.050349,4.459526,1.663888,-1.149632,-1.607348,-0.313791,1.164588,-1.13208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
95,2021/4/10,14:14.5,2021/4/10,14:14.5,3,3,"Ginji, Miura",1000073786,Right,HOS_HOS,"Yusuke, Shimoyama",1000073403,Left,KEI_KEI,Undefined,4,Top,2,0,2,Fastball,Four-Seam,FoulBall,Undefined,Undefined,,Undefined,0,0,,147.58595,-1.829354,-1.066238,2239.663604,197.59325,12:30,1.648911,0.320946,1.843884,-28.0804,55.6251,16.8063,0.851676,0.188127,134.99417,-3.990884,0.12455,0.413173,,,,,,,,,,,,-9.4435,30.7975,-0.296763,15.24,1.603717,0.671446,-40.609444,-1.377334,-2.039703,8.613998,-3.154696,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,f9442fc0-99c3-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Daichi, Funyuu",1000073839.0,Right,HOS_HOS,146.81509,,,12.59177,,,,16.596044,-40.896073,4.306999,1.647801,-1.272361,-1.577348,-0.320235,0.739317,-1.019852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
96,2021/4/10,14:44.3,2021/4/10,14:44.3,3,4,"Ginji, Miura",1000073786,Right,HOS_HOS,"Yusuke, Shimoyama",1000073403,Left,KEI_KEI,Undefined,4,Top,2,0,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,,147.97335,-0.44087,-0.927531,2484.483162,202.59497,12:45,1.664254,0.321202,1.831257,-26.3465,59.7768,23.4039,1.276278,0.293303,130.89014,-2.555072,0.729467,0.419097,,,,,,,,,,,,-12.6548,31.7825,-0.300374,15.24,1.651865,0.526445,-40.571566,-0.360387,-2.639059,11.252478,-3.178671,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,0af85a20-99c4-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Daichi, Funyuu",1000073839.0,Right,HOS_HOS,144.73961,,,17.08321,,,,16.605839,-40.948628,5.626239,1.662156,-0.253873,-1.589336,-0.319496,0.614878,-1.319529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
97,2021/4/10,15:05.3,2021/4/10,15:05.3,3,5,"Ginji, Miura",1000073786,Right,HOS_HOS,"Yusuke, Shimoyama",1000073403,Left,KEI_KEI,Undefined,4,Top,2,1,2,Fastball,Four-Seam,FoulBall,Undefined,Undefined,FlyBall,Undefined,0,0,,147.28425,-2.446669,-2.622726,2550.20407,205.567823,12:45,1.646772,0.319779,1.841292,-26.1938,59.9285,27.0818,0.693231,-0.150062,131.81963,-4.52278,-0.706688,0.419095,109.69882,38.671343,-166.888433,3169.399784,-32.840235,13.44598,-6.755869,59.269593,,-169.966411,3.057168,-16.2435,33.934,-0.259203,15.24,1.586934,1.710517,-40.386475,-1.787808,-3.391227,10.349514,-2.722107,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,177f4ab0-99c4-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Daichi, Funyuu",1000073839.0,Right,HOS_HOS,144.74043,13.558557,,15.46462,,,,16.597814,-40.732945,5.174757,1.645259,-1.69668,-1.361053,-0.318366,1.824045,-1.695613,0.86233,0.741472,0.143792,10.149546,0.862102,-23.161319,0.826723,0.3677,-0.275883,0.162626,-0.052687,0.008454,-0.000534,0.741539,19.036668,-8.024209,0.789172,0.004871,-0.11195,0.05515,-0.011729,0.000947,0.143691,-5.39269,0.611061,0.088805,-0.118091,0.079568,-0.027451,0.004659,-0.000313,,,,,,,,,,,,,,,,,,,,,,,,,21S
98,2021/4/10,15:36.7,2021/4/10,15:36.7,3,6,"Ginji, Miura",1000073786,Right,HOS_HOS,"Yusuke, Shimoyama",1000073403,Left,KEI_KEI,Undefined,4,Top,2,1,2,Splitter,Changeup,StrikeSwinging,Strikeout,Undefined,,Undefined,0,0,,129.7997,-1.9297,-1.358586,1644.918882,259.696405,2:45,1.656227,0.293619,1.827298,-94.8149,14.9497,61.4525,0.16268,0.524343,118.47453,-8.83079,3.002004,0.473136,,,,,,,,,,,,-32.6549,10.3592,-0.265005,15.24,1.603699,0.566974,-35.679435,-1.554337,-5.372623,7.481813,-8.102279,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,2a400310-99c4-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Daichi, Funyuu",1000073839.0,Right,HOS_HOS,128.20842,,,11.32516,,,,16.612719,-35.966136,3.740906,1.657312,-1.24386,-4.051139,-0.290676,0.772852,-2.686311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
99,2021/4/10,17:56.2,2021/4/10,17:56.2,1,1,"Kosuke, Morita",1000073314,Right,KEI_KEI,"Tomoya, Koike",1000073746,Right,HOS_HOS,Undefined,4,Bottom,0,0,0,Splitter,Changeup,BallCalled,Undefined,Undefined,,Undefined,0,0,,126.71143,1.533164,-1.793071,1370.632516,218.471596,1:15,1.640885,0.415842,1.707413,-83.0159,33.5561,23.5639,1.24729,0.141115,114.9553,-4.561022,-0.138577,0.487587,,,,,,,,,,,,-13.137,17.0097,-0.370847,15.24,1.674568,0.975706,-34.787706,0.625658,-2.066861,6.763291,-7.130499,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,7d6590a0-99c4-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Shogo, Fukui",1000073400.0,Right,KEI_KEI,124.40866,,,11.75613,,,,16.731108,-35.076403,3.381645,1.641364,0.93003,-3.56525,-0.414379,1.063932,-1.03343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
100,2021/4/10,18:08.0,2021/4/10,18:08.0,1,2,"Kosuke, Morita",1000073314,Right,KEI_KEI,"Tomoya, Koike",1000073746,Right,HOS_HOS,Undefined,4,Bottom,0,1,0,Cutter,Slider,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,133.95311,-0.68789,-1.973107,2156.760856,173.035723,11:45,1.625704,0.441141,1.765922,-82.0043,21.1547,-2.1756,0.610507,-0.14025,122.47195,-6.667937,-2.126531,0.458678,,,,,,,,,,,,-0.3368,12.3696,-0.39151,15.24,1.60263,1.278891,-36.812901,-0.763059,-0.059518,7.374122,-7.620803,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,84759430-99c4-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Shogo, Fukui",1000073400.0,Right,KEI_KEI,132.24955,,,11.48116,,,,16.673042,-37.098848,3.687061,1.62649,-0.467546,-3.810402,-0.441147,1.281198,-0.029759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
101,2021/4/10,18:19.0,2021/4/10,18:19.0,1,3,"Kosuke, Morita",1000073314,Right,KEI_KEI,"Tomoya, Koike",1000073746,Right,HOS_HOS,Undefined,4,Bottom,0,1,1,Cutter,Slider,FoulBall,Undefined,Undefined,GroundBall,Undefined,0,0,,132.92968,-0.347191,-1.414182,2123.658012,164.297809,11:30,1.636514,0.44215,1.781623,-78.8938,23.9033,-5.9316,0.749206,-0.017808,123.38502,-6.08228,-1.832979,0.457873,110.62671,11.650621,169.085803,2356.943534,,,,29.490665,,171.298168,1.105489,2.1891,13.3128,-0.406652,15.24,1.622287,0.931168,-36.61764,-0.523507,0.389054,6.207922,-7.440761,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,8afc6a90-99c4-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Shogo, Fukui",1000073400.0,Right,KEI_KEI,132.48218,2.164023,,9.54466,,,,16.65859,-36.857354,3.103961,1.636954,-0.236188,-3.720381,-0.442319,0.916145,0.194527,0.332272,0.693343,0.023129,320.598601,0.332272,-29.552065,2.58446,0.021355,-0.041691,0.102628,-0.11419,0.067828,-0.016565,0.693343,6.205646,-6.865476,0.722221,-0.120609,0.02927,-0.004575,0.000694,-0.000118,0.02313,5.698406,-1.663207,0.152431,-0.01065,-0.040768,0.052359,-0.031668,0.007752,,,,,,,,,,,,,,,,,,,,,,,,,21S
102,2021/4/10,18:45.6,2021/4/10,18:45.6,1,4,"Kosuke, Morita",1000073314,Right,KEI_KEI,"Tomoya, Koike",1000073746,Right,HOS_HOS,Undefined,4,Bottom,0,1,2,Fastball,Sinker,FoulBall,Undefined,Undefined,,Undefined,0,0,,143.79803,-1.353406,-3.177743,2267.204084,222.812788,1:30,1.633088,0.442747,1.738728,-42.6218,47.8339,41.3884,0.821848,-0.046753,130.11812,-4.560469,-0.268499,0.429509,,,,,,,,,,,,-23.2801,26.1865,-0.364536,15.24,1.595325,1.968485,-39.453129,-1.081914,-4.700309,8.872203,-4.519546,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,9adc4a20-99c4-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Shogo, Fukui",1000073400.0,Right,KEI_KEI,141.23091,,,13.67992,,,,16.700282,-39.780161,4.436101,1.632134,-0.915322,-2.259773,-0.440288,2.14174,-2.350154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
103,2021/4/10,19:09.8,2021/4/10,19:09.8,1,5,"Kosuke, Morita",1000073314,Right,KEI_KEI,"Tomoya, Koike",1000073746,Right,HOS_HOS,Undefined,4,Bottom,0,1,2,Cutter,Slider,StrikeCalled,Strikeout,Undefined,,Undefined,0,0,,133.24883,0.491725,-2.326566,2131.944836,156.172148,11:15,1.613577,0.405189,1.724019,-92.6289,11.377,-3.6608,0.827179,-0.293109,122.66625,-6.209571,-2.583846,0.460557,,,,,,,,,,,,0.2943,6.4333,-0.344854,15.24,1.619236,1.50653,-36.643546,-0.062036,0.051943,6.775531,-8.671232,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,a945b650-99c4-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Shogo, Fukui",1000073400.0,Right,KEI_KEI,131.70999,,,10.58258,,,,16.71571,-36.915401,3.387765,1.614746,0.285882,-4.335616,-0.405259,1.504446,0.025971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
