PitchNo,Date,Time,UTCDate,UTCTime,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,AutoHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,GameUID,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,ContactPositionX,ContactPositionY,ContactPositionZ,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,umpire,Catcher Pos,season
196,2021/4/10,18:04.7,2021/4/10,18:04.7,6,1,"Junki, Namai",1000073326,Left,KEI_KEI,"Daiki, Saitoh",1000073731,Right,HOS_HOS,Undefined,7,Bottom,2,0,0,Fastball,Sinker,InPlay,Undefined,FlyBall,LineDrive,Out,1,0,1,142.32567,-0.506641,3.715216,2065.805579,121.063271,10:00,1.464059,-0.56328,1.977265,-58.1051,33.9257,-49.7949,0.740933,-0.020141,125.58848,-4.924317,0.164468,0.433233,161.67873,23.185391,-2.748721,2108.328088,33.512739,13.901947,-1.01065,115.747263,,-0.199629,4.739797,29.5994,19.3067,0.486099,15.24,1.450196,-2.290684,-38.997446,-0.535806,5.669235,10.823997,-6.108796,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,e439bf60-99cc-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Shogo, Fukui",1000073400.0,Right,KEI_KEI,140.01714,20.8646,,16.73718,,,,16.461185,-39.334934,5.411998,1.463933,-0.345337,-3.054398,0.560277,-2.467448,2.834617,0.580755,0.716887,0.030472,190.589558,0.580609,41.23966,-8.030747,1.925169,-0.421472,0.090615,-0.016841,0.002035,-0.000107,0.717572,17.66531,-3.70123,-0.290438,0.207306,-0.085496,0.02143,-0.002799,0.000145,0.030447,-1.979274,1.234707,-0.406629,0.099568,-0.019786,0.003034,-0.000307,1.5e-05,,,,,,,,,,,,,,,,,,,,,,,,,21S
197,2021/4/10,20:43.9,2021/4/10,20:43.9,1,1,"Ginji, Miura",1000073786,Right,HOS_HOS,"Sho, Miyao",1000073415,Left,KEI_KEI,Undefined,8,Top,0,0,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,141.90613,-2.385387,-1.125027,2173.566676,199.289497,12:45,1.649536,0.303692,1.832995,-25.43,67.0586,22.2491,0.721208,0.208493,127.39563,-4.415464,0.450069,0.434309,,,,,,,,,,,,-12.2159,37.2065,-0.278144,15.24,1.590705,0.64899,-38.937136,-1.665234,-2.380123,9.326548,-2.557385,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,43161c40-99cd-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Daichi, Funyuu",1000073839.0,Right,HOS_HOS,139.67015,,,14.5105,,,,16.60515,-39.262767,4.663274,1.647287,-1.575944,-1.278693,-0.302254,0.73209,-1.190061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
198,2021/4/10,21:05.8,2021/4/10,21:05.8,1,2,"Ginji, Miura",1000073786,Right,HOS_HOS,"Sho, Miyao",1000073415,Left,KEI_KEI,Undefined,8,Top,0,0,1,Slider,Curveball,BallinDirt,Undefined,Undefined,,Undefined,0,0,,121.30204,0.272805,1.263263,2436.617438,56.236028,7:45,1.638348,0.365512,1.767111,-159.553,-31.0364,-53.8057,0.120177,0.185646,109.62896,-11.222184,-2.549627,0.511958,,,,,,,,,,,,28.7397,-14.8358,-0.393211,15.24,1.633779,-0.500329,-33.322449,-0.445565,4.048861,7.514237,-11.896731,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,50248c50-99cd-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Daichi, Funyuu",1000073839.0,Right,HOS_HOS,118.48633,,,11.67308,,,,16.673462,-33.644143,3.757118,1.641952,0.063749,-5.948365,-0.368081,-0.673666,2.02443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
199,2021/4/10,21:21.0,2021/4/10,21:21.0,1,3,"Ginji, Miura",1000073786,Right,HOS_HOS,"Sho, Miyao",1000073415,Left,KEI_KEI,Undefined,8,Top,0,1,1,Fastball,Four-Seam,FoulBall,Undefined,Undefined,,Undefined,0,0,,142.84549,-2.560178,-1.583162,2175.310236,200.435611,12:45,1.668427,0.326005,1.841615,-27.2386,64.0008,22.5617,0.672807,0.104743,128.24479,-4.71521,0.014615,0.431366,108.8793,72.355356,-70.845185,3955.211433,,,,,,,,-12.9355,36.0641,-0.289841,15.24,1.605833,0.969808,-39.196256,-1.812299,-2.551045,9.537031,-2.69437,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,5931e680-99cd-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Daichi, Funyuu",1000073839.0,Right,HOS_HOS,140.62307,8.166312,,14.6007,,,,16.597312,-39.525131,4.768515,1.666726,-1.719387,-1.347185,-0.3248,1.057779,-1.275523,0.581331,0.629518,-0.100662,160.704313,0.581331,3.008027,-3.559186,1.478662,-0.431714,0.113295,-0.029905,0.009337,-0.003362,0.629518,28.821402,-9.315654,1.268295,-0.216567,0.031471,-0.023304,0.04644,-0.040758,-0.100662,-8.659861,-0.148381,0.328724,-0.131277,0.04048,-0.009703,-0.0012,0.003155,,,,,,,,,,,,,,,,,,,,,,,,,21S
200,2021/4/10,22:01.6,2021/4/10,22:01.6,1,4,"Ginji, Miura",1000073786,Right,HOS_HOS,"Sho, Miyao",1000073415,Left,KEI_KEI,Undefined,8,Top,0,1,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,,142.83343,-0.395479,-2.147275,2244.582292,212.746956,1:00,1.667526,0.334885,1.865016,-27.3779,63.8569,38.8213,1.282225,0.117735,127.49323,-2.58295,0.605221,0.431355,,,,,,,,,,,,-21.5542,33.9839,-0.286897,15.24,1.65641,1.266584,-39.197677,-0.319142,-4.236773,9.787164,-3.126645,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,716c23f0-99cd-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Daichi, Funyuu",1000073839.0,Right,HOS_HOS,140.62656,,,15.3402,,,,16.572986,-39.529106,4.893582,1.665424,-0.213263,-1.563322,-0.332218,1.410057,-2.118386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
201,2021/4/10,22:24.5,2021/4/10,22:24.5,1,5,"Ginji, Miura",1000073786,Right,HOS_HOS,"Sho, Miyao",1000073415,Left,KEI_KEI,Undefined,8,Top,0,2,2,Splitter,Changeup,FoulBall,Undefined,Undefined,,Undefined,0,0,,123.15378,-0.431216,-1.668201,1478.134261,223.070336,1:30,1.620936,0.331829,1.791424,-79.3871,40.9079,34.9254,0.704946,0.208727,113.687,-6.250737,0.799295,0.495312,,,,,,,,,,,,-19.2124,22.3292,-0.293305,15.24,1.604769,0.841864,-33.907661,-0.524403,-2.909199,5.687333,-6.42549,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,7f0e96a0-99cd-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Daichi, Funyuu",1000073839.0,Right,HOS_HOS,122.46839,,,9.46678,,,,16.648947,-34.143166,2.843667,1.620975,-0.258332,-3.212745,-0.330659,0.96233,-1.4546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
202,2021/4/10,22:50.0,2021/4/10,22:50.0,1,6,"Ginji, Miura",1000073786,Right,HOS_HOS,"Sho, Miyao",1000073415,Left,KEI_KEI,Undefined,8,Top,0,2,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,,144.56325,-2.85288,-0.834996,2258.800293,211.623241,1:00,1.662662,0.374815,1.847847,-32.7664,54.7376,31.9616,0.529482,0.458871,132.13738,-5.349113,1.430688,0.422443,,,,,,,,,,,,-16.9769,31.0276,-0.357037,15.24,1.592992,0.41749,-39.73847,-2.075348,-3.505,8.387485,-3.400786,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,8e4230a0-99cd-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Daichi, Funyuu",1000073839.0,Right,HOS_HOS,143.59324,,,12.42587,,,,16.591613,-40.022735,4.193743,1.661376,-1.96009,-1.700393,-0.373199,0.53628,-1.7525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
203,2021/4/10,23:10.4,2021/4/10,23:10.4,1,7,"Ginji, Miura",1000073786,Right,HOS_HOS,"Sho, Miyao",1000073415,Left,KEI_KEI,Undefined,8,Top,0,3,2,Fastball,Four-Seam,BallCalled,Walk,Undefined,,Undefined,0,0,,142.72726,-3.610882,-3.291033,2362.540022,203.30868,12:45,1.647603,0.313458,1.910024,-27.5675,62.9199,25.6785,0.354233,-0.355568,128.85907,-5.780826,-1.468464,0.429585,,,,,,,,,,,,-16.0302,36.5929,-0.24064,15.24,1.564302,2.126696,-39.119451,-2.533581,-3.166203,9.09491,-2.579023,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,9a6ecc30-99cd-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Daichi, Funyuu",1000073839.0,Right,HOS_HOS,141.20619,,,13.86819,,,,16.529471,-39.418101,4.547455,1.646107,-2.448893,-1.289511,-0.312181,2.230664,-1.583101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
204,2021/4/10,23:48.8,2021/4/10,23:48.8,2,1,"Ginji, Miura",1000073786,Right,HOS_HOS,"Shogo, Fukui",1000073400,Left,KEI_KEI,Undefined,8,Top,0,0,0,Cutter,Slider,FoulBall,Undefined,Undefined,,Undefined,0,0,1,128.56497,-0.767673,-1.280474,2100.356843,155.319121,11:15,1.597744,0.431632,1.822289,-88.061,23.5571,-9.0946,0.500173,-0.021153,117.21327,-7.218792,-1.924567,0.477114,,,,,,,,,,,,3.7216,13.7572,-0.400167,15.24,1.573397,0.830176,-35.350125,-0.789804,0.602704,7.177874,-7.578731,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,b1481a10-99cd-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Daichi, Funyuu",1000073839.0,Right,HOS_HOS,127.13951,,,11.3517,,,,16.617398,-35.628709,3.588937,1.598343,-0.495662,-3.789366,-0.431933,0.806785,0.301352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
205,2021/4/10,24:23.0,2021/4/10,24:23.0,2,2,"Ginji, Miura",1000073786,Right,HOS_HOS,"Shogo, Fukui",1000073400,Left,KEI_KEI,Undefined,8,Top,0,0,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,1,141.74552,-0.989157,-1.503362,2315.31718,209.844099,1:00,1.620669,0.431631,1.846129,-35.7999,58.0818,31.0664,0.983487,0.318071,125.31316,-3.796236,0.697825,0.437567,,,,,,,,,,,,-17.2625,31.7783,-0.397913,15.24,1.594957,0.858913,-38.858784,-0.761191,-3.294181,10.501116,-3.742426,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,c5b019d0-99cd-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Daichi, Funyuu",1000073839.0,Right,HOS_HOS,138.63005,,,16.43235,,,,16.591562,-39.222327,5.250558,1.619066,-0.63163,-1.871213,-0.429622,0.972955,-1.64709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
206,2021/4/10,24:45.9,2021/4/10,24:45.9,2,3,"Ginji, Miura",1000073786,Right,HOS_HOS,"Shogo, Fukui",1000073400,Left,KEI_KEI,Undefined,8,Top,0,1,1,Cutter,Slider,BallCalled,Undefined,Undefined,,Undefined,0,0,1,129.00447,0.533396,-0.541614,2009.012926,192.946362,12:30,1.598669,0.454595,1.837604,-85.5401,25.2913,4.9389,0.893839,0.351099,117.00372,-5.772749,-0.191614,0.47543,,,,,,,,,,,,-2.9477,13.7581,-0.442002,15.24,1.605888,0.312552,-35.462192,0.024769,-0.479851,7.294069,-7.567017,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,d358a700-99cd-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Daichi, Funyuu",1000073839.0,Right,HOS_HOS,127.58987,,,12.00074,,,,16.601166,-35.741068,3.647034,1.599411,0.31408,-3.783509,-0.454303,0.330898,-0.239925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
207,2021/4/10,25:12.0,2021/4/10,25:12.0,2,4,"Ginji, Miura",1000073786,Right,HOS_HOS,"Shogo, Fukui",1000073400,Left,KEI_KEI,Undefined,8,Top,0,2,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,1,141.50698,-0.019699,-2.10154,2331.183172,212.003305,1:00,1.60709,0.413347,1.849015,-33.9276,59.5435,34.916,1.262254,0.169463,125.88266,-2.68234,0.37161,0.43661,,,,,,,,,,,,-19.7027,31.5644,-0.365797,15.24,1.604434,1.245767,-38.821379,-0.095978,-3.782748,9.906988,-3.746566,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,e2e66ef0-99cd-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Daichi, Funyuu",1000073839.0,Right,HOS_HOS,138.93416,,,15.62432,,,,16.589172,-39.164166,4.953494,1.605512,0.033655,-1.873283,-0.411166,1.376652,-1.891374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.54314,2.0426,0.694016,1.348584,-0.084899,1.237544,-0.17317,-0.049858,1.667062,-0.065733,38.525012,-0.140654,-1.357308,0.01311,32.686146,-3.099948,1.661689,2.702602,-2.993268,-0.074031,-1.409687,0.344644,,,21S
208,2021/4/10,25:49.6,2021/4/10,25:49.6,2,5,"Ginji, Miura",1000073786,Right,HOS_HOS,"Shogo, Fukui",1000073400,Left,KEI_KEI,Undefined,8,Top,0,3,1,Fastball,Four-Seam,InPlay,Undefined,GroundBall,GroundBall,Out,1,0,2,142.67135,-2.318261,-2.379688,2286.158186,197.988328,12:30,1.604669,0.420153,1.8791,-26.8912,65.7384,20.0532,0.682146,-0.049687,125.9514,-4.49506,-0.957451,0.43464,122.9466,-13.771178,39.888963,,,,,3.704349,,27.709151,0.089684,-12.7472,37.4125,-0.366393,15.24,1.5495,1.52481,-39.082537,-1.633103,-2.453364,10.836339,-2.606151,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,f94d7300-99cd-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Daichi, Funyuu",1000073839.0,Right,HOS_HOS,139.56385,0.703379,,16.71994,,,,16.559406,-39.44667,5.418169,1.602906,-1.54553,-1.303076,-0.419016,1.607251,-1.226682,0.996976,0.729103,-0.185305,,0.996976,25.451051,,,,,,,,0.729103,-8.129671,,,,,,,,-0.185305,21.272053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
209,2021/4/10,26:54.9,2021/4/10,26:54.9,3,1,"Ginji, Miura",1000073786,Right,HOS_HOS,"Kensuke, Kitamura",1000073377,Left,KEI_KEI,Undefined,8,Top,1,0,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,,Undefined,0,0,3,141.88344,-1.569975,-1.709611,2171.421404,200.853118,12:45,1.630429,0.364329,1.836377,-25.0553,68.5709,24.6441,0.936381,0.128022,125.68694,-3.609572,0.034826,0.436972,,,,,,,,,,,,-14.0784,37.5039,-0.325039,15.24,1.591264,1.031176,-38.887676,-1.100514,-2.699377,10.282193,-2.615702,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,203132e0-99ce-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Daichi, Funyuu",1000073839.0,Right,HOS_HOS,138.81905,,,16.1965,,,,16.601138,-39.245921,5.141096,1.628019,-1.00938,-1.307851,-0.362605,1.125226,-1.349688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
210,2021/4/10,27:13.6,2021/4/10,27:13.6,3,2,"Ginji, Miura",1000073786,Right,HOS_HOS,"Kensuke, Kitamura",1000073377,Left,KEI_KEI,Undefined,8,Top,1,0,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,3,141.20673,-2.759494,-0.79882,2047.349973,203.706976,12:45,1.64456,0.344614,1.917314,-30.5174,62.8318,25.9234,0.563634,0.379463,125.72979,-5.178255,1.046497,0.436325,,,,,,,,,,,,-14.0435,36.0441,-0.328033,15.24,1.580735,0.410519,-38.722236,-1.92686,-2.676895,10.005694,-2.936112,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,2b61e240-99ce-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Daichi, Funyuu",1000073839.0,Right,HOS_HOS,139.02485,,,15.47695,,,,16.520639,-39.051747,5.002847,1.642598,-1.830167,-1.468056,-0.343004,0.498675,-1.338447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
211,2021/4/10,27:34.5,2021/4/10,27:34.5,3,3,"Ginji, Miura",1000073786,Right,HOS_HOS,"Kensuke, Kitamura",1000073377,Left,KEI_KEI,Undefined,8,Top,1,1,1,Cutter,Slider,StrikeSwinging,Undefined,Undefined,,Undefined,0,0,3,127.88084,-0.366939,-0.715616,1952.176742,153.741242,11:00,1.636305,0.427408,1.769252,-96.6079,19.9788,-7.4429,0.566204,0.150119,113.60559,-7.482765,-1.241266,0.487617,,,,,,,,,,,,3.0661,11.9868,-0.40899,15.24,1.620449,0.473369,-35.047346,-0.583103,0.475181,8.636487,-7.948951,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,37cf0940-99ce-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Daichi, Funyuu",1000073839.0,Right,HOS_HOS,124.40081,,,14.27525,,,,16.668368,-35.397579,4.318244,1.63756,-0.260751,-3.974475,-0.427796,0.454099,0.237591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
212,2021/4/10,28:05.0,2021/4/10,28:05.0,3,4,"Ginji, Miura",1000073786,Right,HOS_HOS,"Kensuke, Kitamura",1000073377,Left,KEI_KEI,Undefined,8,Top,1,1,2,Fastball,Four-Seam,FoulBall,Undefined,Undefined,FlyBall,Undefined,0,0,3,144.46136,-0.794069,-1.068888,2032.782557,203.558954,12:45,1.642185,0.407439,1.931871,-34.8909,53.24,21.7789,1.070389,0.325239,129.49291,-3.506339,0.48271,0.423954,127.38645,37.783261,-59.846906,4307.129049,14.108308,19.362593,-30.415105,77.360733,,-71.895634,4.122477,-12.2145,29.2894,-0.384886,15.24,1.622542,0.633297,-39.696677,-0.642341,-2.466496,9.912895,-3.892163,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,49fb22c0-99ce-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Daichi, Funyuu",1000073839.0,Right,HOS_HOS,143.08159,20.582786,,14.96844,,,,16.50689,-40.011789,4.956448,1.640995,-0.518617,-1.946082,-0.406264,0.711703,-1.233248,0.276324,0.941684,-0.272117,135.100246,0.27615,14.053627,-4.247613,1.159175,-0.358029,0.12072,-0.031586,0.004714,-0.000286,0.941946,21.672077,-6.924975,0.632926,-0.0441,-0.029998,0.012329,-0.001823,9.5e-05,-0.271891,-24.188156,2.862383,-0.626096,0.180253,-0.063805,0.017875,-0.002826,0.00018,,,,,,,,,,,,,,,,,,,,,,,,,21S
213,2021/4/10,28:33.4,2021/4/10,28:33.4,3,5,"Ginji, Miura",1000073786,Right,HOS_HOS,"Kensuke, Kitamura",1000073377,Left,KEI_KEI,Undefined,8,Top,1,1,2,Fastball,Four-Seam,InPlay,Undefined,GroundBall,GroundBall,Out,1,1,3,143.73842,-1.537955,-1.068513,2185.177865,202.878562,12:45,1.651855,0.3526,1.841216,-35.1748,54.0092,21.4901,0.86591,0.265927,130.18438,-4.233277,0.454025,0.426479,147.82127,-16.561107,-19.884023,,,,,2.710746,,-24.949503,0.060238,-11.8975,29.9073,-0.328596,15.24,1.613043,0.629368,-39.509933,-1.165302,-2.406118,8.991424,-3.758275,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,5aea2860-99ce-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Daichi, Funyuu",1000073839.0,Right,HOS_HOS,142.23432,0.739233,,13.55404,,,,16.59809,-39.817799,4.495712,1.65074,-1.036619,-1.879137,-0.351556,0.711753,-1.203059,0.228256,0.705034,-0.337072,,0.228256,37.01167,,,,,,,,0.705034,-11.704069,,,,,,,,-0.337072,-13.386365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
214,2021/4/10,29:20.0,2021/4/10,29:19.9,4,1,"Ginji, Miura",1000073786,Right,HOS_HOS,"Ryuta, Hirose",1000089826,Right,KEI_KEI,Undefined,8,Top,2,0,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,142.50155,-2.559805,-1.452895,2294.618071,200.561568,12:45,1.633382,0.351006,1.817087,-27.4633,64.0169,22.7704,0.634567,0.167996,128.58663,-4.717013,0.157357,0.431935,,,,,,,,,,,,-12.778,35.7593,-0.317357,15.24,1.569585,0.875623,-39.115199,-1.81052,-2.52463,9.053649,-2.741476,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,76aaa660-99ce-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Daichi, Funyuu",1000073839.0,Right,HOS_HOS,140.43782,,,13.91493,,,,16.621763,-39.433727,4.526824,1.631586,-1.714069,-1.370738,-0.349726,0.964445,-1.262315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
215,2021/4/10,29:33.6,2021/4/10,29:33.6,4,2,"Ginji, Miura",1000073786,Right,HOS_HOS,"Ryuta, Hirose",1000089826,Right,KEI_KEI,Undefined,8,Top,2,0,1,Cutter,Slider,FoulBall,Undefined,Undefined,,Undefined,0,0,,130.15147,-0.578834,-1.750475,2218.639849,160.667763,11:15,1.649375,0.350929,1.697644,-92.7523,14.4191,-4.1699,0.556969,-0.189303,122.41547,-7.222436,-2.043466,0.467513,,,,,,,,,,,,1.2208,8.349,-0.304603,15.24,1.626692,1.115437,-35.880922,-0.733783,0.210816,5.17913,-8.364842,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,Team,20210410-JinguStadium-2,7ec8e5a0-99ce-11eb-81f6-dfe88c4afd31,18473dc9-ff01-435f-8f96-3c6ca3c4985f,v3,,,,"Daichi, Funyuu",1000073839.0,Right,HOS_HOS,129.75026,,,7.736,,,,16.743217,-36.097247,2.589565,1.650044,-0.384395,-4.182421,-0.35101,1.106631,0.105408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
