PitchNo,Date,Time,UTCDate,UTCTime,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,AutoHitType,PlayResult,OutsOnPlay,RunsScored,Notes,Steal,Runer,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,GameUID,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,ContactPositionX,ContactPositionY,ContactPositionZ,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,umpire,season
200,2020/9/20,04:52.7,2020/9/20,04:52.7,5,1,"Sou, Komune",1000073943,Left,TOK,"Yasuyoshi, Sugimura",1000089973,Right,HOS_HOS,Undefined,7,Top,2,0,0,Fastball,Changeup,BallCalled,Undefined,Undefined,,Undefined,0,0,2,,,112.77884,1.186142,4.759306,1831.888743,99.145285,9:15,1.172474,-1.129101,1.8872,-134.1635,8.4734,-26.5236,0.165825,-0.05197,104.40985,-8.555823,2.882644,0.53935,,,,,,,,,,,,16.9887,4.7422,1.021258,15.24,1.191559,-2.480347,-30.970526,0.220997,2.145209,4.765095,-9.207845,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,3227e680-fb07-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,112.46873,,,8.369,,,,16.553348,-31.171942,2.382548,1.173992,0.610203,-4.603922,1.128016,-2.571023,1.072605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
201,2020/9/20,05:18.5,2020/9/20,05:18.5,5,2,"Sou, Komune",1000073943,Left,TOK,"Yasuyoshi, Sugimura",1000089973,Right,HOS_HOS,Undefined,7,Top,2,1,0,Fastball,Changeup,InPlay,Undefined,Popup,Popup,Out,1,0,2,,,126.26343,2.648633,4.498987,2152.972173,130.481594,10:15,1.182646,-1.156894,1.73341,-98.1988,18.0085,-17.101,0.955962,-0.047171,115.87198,-4.471854,3.302525,0.486823,108.57387,41.753479,17.958285,4814.65671,30.314782,19.933311,14.32271,61.496144,,29.20073,4.201369,11.6624,8.4124,1.042656,15.24,1.243376,-2.646685,-34.619049,1.23665,1.840958,5.924576,-8.478723,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,418af4f0-fb07-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,124.60372,19.935428,,10.39145,,,,16.706575,-34.86913,2.962288,1.183623,1.594544,-4.239362,1.156015,-2.724393,0.920479,0.152246,0.934611,0.027008,209.663051,0.152311,21.401596,-4.878815,1.335486,-0.28654,0.053512,-0.009133,0.001154,-6.7e-05,0.934701,20.081557,-5.833012,0.287968,0.019441,-0.024433,0.006566,-0.000716,2.7e-05,0.026978,6.937988,0.484356,-0.248992,0.069079,-0.012901,0.001473,-0.000103,4e-06,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
202,2020/9/20,07:39.0,2020/9/20,07:39.0,1,1,"Kouichi, Takada",1000073775,Right,HOS_HOS,"Toshiki, Oka",1000073905,Right,TOK,Undefined,7,Bottom,0,0,0,Cutter,Slider,BallCalled,Undefined,Undefined,,Undefined,0,0,,,,137.42274,-2.216241,-3.426057,2214.080771,135.943029,10:30,1.642907,0.454998,2.039552,-71.5749,22.0611,-18.8736,0.307982,-0.689868,127.89826,-7.465718,-4.776329,0.436995,,,,,,,,,,,,7.8787,13.8725,-0.384562,15.24,1.594385,2.342254,-37.814295,-1.70657,1.489751,6.784485,-7.183536,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,9542b060-fb07-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Yuta, Watanabe",1000073832,Right,HOS_HOS,138.8118,,,9.52448,,,,16.400788,-38.021988,3.392242,1.643262,-1.486661,-3.591768,-0.455567,2.296648,0.744876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
203,2020/9/20,07:50.4,2020/9/20,07:50.4,1,2,"Kouichi, Takada",1000073775,Right,HOS_HOS,"Toshiki, Oka",1000073905,Right,TOK,Undefined,7,Bottom,0,1,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,,,,150.27068,-2.418115,-4.287375,2311.04419,194.444122,12:30,1.678857,0.391241,2.167147,-28.8255,49.042,12.0082,0.71968,-0.676423,137.65577,-4.656724,-3.423298,0.398504,,,,,,,,,,,,-9.3641,28.659,-0.313971,15.24,1.63364,3.041391,-41.286942,-1.810108,-2.092487,8.827711,-3.402561,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,9c0c3510-fb07-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Yuta, Watanabe",1000073832,Right,HOS_HOS,152.21919,,,12.61491,,,,16.272425,-41.507102,4.413856,1.677725,-1.725249,-1.701281,-0.390472,3.093577,-1.046244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
204,2020/9/20,08:05.3,2020/9/20,08:05.3,1,3,"Kouichi, Takada",1000073775,Right,HOS_HOS,"Toshiki, Oka",1000073905,Right,TOK,Undefined,7,Bottom,0,2,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,,,149.69259,-2.226337,-2.892066,2265.981699,191.640721,12:30,1.658704,0.464665,2.167588,-30.952,47.1314,9.2206,0.732487,-0.243489,137.41856,-4.616784,-2.226686,0.399056,,,,,,,,,,,,-6.8794,27.481,-0.412649,15.24,1.616987,2.04042,-41.201815,-1.675291,-1.533542,8.647934,-3.680681,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,a4edeb60-fb07-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Yuta, Watanabe",1000073832,Right,HOS_HOS,152.00866,,,12.27404,,,,16.272031,-41.417863,4.323967,1.657692,-1.583338,-1.840341,-0.464103,2.078732,-0.766771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
205,2020/9/20,08:19.6,2020/9/20,08:19.5,1,4,"Kouichi, Takada",1000073775,Right,HOS_HOS,"Toshiki, Oka",1000073905,Right,TOK,Undefined,7,Bottom,0,2,1,Fastball,Four-Seam,InPlay,Undefined,LineDrive,LineDrive,Single,0,0,,,,149.36842,-2.544204,-2.274135,2376.21576,207.030007,1:00,1.653652,0.414697,2.147047,-29.245,49.6883,24.0608,0.655777,0.025342,136.48711,-4.82036,-0.538014,0.401222,144.73829,14.065148,7.466791,1654.648993,33.044141,6.31037,5.675402,79.033051,,13.023931,2.659669,-14.4754,29.1561,-0.373537,15.24,1.605341,1.525197,-41.109937,-1.892863,-3.196046,9.037504,-3.369208,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,ad6c24f0-fb07-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Yuta, Watanabe",1000073832,Right,HOS_HOS,151.1881,6.647257,,12.88131,,,,16.292715,-41.340716,4.518752,1.652578,-1.806828,-1.684604,-0.413526,1.60681,-1.598023,-0.073939,0.58006,-0.027561,220.114716,-0.073944,38.669357,-5.33623,0.973345,-0.185157,0.030189,-0.003828,0.000302,-8e-06,0.580085,9.769255,-4.132071,0.200316,-0.05525,0.026673,-0.00921,0.001902,-0.000167,-0.027535,5.066406,1.086091,-0.263956,0.033253,0.009311,-0.006956,0.001695,-0.000156,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
206,2020/9/20,09:11.2,2020/9/20,09:11.2,2,1,"Kouichi, Takada",1000073775,Right,HOS_HOS,"Tetsuya, Nakai",1000073897,Left,TOK,Undefined,7,Bottom,0,0,0,Fastball,Four-Seam,InPlay,Undefined,Bunt,,Out,1,0,1,,,148.48973,-1.404199,-2.456609,2279.402925,202.625138,12:45,1.666478,0.410108,2.090612,-33.1954,46.7653,18.4885,0.943928,-0.088,136.28568,-3.952736,-1.127734,0.403825,,,,,,,,,,,,-11.5438,26.6086,-0.363152,15.24,1.637621,1.672775,-40.900634,-1.092671,-2.536056,8.514462,-3.961036,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,cc332c30-fb07-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Yuta, Watanabe",1000073832,Right,HOS_HOS,150.21374,,,12.20405,,,,16.349568,-41.130969,4.257231,1.665731,-0.985517,-1.980518,-0.409332,1.741381,-1.268028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
207,2020/9/20,09:45.1,2020/9/20,09:45.1,3,1,"Kouichi, Takada",1000073775,Right,HOS_HOS,"Ryota, Umeyama",1000073971,Left,TOK,Undefined,7,Bottom,1,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,1,,,148.56568,0.241108,-1.984858,2280.537946,209.569521,1:00,1.665999,0.451652,2.056391,-35.9152,44.4116,23.8152,1.374024,0.136901,135.87726,-2.508533,-0.275988,0.404748,,,,,,,,,,,,-13.8818,24.0155,-0.412846,15.24,1.668969,1.305578,-40.921194,0.072499,-3.047508,8.665832,-4.534466,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,e06bb780-fb07-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Yuta, Watanabe",1000073832,Right,HOS_HOS,149.87097,,,12.68842,,,,16.383135,-41.162562,4.332916,1.665191,0.198797,-2.267233,-0.450392,1.39046,-1.523754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
208,2020/9/20,10:05.4,2020/9/20,10:05.4,3,2,"Kouichi, Takada",1000073775,Right,HOS_HOS,"Ryota, Umeyama",1000073971,Left,TOK,Undefined,7,Bottom,1,1,0,Fastball,Four-Seam,InPlay,Undefined,GroundBall,GroundBall,Out,2,0,1,,,149.51392,-2.356456,-2.177607,2319.97683,197.182901,12:30,1.670628,0.396845,2.086593,-27.8018,51.3227,15.1119,0.736856,-0.057533,137.0007,-4.515834,-1.091483,0.401708,142.1892,-19.092136,11.480963,,,,,2.825809,,11.206422,0.051782,-9.56,29.6892,-0.355016,15.24,1.623298,1.496802,-41.158638,-1.760481,-2.122469,8.793879,-3.215174,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,ec7c3f90-fb07-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Yuta, Watanabe",1000073832,Right,HOS_HOS,151.00533,0.664324,,12.51322,,,,16.353426,-41.395847,4.396939,1.669617,-1.673754,-1.607587,-0.396164,1.554054,-1.061234,0.894954,0.664324,0.188204,,0.894959,36.576412,-6.353471,,,,,,,0.664315,-12.916817,1.698106,,,,,,,0.188225,7.423648,-8.756132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
209,2020/9/20,12:33.5,2020/9/20,12:33.5,1,1,"Yuichiro, Yokoyama",1000073933,Right,TOK,"Tomoki, Nagahiro",1000073724,Right,HOS_HOS,Undefined,8,Top,0,0,0,Cutter,Slider,BallCalled,Undefined,Undefined,,Undefined,0,0,,,,129.99995,-1.219067,-3.839015,2431.218166,177.587635,12:00,1.554666,0.408798,1.740477,-84.3192,23.7417,-0.8809,0.364474,-0.691783,121.40227,-7.292092,-3.900852,0.46945,,,,,,,,,,,,-1.7613,13.7254,-0.310648,15.24,1.51716,2.402249,-35.738705,-1.087198,-0.299609,5.603074,-7.471913,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,44c19970-fb08-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,129.21517,,,8.59768,,,,16.699604,-35.966812,2.801537,1.555229,-0.783009,-3.735957,-0.408694,2.414447,-0.149804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
210,2020/9/20,12:47.8,2020/9/20,12:47.8,1,2,"Yuichiro, Yokoyama",1000073933,Right,TOK,"Tomoki, Nagahiro",1000073724,Right,HOS_HOS,Undefined,8,Top,0,1,0,Cutter,Slider,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,,,128.71304,0.466552,-2.390082,2446.380664,125.119497,10:15,1.514868,0.380671,1.571197,-99.7233,11.981,-13.1784,0.651616,-0.437267,120.62228,-6.630174,-3.307513,0.477298,,,,,,,,,,,,5.3074,6.5863,-0.311328,15.24,1.518871,1.542855,-35.439857,-0.134024,0.892119,5.198698,-8.699572,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,4d5297b0-fb08-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,127.09042,,,8.09076,,,,16.869318,-35.678062,2.599349,1.51588,0.264592,-4.349786,-0.381086,1.501978,0.44606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
211,2020/9/20,13:00.9,2020/9/20,13:00.9,1,3,"Yuichiro, Yokoyama",1000073933,Right,TOK,"Tomoki, Nagahiro",1000073724,Right,HOS_HOS,Undefined,8,Top,0,1,1,Cutter,Slider,BallCalled,Undefined,Undefined,,Undefined,0,0,,,,128.38365,-0.823663,-3.014536,2590.787657,172.794965,11:45,1.5131,0.359909,1.578281,-91.0734,20.5386,-2.276,0.365801,-0.528199,121.17067,-7.291371,-3.172999,0.477101,,,,,,,,,,,,-0.3394,11.4736,-0.274173,15.24,1.48127,1.872464,-35.352524,-0.888527,-0.05715,4.751345,-7.874849,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,5512ff80-fb08-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,127.14295,,,7.21298,,,,16.86243,-35.569909,2.375673,1.51368,-0.528236,-3.937425,-0.359903,1.875079,-0.028575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
212,2020/9/20,13:13.8,2020/9/20,13:13.8,1,4,"Yuichiro, Yokoyama",1000073933,Right,TOK,"Tomoki, Nagahiro",1000073724,Right,HOS_HOS,Undefined,8,Top,0,2,1,Fastball,Changeup,InPlay,Undefined,FlyBall,FlyBall,Double,0,0,,,,136.63122,-1.580302,-1.724505,2266.575555,224.449483,1:30,1.54146,0.36352,1.741244,-56.3174,42.3419,38.5855,0.529243,0.259555,125.627,-5.727608,0.993104,0.448563,151.1679,26.624935,-20.317567,2286.957729,30.804499,15.457457,-13.236378,110.161294,,-29.199765,4.807091,-20.8947,23.5515,-0.322509,15.24,1.496979,0.944903,-37.585014,-1.246491,-3.879215,7.136706,-5.434187,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,5cd5b140-fb08-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,135.23181,21.84034,,11.00422,,,,16.698869,-37.861013,3.568353,1.541121,-1.036334,-2.717094,-0.361953,1.094925,-1.939608,0.617211,0.509434,-0.239601,153.44352,0.617465,35.197264,-7.232642,1.688597,-0.317036,0.048324,-0.00603,0.000549,-2.5e-05,0.509167,18.82354,-4.229259,-0.004333,0.026008,-0.006349,0.001187,-9.5e-05,2e-06,-0.239462,-13.037087,0.414882,0.041893,-0.021759,0.003485,-0.000124,-2.4e-05,2e-06,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
213,2020/9/20,14:09.3,2020/9/20,14:09.3,2,1,"Yuichiro, Yokoyama",1000073933,Right,TOK,"Jin, Nakamura",1000073711,Left,HOS_HOS,Undefined,8,Top,0,0,0,Fastball,Changeup,StrikeCalled,Undefined,Undefined,,Undefined,0,0,2,,,135.42601,-0.087791,-2.705882,2220.685813,229.607654,1:45,1.514481,0.360563,1.74164,-64.5877,36.1334,38.7895,0.843648,-0.020429,123.98693,-4.837335,0.023104,0.453226,,,,,,,,,,,,-21.4381,19.3796,-0.294377,15.24,1.507463,1.566215,-37.224822,-0.3012,-3.89716,7.12451,-6.283694,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,7dea03e0-fb08-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,133.84045,,,11.43908,,,,16.697803,-37.502795,3.562255,1.514432,-0.056033,-3.141847,-0.358451,1.718268,-1.94858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
214,2020/9/20,14:30.4,2020/9/20,14:30.5,2,2,"Yuichiro, Yokoyama",1000073933,Right,TOK,"Jin, Nakamura",1000073711,Left,HOS_HOS,Undefined,8,Top,0,0,1,Fastball,Changeup,BallCalled,Undefined,Undefined,,Undefined,0,0,2,,,133.27456,-1.591508,-1.340617,1936.597476,231.383407,1:45,1.560507,0.362225,1.72881,-68.2106,36.4356,41.3151,0.425908,0.394348,121.81739,-6.591973,1.5687,0.461973,,,,,,,,,,,,-21.8142,20.6964,-0.330833,15.24,1.514461,0.653566,-36.627274,-1.274521,-3.816866,7.285451,-6.185369,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,8a7d0260-fb08-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,131.30648,,,11.45717,,,,16.710449,-36.9186,3.642726,1.560481,-1.027185,-3.092685,-0.360019,0.806192,-1.908433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
215,2020/9/20,14:50.3,2020/9/20,14:50.3,2,3,"Yuichiro, Yokoyama",1000073933,Right,TOK,"Jin, Nakamura",1000073711,Left,HOS_HOS,Undefined,8,Top,0,1,1,Fastball,Changeup,BallCalled,Undefined,Undefined,,Undefined,0,0,2,,,134.81214,-0.354094,0.04453,2206.694675,225.176455,1:30,1.542344,0.402567,1.711494,-61.3079,40.8926,37.8834,0.828535,0.794068,123.22338,-4.870221,2.707588,0.456542,,,,,,,,,,,,-18.9902,21.9305,-0.4066,15.24,1.528439,-0.220123,-37.072475,-0.457951,-3.411023,7.324302,-5.867496,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,964c89d0-fb08-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,132.86829,,,11.58876,,,,16.727584,-37.365217,3.662151,1.542056,-0.223435,-2.933748,-0.400526,-0.083789,-1.705511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
216,2020/9/20,15:10.6,2020/9/20,15:10.6,2,4,"Yuichiro, Yokoyama",1000073933,Right,TOK,"Jin, Nakamura",1000073711,Left,HOS_HOS,Undefined,8,Top,0,2,1,Cutter,Slider,InPlay,Undefined,FlyBall,FlyBall,Out,1,0,2,,,129.48018,-0.676264,-1.685479,2521.366601,174.445183,11:45,1.534791,0.379539,1.628384,-83.8418,26.584,-2.2917,0.502924,-0.125428,120.33556,-6.707749,-1.845778,0.474559,139.73499,44.273878,12.034549,3824.913224,33.078584,29.982796,5.471195,83.471908,,6.064528,5.802178,0.143,14.6722,-0.333022,15.24,1.508959,1.059519,-35.639609,-0.758203,0.024094,5.8318,-7.334721,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,a26aa670-fb08-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,127.82401,35.512013,,9.14462,,,,16.811912,-35.895903,2.9159,1.535198,-0.435858,-3.667361,-0.379562,1.05846,0.012047,0.576576,0.502495,0.119133,169.809113,0.577416,27.165007,-6.254454,1.521615,-0.259259,0.032398,-0.003438,0.00031,-1.4e-05,0.503005,27.088152,-5.950299,0.340474,-0.016213,-0.010259,0.002963,-0.000283,9e-06,0.119494,5.787427,-2.256008,0.584461,-0.100432,0.011443,-0.000921,6.5e-05,-3e-06,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
217,2020/9/20,15:54.0,2020/9/20,15:54.0,3,1,"Yuichiro, Yokoyama",1000073933,Right,TOK,"Yudai, Murata",1000073800,Left,HOS_HOS,Undefined,8,Top,1,0,0,Fastball,Changeup,BallCalled,Undefined,Undefined,,Undefined,0,0,2,,,133.15503,-2.233885,-3.323816,1865.037792,234.599516,1:45,1.554781,0.370713,1.696709,-74.3276,30.6681,38.4993,0.174063,-0.191737,122.4446,-7.629064,-0.621914,0.462744,,,,,,,,,,,,-21.9046,18.0408,-0.286467,15.24,1.490108,1.939083,-36.556751,-1.719585,-3.839208,6.89014,-6.644648,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,bc4d15a0-fb08-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,131.08771,,,10.71043,,,,16.743451,-36.839029,3.44507,1.55498,-1.447365,-3.322324,-0.36913,2.096369,-1.919604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
218,2020/9/20,16:39.8,2020/9/20,16:39.8,3,2,"Yuichiro, Yokoyama",1000073933,Right,TOK,"Yudai, Murata",1000073800,Left,HOS_HOS,Undefined,8,Top,1,1,0,Fastball,Changeup,FoulBall,Undefined,Undefined,LineDrive,Undefined,0,0,2,,,135.2877,-0.380488,-3.363098,2209.301881,229.144173,1:45,1.58652,0.392883,1.728098,-61.7802,40.4208,42.6725,0.860403,-0.137213,122.6358,-4.953903,-0.366048,0.456543,133.34361,10.744957,47.531732,3187.711386,21.564716,2.197679,25.672681,44.710227,,51.844015,1.388328,-24.4293,21.8528,-0.309664,15.24,1.572128,1.975777,-37.134903,-0.475894,-4.36985,7.858264,-5.897678,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,d7981580-fb08-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,132.86795,2.933091,,12.6519,,,,16.711781,-37.445057,3.929132,1.586317,-0.243121,-2.948839,-0.391049,2.148249,-2.184925,1.252564,0.882268,0.103593,269.308388,1.252564,24.570178,-4.683133,0.617616,-0.125091,0.023208,-0.004009,0.000665,-6.6e-05,0.882268,6.905627,-6.168068,0.655031,-0.120936,0.028308,-0.00518,0.000773,-7.3e-05,0.103593,26.843476,-1.142932,-0.001914,0.001183,-0.003079,0.000928,-0.00013,1e-05,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
219,2020/9/20,17:09.8,2020/9/20,17:09.8,3,3,"Yuichiro, Yokoyama",1000073933,Right,TOK,"Yudai, Murata",1000073800,Left,HOS_HOS,Undefined,8,Top,1,1,1,Fastball,Changeup,BallCalled,Undefined,Undefined,,Undefined,0,0,2,,,133.02726,-0.123989,0.629874,2096.504309,234.921491,1:45,1.52501,0.442316,1.650479,-81.0734,24.8686,30.5751,0.67887,0.927924,121.60778,-6.009146,2.771724,0.464824,,,,,,,,,,,,-14.8503,13.6526,-0.461969,15.24,1.514957,-0.556178,-36.566081,-0.409559,-2.590307,7.245824,-7.42526,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,e97301c0-fb08-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,130.50094,,,11.41948,,,,16.788781,-36.871706,3.622912,1.525627,-0.096366,-3.71263,-0.440814,-0.446921,-1.295154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
