PitchNo,Date,Time,UTCDate,UTCTime,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,AutoHitType,PlayResult,OutsOnPlay,RunsScored,Notes,Steal,Runer,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,GameUID,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,ContactPositionX,ContactPositionY,ContactPositionZ,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,umpire,season
73,2020/9/20,50:55.6,2020/9/20,50:55.6,1,3,"Kota, Hirayama",1000073931,Right,TOK,"Ryuji, Hane",1000073684,Right,HOS_HOS,Undefined,3,Top,0,2,0,Fastball,Changeup,BallinDirt,Undefined,Undefined,,Undefined,0,0,,,,130.50257,-3.924329,-1.406035,2005.129954,199.321262,12:45,1.7898,0.185307,1.722831,-54.5498,53.9965,17.7638,0.126645,-0.03683,120.61335,-7.924425,-0.155922,0.470503,,,,,,,,,,,,-9.9833,31.0585,-0.150401,15.24,1.684179,0.797234,-35.831896,-2.64852,-1.689435,6.302668,-4.550758,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,dd672b10-fafc-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,128.92589,,,9.88923,,,,16.717042,-36.090766,3.151334,1.789123,-2.461607,-2.275379,-0.184571,0.866625,-0.844717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
74,2020/9/20,51:13.8,2020/9/20,51:13.8,1,4,"Kota, Hirayama",1000073931,Right,TOK,"Ryuji, Hane",1000073684,Right,HOS_HOS,Undefined,3,Top,0,3,0,Fastball,Changeup,BallCalled,Walk,Undefined,,Undefined,0,0,,,,131.35012,-3.087328,-1.945199,2005.792384,223.962731,1:30,1.777879,0.214026,1.740963,-63.7469,43.3699,38.5902,0.262395,0.047368,121.01014,-7.748742,0.773967,0.467394,,,,,,,,,,,,-21.0302,25.2095,-0.167354,15.24,1.694306,1.045614,-36.083263,-2.178217,-3.595466,6.635095,-5.496668,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,e84ec380-fafc-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,129.78335,,,10.33998,,,,16.699,-36.350559,3.317547,1.777595,-1.956784,-2.748334,-0.212394,1.190458,-1.797733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
75,2020/9/20,51:55.6,2020/9/20,51:55.5,2,1,"Kota, Hirayama",1000073931,Right,TOK,"Yuki, Satoh",1000073710,Right,HOS_HOS,Undefined,3,Top,0,0,0,Fastball,Four-Seam,StrikeSwinging,Undefined,Undefined,,Undefined,0,0,1,,,134.92458,-2.293782,-2.381312,2116.319319,202.167172,12:45,1.761445,0.236798,1.677371,-45.2037,57.3281,22.0123,0.654617,-0.222296,123.50497,-5.662697,-0.838816,0.457282,,,,,,,,,,,,-12.7256,31.4849,-0.175204,15.24,1.696754,1.430026,-37.046415,-1.639257,-2.288875,7.126209,-4.143666,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,0128ea70-fafd-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,132.6534,,,11.41961,,,,16.76194,-37.338026,3.563104,1.760365,-1.469694,-2.071833,-0.235639,1.523689,-1.144438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
76,2020/9/20,52:14.8,2020/9/20,52:14.8,2,2,"Kota, Hirayama",1000073931,Right,TOK,"Yuki, Satoh",1000073710,Right,HOS_HOS,Undefined,3,Top,0,0,1,Splitter,Changeup,InPlay,Undefined,GroundBall,,Out,1,0,1,,,121.97864,-0.498709,-2.082125,1178.233154,234.97666,1:45,1.6829,0.336857,1.75916,-98.3015,24.1249,29.6237,0.558336,0.042267,113.54584,-7.609026,0.007595,0.49968,,,,,,,,,,,,-16.4907,13.6244,-0.286631,15.24,1.663099,1.096232,-33.591172,-0.644732,-2.467674,5.190623,-7.767894,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,0ca43760-fafd-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,121.39764,,,8.4328,,,,16.681265,-33.813147,2.595311,1.683568,-0.31254,-3.883947,-0.335768,1.201761,-1.233837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
77,2020/9/20,53:11.7,2020/9/20,53:11.6,3,1,"Kota, Hirayama",1000073931,Right,TOK,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,Undefined,3,Top,1,0,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,,Undefined,0,0,2,,,136.13846,-2.792262,-1.869661,2046.840805,197.037285,12:30,1.769024,0.212635,1.730875,-37.9328,61.7287,17.9682,0.595278,-0.139099,125.09391,-5.645925,-0.605967,0.450836,,,,,,,,,,,,-10.3362,34.1186,-0.165967,15.24,1.694389,1.131926,-37.402836,-1.942683,-1.902685,6.984717,-3.526136,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,2e86d680-fafd-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,134.55007,,,11.04455,,,,16.708566,-37.676082,3.492358,1.76769,-1.804739,-1.763068,-0.211705,1.20636,-0.951343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
78,2020/9/20,53:32.2,2020/9/20,53:32.2,3,2,"Kota, Hirayama",1000073931,Right,TOK,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,Undefined,3,Top,1,0,1,Fastball,Changeup,BallCalled,Undefined,Undefined,,Undefined,0,0,2,,,135.79078,-0.365466,-1.104653,1936.060848,218.823638,1:15,1.756768,0.233264,1.724913,-54.7109,45.3876,34.0702,1.10576,0.259946,124.53655,-4.412229,1.292248,0.451823,,,,,,,,,,,,-17.9736,24.1996,-0.207374,15.24,1.743213,0.550913,-37.359825,-0.437355,-3.295013,7.09384,-5.37026,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,3abd3610-fafd-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,134.25607,,,11.25423,,,,16.714593,-37.638778,3.54692,1.756259,-0.22618,-2.68513,-0.231585,0.680483,-1.647506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
79,2020/9/20,53:55.7,2020/9/20,53:55.7,3,3,"Kota, Hirayama",1000073931,Right,TOK,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,Undefined,3,Top,1,1,1,Splitter,Changeup,FoulBall,Undefined,Undefined,,Undefined,0,0,2,,,122.70443,0.156443,-1.102454,1522.209113,243.733144,2:00,1.640773,0.293734,1.676618,-101.6744,21.0779,35.5357,0.668635,0.334767,113.57507,-7.178039,1.39257,0.500345,,,,,,,,,,,,-18.8784,11.5174,-0.267438,15.24,1.636625,0.494752,-33.782132,-0.289879,-2.840641,5.582253,-8.073624,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,48c0db90-fafd-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,121.2364,,,9.12936,,,,16.763917,-34.033016,2.791127,1.641499,0.072976,-4.036812,-0.292542,0.62242,-1.42032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
80,2020/9/20,54:30.1,2020/9/20,54:30.1,3,4,"Kota, Hirayama",1000073931,Right,TOK,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,Undefined,3,Top,1,1,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,2,,,136.83951,-3.112346,-2.859517,2076.003134,206.850999,1:00,1.745836,0.215726,1.767528,-49.5404,50.4714,23.7172,0.366141,-0.358423,123.9022,-6.816655,-1.188667,0.451627,,,,,,,,,,,,-14.31,29.2317,-0.14576,15.24,1.664241,1.755182,-37.500498,-2.208301,-2.601927,8.236574,-4.491572,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,5d484a30-fafd-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,134.31427,,,12.93731,,,,16.671327,-37.813566,4.118287,1.744933,-2.037578,-2.245786,-0.214354,1.85408,-1.300964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
81,2020/9/20,55:17.9,2020/9/20,55:17.9,3,5,"Kota, Hirayama",1000073931,Right,TOK,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,Undefined,3,Top,1,2,2,Splitter,Changeup,FoulBall,Undefined,Undefined,,Undefined,0,0,2,,,125.11215,-0.190303,-1.490063,1513.187462,236.593474,2:00,1.663267,0.317159,1.75664,-93.3105,26.2684,33.3111,0.676158,0.227472,113.23842,-7.028621,0.859635,0.493835,,,,,,,,,,,,-18.3041,14.731,-0.282077,15.24,1.651727,0.745356,-34.367228,-0.450265,-2.783832,7.152661,-7.566248,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,79cb7bf0-fafd-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,122.83453,,,11.87373,,,,16.682825,-34.666214,3.576331,1.663938,-0.13399,-3.783124,-0.315666,0.861722,-1.391916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
82,2020/9/20,55:43.8,2020/9/20,55:43.8,3,6,"Kota, Hirayama",1000073931,Right,TOK,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,Undefined,3,Top,1,2,2,Fastball,Four-Seam,StrikeSwinging,Strikeout,Undefined,,Undefined,0,0,2,,,137.73288,-1.206743,-2.352463,1993.548395,205.402508,12:45,1.770699,0.211337,1.741087,-47.7368,50.3093,22.3361,0.950334,-0.233664,125.28818,-4.777974,-0.781105,0.447167,,,,,,,,,,,,-13.03,27.397,-0.15297,15.24,1.736393,1.441067,-37.828543,-0.961583,-2.428888,7.858152,-4.699651,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,89305f20-fafd-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,135.65399,,,12.44471,,,,16.697943,-38.1302,3.929076,1.769844,-0.781174,-2.349826,-0.210079,1.534306,-1.214444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
83,2020/9/20,56:14.0,2020/9/20,56:14.0,4,1,"Kota, Hirayama",1000073931,Right,TOK,"Kouichi, Takada",1000073775,Right,HOS_HOS,Undefined,3,Top,2,0,0,Fastball,Changeup,InPlay,Undefined,LineDrive,LineDrive,Single,0,1,2,,,134.76396,-1.081614,-2.323256,1897.497949,210.427116,1:00,1.742368,0.203588,1.735979,-61.8156,40.4486,21.7932,0.8167,-0.238742,122.9996,-5.639571,-0.790047,0.456685,154.65318,10.837196,0.039845,1065.798686,33.462304,4.222447,2.093909,63.359561,,5.679806,1.912488,-12.7597,22.3425,-0.145767,15.24,1.710088,1.395879,-37.026477,-0.928184,-2.282618,7.412462,-5.809739,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,9b396040-fafd-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,132.82687,4.223941,,11.76436,,,,16.703413,-37.318293,3.706231,1.742127,-0.699464,-2.904869,-0.20249,1.485741,-1.141309,0.119867,0.780452,0.242778,250.416642,0.119867,42.193058,-6.569208,1.212876,-0.216511,0.034123,-0.00564,0.001049,-0.000114,0.780452,8.077143,-5.036507,0.383451,-0.047528,0.005557,0.000469,-0.00024,2.6e-05,0.242778,0.029357,3.145649,-1.2415,0.356769,-0.091259,0.019509,-0.003066,0.000251,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
84,2020/9/20,57:19.0,2020/9/20,57:19.0,5,1,"Kota, Hirayama",1000073931,Right,TOK,"Kiri, Takata",1000073715,Left,HOS_HOS,Undefined,3,Top,2,0,0,Splitter,Changeup,StrikeCalled,Undefined,Undefined,,Undefined,0,0,1,,,121.95738,0.273224,-0.623446,1388.796927,246.485835,2:15,1.64468,0.322829,1.75954,-108.9916,14.7936,25.2477,0.632264,0.39847,112.26983,-7.629674,1.158784,0.502446,,,,,,,,,,,,-13.2733,8.5648,-0.308957,15.24,1.643686,0.254421,-33.561242,-0.237778,-1.958428,5.874204,-8.542946,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,c1f4b090-fafd-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,120.72948,,,9.68755,,,,16.680141,-33.812369,2.937102,1.646045,0.12744,-4.271473,-0.321624,0.338145,-0.979214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
85,2020/9/20,57:35.1,2020/9/20,57:35.1,5,2,"Kota, Hirayama",1000073931,Right,TOK,"Kiri, Takata",1000073715,Left,HOS_HOS,Undefined,3,Top,2,0,1,Fastball,Four-Seam,FoulBall,Undefined,Undefined,FlyBall,Undefined,0,0,1,,,135.96372,-2.81209,-1.200344,2037.953086,210.915632,1:00,1.738053,0.31529,1.733384,-53.66,46.9658,26.123,0.401758,0.235468,124.24861,-6.77836,0.639315,0.453012,130.01167,31.906843,-35.842265,4385.428178,24.540753,15.92834,-22.844631,73.885859,,-51.080123,3.871741,-14.146,26.9167,-0.286511,15.24,1.661922,0.653732,-37.338993,-2.027096,-2.57236,7.569197,-4.912029,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,cb8d5ad0-fafd-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,133.90389,17.092796,,11.71511,,,,16.706011,-37.635003,3.784598,1.73744,-1.835,-2.456014,-0.314043,0.75433,-1.28618,0.201282,0.345172,-0.228651,134.158445,0.201203,24.85353,-6.693305,1.610298,-0.337694,0.06428,-0.01059,0.001196,-6.1e-05,0.34524,19.086369,-6.087488,0.46593,-0.072743,0.009284,-0.000874,0.00014,-1.3e-05,-0.228709,-17.950763,0.767291,0.097964,-0.053489,0.013749,-0.002005,0.000168,-6e-06,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
86,2020/9/20,58:08.0,2020/9/20,58:08.0,5,3,"Kota, Hirayama",1000073931,Right,TOK,"Kiri, Takata",1000073715,Left,HOS_HOS,Undefined,3,Top,2,0,2,Fastball,Four-Seam,InPlay,Undefined,GroundBall,GroundBall,Single,0,0,1,,,136.16971,-1.436198,0.044733,2003.631666,207.500992,1:00,1.734883,0.255475,1.745516,-48.674,52.7764,25.5056,0.840356,0.523229,122.45215,-5.106601,1.841521,0.454864,118.67788,-16.869621,-13.198625,,,,,2.646946,,-18.429751,0.056376,-12.9603,29.1564,-0.258544,15.24,1.694904,-0.155439,-37.38086,-1.098775,-2.324459,8.67997,-4.577394,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,df238ba0-fafd-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,133.35854,0.545858,,13.71756,,,,16.693388,-37.716832,4.339985,1.734004,-0.9216,-2.288697,-0.254269,-0.065468,-1.16223,0.784008,0.545858,-0.41468,,0.784005,30.714877,-1.385774,,,,,,,0.54586,-9.566993,-2.048492,,,,,,,-0.414679,-7.203354,-5.044593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
87,2020/9/20,58:51.4,2020/9/20,58:51.4,6,1,"Kota, Hirayama",1000073931,Right,TOK,"Yuki, Okada",1000073821,Left,HOS_HOS,Undefined,3,Top,2,0,0,Splitter,Changeup,BallCalled,Undefined,Undefined,,Undefined,0,0,"1,2",,,121.93396,-1.059668,-1.098551,1238.193802,243.623276,2:00,1.648198,0.272972,1.781017,-102.7086,21.9272,35.7357,0.320867,0.31912,111.53398,-8.534263,1.428772,0.504169,,,,,,,,,,,,-19.0349,13.3251,-0.248201,15.24,1.614757,0.486046,-33.518278,-0.984996,-2.775899,6.364348,-7.863431,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,f90c6370-fafd-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,120.31685,,,10.39999,,,,16.658287,-33.786505,3.182174,1.649286,-0.65359,-3.931715,-0.271151,0.603037,-1.387949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
88,2020/9/20,59:08.4,2020/9/20,59:08.4,6,2,"Kota, Hirayama",1000073931,Right,TOK,"Yuki, Okada",1000073821,Left,HOS_HOS,Undefined,3,Top,2,1,0,Splitter,Changeup,BallCalled,Undefined,Undefined,,Undefined,0,0,"1,2",,,122.376,-1.443717,-2.391848,1425.903975,240.970182,2:00,1.680441,0.284755,1.730903,-99.9058,24.7717,36.9781,0.270735,-0.025454,111.89239,-8.69522,0.213404,0.504253,,,,,,,,,,,,-20.6499,14.9299,-0.226162,15.24,1.635843,1.240417,-33.60741,-1.209749,-3.027993,6.388602,-7.61741,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,032cb440-fafe-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,120.29673,,,10.48361,,,,16.708684,-33.88545,3.194301,1.681279,-0.87823,-3.808705,-0.283014,1.372199,-1.513997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
89,2020/9/20,59:34.0,2020/9/20,59:34.0,6,3,"Kota, Hirayama",1000073931,Right,TOK,"Yuki, Okada",1000073821,Left,HOS_HOS,Undefined,3,Top,2,2,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,,Undefined,0,0,"1,2",,,134.99339,-2.316079,-2.656207,2016.923112,207.073751,1:00,1.727423,0.20324,1.771438,-48.8597,53.4695,25.4808,0.581333,-0.295321,122.37804,-5.983216,-0.860536,0.45683,,,,,,,,,,,,-15.0368,30.1234,-0.138689,15.24,1.666071,1.594089,-37.035711,-1.659161,-2.672281,7.894422,-4.453245,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,126f9080-fafe-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,132.78469,,,12.61535,,,,16.667606,-37.338775,3.947211,1.726484,-1.488203,-2.226623,-0.201855,1.696677,-1.33614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
90,2020/9/20,59:52.1,2020/9/20,59:52.1,6,4,"Kota, Hirayama",1000073931,Right,TOK,"Yuki, Okada",1000073821,Left,HOS_HOS,Undefined,3,Top,2,2,1,Fastball,Changeup,BallCalled,Undefined,Undefined,,Undefined,0,0,"1,2",,,135.25745,-3.10171,-1.605736,2002.132355,209.056747,1:00,1.705523,0.253328,1.846788,-53.0198,47.7109,24.5732,0.29911,0.045951,123.16378,-7.05665,0.136573,0.453248,,,,,,,,,,,,-13.826,27.9496,-0.216854,15.24,1.628638,0.924498,-37.132366,-2.186606,-2.47565,7.77976,-4.802054,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,1d398ed0-fafe-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,133.83413,,,12.09366,,,,16.592271,-37.414613,3.88988,1.704808,-2.012389,-2.401027,-0.252023,1.014314,-1.237825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
91,2020/9/20,00:18.0,2020/9/20,00:18.0,6,5,"Kota, Hirayama",1000073931,Right,TOK,"Yuki, Okada",1000073821,Left,HOS_HOS,Undefined,3,Top,2,3,1,Fastball,Changeup,InPlay,Undefined,FlyBall,FlyBall,HomeRun,0,3,"1,2",,,134.81611,-2.412339,-1.957044,2048.090565,216.96771,1:15,1.717032,0.235697,1.768969,-57.5176,44.396,30.8647,0.457238,-0.010626,123.14577,-6.665351,0.220422,0.455901,166.75261,32.326296,20.655597,2822.222382,30.797225,20.642499,13.253553,120.750717,,30.560734,5.79757,-17.2432,25.4571,-0.188991,15.24,1.652547,1.118312,-37.032675,-1.765667,-3.082385,7.488037,-5.255948,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,2ca9e3b0-fafe-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,133.05515,33.192129,,11.67033,,,,16.670685,-37.32084,3.744018,1.716604,-1.5634,-2.627974,-0.23431,1.236932,-1.541193,0.598813,0.436065,0.008391,202.411681,0.599674,36.607682,-8.73489,2.147421,-0.411144,0.062777,-0.007525,0.000618,-2.4e-05,0.436004,24.771516,-5.021796,0.111287,0.02333,-0.011763,0.00241,-0.000208,6e-06,0.008273,13.809715,-0.920604,0.090511,-0.004591,0.000772,-0.000384,6e-05,-3e-06,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
92,2020/9/20,01:17.9,2020/9/20,01:17.9,7,1,"Kota, Hirayama",1000073931,Right,TOK,"Tomoki, Nagahiro",1000073724,Right,HOS_HOS,Undefined,3,Top,2,0,0,Splitter,Changeup,BallCalled,Undefined,Undefined,,Undefined,0,0,,,,124.90021,-1.25685,-2.536228,1468.485875,239.30248,2:00,1.660462,0.296825,1.708999,-91.7124,27.9482,40.3787,0.385341,-0.021447,114.30932,-7.919477,0.303077,0.494004,,,,,,,,,,,,-22.3664,16.263,-0.233915,15.24,1.620598,1.335954,-34.306702,-1.093534,-3.428906,6.465822,-7.313433,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,50569470-fafe-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,122.7926,,,10.59089,,,,16.730693,-34.586513,3.232911,1.661073,-0.777042,-3.656717,-0.29494,1.484342,-1.714453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
93,2020/9/20,01:30.8,2020/9/20,01:30.8,7,2,"Kota, Hirayama",1000073931,Right,TOK,"Tomoki, Nagahiro",1000073724,Right,HOS_HOS,Undefined,3,Top,2,1,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,,,,136.13463,-2.962622,-3.202874,2031.783529,202.061755,12:45,1.777561,0.217981,1.726954,-40.979,60.024,22.9098,0.523727,-0.464124,123.78896,-6.054344,-1.59456,0.45386,,,,,,,,,,,,-13.9333,33.6197,-0.137161,15.24,1.698049,1.972579,-37.313665,-2.061514,-2.524863,7.704639,-3.714392,TOK,HOS_HOS,JinguStadium,TeamExclusive,Team,20200920-JinguStadium-2,580f8230-fafe-11ea-b562-133810ce320d,41e5902d-5ad0-484a-a4fd-0622f74a871c,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,133.65358,,,12.34567,,,,16.711976,-37.616376,3.852319,1.776177,-1.915578,-1.857196,-0.216611,2.071779,-1.262432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,水沼 大輔,20A
